"","Symbol","P_counts","P_study_names","AdjP_counts","AdjP_study_names","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","P_value_study_count","AdjP_value_study_count"
"4118","AC007078",0,"",0,"",0,0,0,0,0,0,0,0,0
"4119","DPYD-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0
"4120","LINC01572",0,"",0,"",0,0,0,0,0,0,0,0,0
"4121","ATXN7L2",2,"obermoser4BaselineVSsixAll rusch",0,"",0,0,0,1,0,1,0,2,0
"4122","TM2D2",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVSthirtySixAll",0,"",0,0,0,2,0,0,0,1,0
"4123","RP11-158I9",0,"",0,"",0,0,0,0,0,0,0,0,0
"4124","ITPRIP",9,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSsevenAll rusch",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,3,0,1,0,3,1
"4125","FAM127C",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"4126","TAF4B",3,"goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVStwentyOneALL",1,"obermoser1BaseVSsevenALL",0,0,1,2,0,0,0,2,1
"4127","BRAT1",5,"goschEighteenHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVStwentyOneALL obermoser4BaselineVStwelveAll",2,"goschEighteenHrMain obermoser4BaselineVStwelveAll",0,0,3,2,0,0,0,2,2
"4128","CHST10",1,"goschEighteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"4129","MIR29A",0,"",0,"",0,0,0,0,0,0,0,0,0
"4130","RHEBP2",0,"",0,"",0,0,0,0,0,0,0,0,0
"4131","POLR2J3",1,"rusch",0,"",0,0,0,0,0,1,0,1,0
"4132","ATF3",8,"goschNineHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",1,"goschNineHrMain",0,0,1,7,0,0,0,2,1
"4133","FKBP9",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"4134","TTC30A",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"4135","SORT1",9,"meaburn2 goschSixHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser3BaselineVSoneAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll",1,"obermoser1BaseVSoneALL",0,1,1,7,0,0,0,3,1
"4136","IGKV1D-8",0,"",0,"",0,0,0,0,0,0,0,0,0
"4137","ZNF410",2,"goschNineHrMain obermoser4BaselineVStwelveAll",1,"goschNineHrMain",0,0,1,1,0,0,0,2,1
"4138","OPLAH",9,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVStwentyOneALL obermoser3BaselineVStwentyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVStwentyFourAll",3,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSone",0,0,2,7,0,0,0,2,2
"4139","CNN2P9",0,"",0,"",0,0,0,0,0,0,0,0,0
"4140","RP11-403I13",0,"",0,"",0,0,0,0,0,0,0,0,0
"4141","AC002543",0,"",0,"",0,0,0,0,0,0,0,0,0
"4142","C8orf58",5,"goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser3BaselineVSsevenAll obermoser4BaselineVSzeroAll rusch",0,"",0,0,1,3,0,1,0,3,0
"4143","CTA-292E10",0,"",0,"",0,0,0,0,0,0,0,0,0
"4144","USP5",10,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser2BaselineVSsevenAll rusch",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,4,0,1,0,3,1
"4145","NPIPB3",6,"goschSixHrMain obermoser1BaseVSoneALL obermoser2BaselineVSzeroAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll rusch",0,"",0,0,1,4,0,1,0,3,0
"4146","ATP11B",15,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSsevenAll obermoser3BaselineVSthreeAll obermoser3BaselineVSzeroAll dusek rusch",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,1,6,6,1,1,0,5,1
"4147","GLYATL1P2",0,"",0,"",0,0,0,0,0,0,0,0,0
"4148","CTB-96E2-10",0,"",0,"",0,0,0,0,0,0,0,0,0
"4149","RN7SL832P",0,"",0,"",0,0,0,0,0,0,0,0,0
"4150","FBXO36",3,"goschEighteenHrMain goschFifteenHrMain goschSixHrMain",0,"",0,0,3,0,0,0,0,1,0
"4151","IFNG",4,"goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL",0,"",0,0,1,3,0,0,0,2,0
"4152","ATP8B3",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,1,0
"4153","WI2-1896O14",0,"",0,"",0,0,0,0,0,0,0,0,0
"4154","ARVCF",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain rusch",1,"goschNineHrMain",0,0,3,0,0,1,0,2,1
"4155","BTBD19",4,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,1,3,0,0,0,0,2,1
"4156","RRN3P3",1,"meaburn1",0,"",0,1,0,0,0,0,0,1,0
"4157","ARHGAP22",3,"goschNineHrMain obermoser3BaselineVSpoint5All rusch",1,"goschNineHrMain",0,0,1,1,0,1,0,3,1
"4158","AC016757",0,"",0,"",0,0,0,0,0,0,0,0,0
"4159","RAI1",13,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSzeroALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll rusch",4,"goschNineHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",0,0,3,9,0,1,0,3,2
"4160","MIR663AHG",2,"dusek rusch",0,"",0,0,0,0,1,1,0,2,0
"4161","BATF3",3,"meaburn2 obermoser1BaseVStenALL obermoser4BaselineVSthirtySixAll",0,"",0,1,0,2,0,0,0,2,0
"4162","SSTR3",7,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain rusch",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,6,0,0,1,0,2,1
"4163","LINC00671",3,"meaburn2 goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,1,2,0,0,0,0,2,1
"4164","KIAA1324L",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"4165","AC018766",0,"",0,"",0,0,0,0,0,0,0,0,0
"4166","C20orf96",2,"meaburn1 rusch",0,"",0,1,0,0,0,1,0,2,0
"4167","TBC1D30",6,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain dusek",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,1,0,0,2,1
"4168","ADSSL1",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"4169","AC074286",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,1,0
"4170","MAP1LC3B2",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"4171","CYP2T1P",1,"rusch",0,"",0,0,0,0,0,1,0,1,0
"4172","RP11-343L5",0,"",0,"",0,0,0,0,0,0,0,0,0
"4173","BET1L",10,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser3BaselineVStenAll obermoser3BaselineVSthreeAll obermoser4BaselineVSfifteenAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll rusch",2,"goschFifteenHrMain goschTwelveHrMain",0,0,4,5,0,1,0,3,1
"4174","SERPINE2",1,"rusch",0,"",0,0,0,0,0,1,0,1,0
"4175","FDXACB1",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,1,1
"4176","C2orf47",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,1,0
"4177","SPRY1",3,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL",0,"",0,0,2,1,0,0,0,2,0
"4178","BAG2",2,"meaburn2 goschTwelveHrMain",0,"",0,1,1,0,0,0,0,2,0
"4179","PRUNE1",1,"rusch",0,"",0,0,0,0,0,1,0,1,0
"4180","AP000560",0,"",0,"",0,0,0,0,0,0,0,0,0
"4181","MIR3939",0,"",0,"",0,0,0,0,0,0,0,0,0
"4182","OXT",1,"obermoser3BaselineVSzeroAll",0,"",0,0,0,1,0,0,0,1,0
"4183","CTTNBP2NL",3,"meaburn2 goschNineHrMain rusch",1,"goschNineHrMain",0,1,1,0,0,1,0,3,1
"4184","CA3-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0
"4185","WRAP53",3,"obermoser2BaselineVSzeroAll obermoser3BaselineVStenAll obermoser4BaselineVSzeroAll",0,"",0,0,0,3,0,0,0,1,0
"4186","MTHFS",7,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll",4,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSnineAll",0,0,3,4,0,0,0,2,2
"4187","PRKD3",3,"goschTwentyoneHrMain obermoser1BaseVSsevenALL rusch",0,"",0,0,1,1,0,1,0,3,0
"4188","TRIM61",2,"obermoser4BaselineVStwelveAll dusek",0,"",0,0,0,1,1,0,0,2,0
"4189","RP3-325F22",0,"",0,"",0,0,0,0,0,0,0,0,0
"4190","NXF1",3,"goschTwelveHrMain obermoser1BaseVStenALL obermoser4BaselineVSthirtySixAll",1,"goschTwelveHrMain",0,0,1,2,0,0,0,2,1
"4191","IGLC6",0,"",0,"",0,0,0,0,0,0,0,0,0
"4192","PLTP",9,"goschNineHrMain goschSixHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser1BaseVSzeroALL obermoser3BaselineVSpoint5All rusch",0,"",0,0,2,6,0,1,0,3,0
"4193","C2orf76",5,"obermoser3BaselineVSsevenAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll rusch",0,"",0,0,0,4,0,1,0,2,0
"4194","KDM4A-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0
"4195","PTGES",2,"goschFifteenHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"4196","RP11-119B16",0,"",0,"",0,0,0,0,0,0,0,0,0
"4197","NPAT",3,"meaburn2 goschTwelveHrMain obermoser4BaselineVSthirtySixAll",0,"",0,1,1,1,0,0,0,3,0
"4198","RP4-758J24",0,"",0,"",0,0,0,0,0,0,0,0,0
"4199","TCEB3",0,"",0,"",0,0,0,0,0,0,0,0,0
"4200","FAM184B",1,"rusch",0,"",0,0,0,0,0,1,0,1,0
"4201","ZNF385D",5,"meaburn2 goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll rusch",2,"goschNineHrMain goschTwelveHrMain",0,1,2,1,0,1,0,4,1
"4202","TKFC",4,"obermoser2BaselineVSsevenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVStwelveAll rusch",0,"",0,0,0,3,0,1,0,2,0
"4203","SOCS6",2,"meaburn2 rusch",0,"",0,1,0,0,0,1,0,2,0
"4204","STIL",9,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser3BaselineVSsevenAll obermoser4BaselineVSfortyEightAll larocca",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,3,0,0,1,3,1
"4205","FAM229A",2,"meaburn1 rusch",0,"",0,1,0,0,0,1,0,2,0
"4206","SNORA70G",0,"",0,"",0,0,0,0,0,0,0,0,0
"4207","ADD3-AS1",2,"goschSixHrMain rusch",0,"",0,0,1,0,0,1,0,2,0
"4208","NECTIN1",5,"meaburn1 meaburn2 obermoser1BaseVStwentyEightALL obermoser3BaselineVStenAll rusch",0,"",0,2,0,2,0,1,0,3,0
"4209","HIST2H2AC",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"4210","RP13-297E16",0,"",0,"",0,0,0,0,0,0,0,0,0
"4211","WNT5B",8,"meaburn2 goschEighteenHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll rusch",0,"",0,1,1,5,0,1,0,4,0
"4212","RN7SL285P",0,"",0,"",0,0,0,0,0,0,0,0,0
"4213","PTRHD1",3,"meaburn2 obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL",1,"meaburn2",0,1,0,2,0,0,0,2,1
"4214","PRPF4B",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"4215","RP11-632C17__A",0,"",0,"",0,0,0,0,0,0,0,0,0
"4216","ZNF469",3,"goschTwelveHrMain goschTwentyoneHrMain dusek",0,"",0,0,2,0,1,0,0,2,0
"4217","COMMD7",6,"goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser4BaselineVSsixAll rusch",1,"goschTwelveHrMain",0,0,1,4,0,1,0,3,1
"4218","MTA2",7,"goschEighteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL larocca",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,2,0,0,1,3,1
"4219","SCGB3A2",1,"obermoser4BaselineVSfifteenAll",0,"",0,0,0,1,0,0,0,1,0
"4220","RP3-455J7",0,"",0,"",0,0,0,0,0,0,0,0,0
"4221","AC002553",0,"",0,"",0,0,0,0,0,0,0,0,0
"4222","ANKRD13A",6,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVSsevenAll obermoser4BaselineVSone",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,2,0,0,0,2,1
"4223","FO538757",0,"",0,"",0,0,0,0,0,0,0,0,0
"4224","MST1P2",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,1,1
"4225","TAF6L",7,"meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVStenALL obermoser2BaselineVSsevenAll",2,"goschFifteenHrMain goschSixHrMain",0,1,4,2,0,0,0,3,1
"4226","ANKRD20A11P",9,"goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSzeroALL obermoser3BaselineVStenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll",1,"goschSixHrMain",0,0,2,7,0,0,0,2,1
"4227","EFCAB5",2,"dusek rusch",0,"",0,0,0,0,1,1,0,2,0
"4228","FBXO46",3,"obermoser1BaseVSoneALL obermoser1BaseVStwentyOneALL rusch",0,"",0,0,0,2,0,1,0,2,0
"4229","RP11-1114A5",0,"",0,"",0,0,0,0,0,0,0,0,0
"4230","RP11-326C3-12",0,"",0,"",0,0,0,0,0,0,0,0,0
"4231","PRPF19",9,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser2BaselineVSzeroAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll dusek",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,3,1,0,0,3,1
"4232","ZNF280C",9,"meaburn1 goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSone obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll rusch",2,"goschNineHrMain goschTwelveHrMain",0,1,3,4,0,1,0,4,1
"4233","BTBD18",0,"",0,"",0,0,0,0,0,0,0,0,0
"4234","COLQ",7,"goschNineHrMain goschSixHrMain obermoser3BaselineVSpoint5All obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll",2,"goschNineHrMain goschSixHrMain",0,0,2,5,0,0,0,2,1
"4235","ATP11C",8,"meaburn2 obermoser2BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll dusek rusch",0,"",0,1,0,5,1,1,0,4,0
"4236","BRMS1L",8,"meaburn1 meaburn2 goschSixHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSsixAll obermoser4BaselineVSzeroAll rusch",0,"",0,2,1,4,0,1,0,4,0
"4237","DUBR",0,"",0,"",0,0,0,0,0,0,0,0,0
"4238","MST1",5,"meaburn1 obermoser4BaselineVSfortyEightAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll dusek",0,"",0,1,0,3,1,0,0,3,0
"4239","LBHD1",2,"obermoser1BaseVSsevenALL obermoser4BaselineVSfifteenAll",0,"",0,0,0,2,0,0,0,1,0
"4240","SMTNL1",2,"dusek rusch",0,"",0,0,0,0,1,1,0,2,0
"4241","LMNTD2",1,"obermoser1BaseVSfourteenALL",0,"",0,0,0,1,0,0,0,1,0
"4242","HIF1A-AS2",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,1,1
"4243","CYTH4",6,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll",1,"goschTwelveHrMain",0,0,2,4,0,0,0,2,1
"4244","SETDB2",4,"meaburn1 meaburn2 obermoser1BaseVSoneALL rusch",0,"",0,2,0,1,0,1,0,3,0
"4245","RP11-179B2",0,"",0,"",0,0,0,0,0,0,0,0,0
"4246","FCGR1CP",0,"",0,"",0,0,0,0,0,0,0,0,0
"4247","BAMBI",4,"obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll rusch",0,"",0,0,0,3,0,1,0,2,0
"4248","AC007036",0,"",0,"",0,0,0,0,0,0,0,0,0
"4249","RP11-10C24",0,"",0,"",0,0,0,0,0,0,0,0,0
"4250","SNX29P1",2,"obermoser1BaseVSsevenALL obermoser4BaselineVSfifteenAll",0,"",0,0,0,2,0,0,0,1,0
"4251","AP003068-18",0,"",0,"",0,0,0,0,0,0,0,0,0
"4252","COQ7",3,"meaburn2 obermoser1BaseVSoneALL rusch",0,"",0,1,0,1,0,1,0,3,0
"4253","MTCO2P11",0,"",0,"",0,0,0,0,0,0,0,0,0
"4254","RP11-263C24",0,"",0,"",0,0,0,0,0,0,0,0,0
"4255","IGLV3-1",0,"",0,"",0,0,0,0,0,0,0,0,0
"4256","ZNF569",2,"meaburn2 rusch",0,"",0,1,0,0,0,1,0,2,0
"4257","HIST2H4A",0,"",0,"",0,0,0,0,0,0,0,0,0
"4258","RN7SL368P",0,"",0,"",0,0,0,0,0,0,0,0,0
"4259","CLIP3",1,"obermoser1BaseVSoneALL",0,"",0,0,0,1,0,0,0,1,0
"4260","VAMP1",10,"meaburn1 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyOneALL obermoser4BaselineVStwelveAll rusch",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVStwelveAll",0,1,4,4,0,1,0,4,2
"4261","VENTX",10,"goschEighteenHrMain goschFifteenHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll",0,"",0,0,2,8,0,0,0,2,0
"4262","RP11-138A9",0,"",0,"",0,0,0,0,0,0,0,0,0
"4263","IRS1",11,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser1BaseVSzeroALL rusch",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,5,0,1,0,3,1
"4264","PWP2",3,"obermoser3BaselineVStwentyEightAll rusch larocca",0,"",0,0,0,1,0,1,1,3,0
"4265","RP11-17A1",0,"",0,"",0,0,0,0,0,0,0,0,0
"4266","IGKJ4",0,"",0,"",0,0,0,0,0,0,0,0,0
"4267","ADGRV1",2,"dusek rusch",0,"",0,0,0,0,1,1,0,2,0
"4268","CACNB3",0,"",0,"",0,0,0,0,0,0,0,0,0
"4269","AC073254",0,"",0,"",0,0,0,0,0,0,0,0,0
"4270","FOXN3-AS1",1,"rusch",0,"",0,0,0,0,0,1,0,1,0
"4271","GCC2-AS1",1,"meaburn2",0,"",0,1,0,0,0,0,0,1,0
"4272","WNT10B",6,"obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL",0,"",0,0,0,6,0,0,0,1,0
"4273","SIGLEC15",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,1,0
"4274","MEG3",4,"meaburn2 goschFifteenHrMain goschTwelveHrMain rusch",1,"goschTwelveHrMain",0,1,2,0,0,1,0,3,1
"4275","RP11-385F5",0,"",0,"",0,0,0,0,0,0,0,0,0
"4276","RP1-60N8",0,"",0,"",0,0,0,0,0,0,0,0,0
"4277","RP11-640B6",0,"",0,"",0,0,0,0,0,0,0,0,0
"4278","PDLIM1P4",0,"",0,"",0,0,0,0,0,0,0,0,0
"4279","HYLS1",1,"goschSixHrMain",1,"goschSixHrMain",0,0,1,0,0,0,0,1,1
"4280","CEP164",6,"obermoser1BaseVStwentyOneALL obermoser4BaselineVSfortyEightAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll",0,"",0,0,0,6,0,0,0,1,0
"4281","RP11-16E18",0,"",0,"",0,0,0,0,0,0,0,0,0
"4282","AGAP9",0,"",0,"",0,0,0,0,0,0,0,0,0
"4283","AC005076",0,"",0,"",0,0,0,0,0,0,0,0,0
"4284","PRKAG1",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,1,0
"4285","FAM150B",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,1,0
"4286","ZFPM1",4,"goschSixHrMain obermoser1BaseVSoneALL obermoser2BaselineVSsevenAll rusch",1,"goschSixHrMain",0,0,1,2,0,1,0,3,1
"4287","LINC01220",1,"dusek",0,"",0,0,0,0,1,0,0,1,0
"4288","PTGES3",11,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser2BaselineVSsevenAll obermoser4BaselineVSfifteenAll rusch",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,6,4,0,1,0,3,1
"4289","SH2B3",5,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSthirtySixAll",4,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSthirtySixAll",0,0,3,2,0,0,0,2,2
"4290","ZBTB6",4,"goschNineHrMain goschSixHrMain obermoser2BaselineVSsevenAll rusch",2,"goschNineHrMain goschSixHrMain",0,0,2,1,0,1,0,3,1
"4291","TRIM2",8,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll rusch",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,1,5,1,0,1,0,4,1
"4292","TKTL1",9,"goschEighteenHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser3BaselineVSoneAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll",2,"goschSixHrMain goschTwelveHrMain",0,0,3,6,0,0,0,2,1
"4293","RP11-219B4",0,"",0,"",0,0,0,0,0,0,0,0,0
"4294","SYP",1,"larocca",0,"",0,0,0,0,0,0,1,1,0
"4295","FAM30A",5,"meaburn2 obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll rusch",1,"obermoser1BaseVSsevenALL",0,1,0,3,0,1,0,3,1
"4296","GIPR",2,"meaburn2 rusch",0,"",0,1,0,0,0,1,0,2,0
"4297","KCNMB4",5,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll rusch",2,"goschNineHrMain goschTwelveHrMain",0,0,3,1,0,1,0,3,1
"4298","FAM209B",7,"goschEighteenHrMain goschTwentyoneHrMain obermoser1BaseVSthreeALL obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll",1,"goschEighteenHrMain",0,0,2,5,0,0,0,2,1
"4299","PTOV1",2,"obermoser1BaseVSsevenALL rusch",0,"",0,0,0,1,0,1,0,2,0
"4300","LSM12P1",0,"",0,"",0,0,0,0,0,0,0,0,0
"4301","ZNF446",6,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSfourteenALL",2,"goschNineHrMain goschTwelveHrMain",0,0,5,1,0,0,0,2,1
"4302","AGMAT",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain rusch",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,1,0,2,1
"4303","ANKS1B",3,"meaburn2 obermoser1BaseVSfourteenALL rusch",0,"",0,1,0,1,0,1,0,3,0
"4304","CADM1",6,"meaburn2 goschSixHrMain obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser3BaselineVSsevenAll rusch",0,"",0,1,1,3,0,1,0,4,0
"4305","IPO5P1",2,"meaburn1 rusch",0,"",0,1,0,0,0,1,0,2,0
"4306","KIF9",2,"goschFifteenHrMain dusek",0,"",0,0,1,0,1,0,0,2,0
