"","Symbol","P_counts","P_study_names","AdjP_counts","AdjP_study_names","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","karlovich","P_value_study_count","AdjP_value_study_count"
"17707","LOC101929732",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17708","LOC102723564",2,"goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"17709","TWIST2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17710","LOC101929491",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"17711","LOC102723975",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17712","LOC100653515",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"17713","AURKAPS1",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17714","FLJ46552",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17715","RP11-445H22",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17716","FAM195A",2,"goschNineHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17717","ANO2",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"17718","ZEB2-AS1",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17719","LOC102724767",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17720","AKR1CL1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17721","IGSF10",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17722","ZNF385C",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17723","C2orf81",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"17724","MIR98",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17725","ADAMTS3",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"17726","LOC101928706",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17727","HMHA1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17728","GPC3",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17729","LOC100127974",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17730","LOC100507103",1,"goschSixHrMain",1,"goschSixHrMain",0,0,1,0,0,0,0,0,1,1
"17731","LOC102724387",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"17732","LIPJ",1,"obermoser4BaselineVSzeroAll",0,"",0,0,0,1,0,0,0,0,1,0
"17733","MICALCL",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17734","KIAA1549",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17735","LOC101929887",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17736","RAI14",2,"goschFifteenHrMain goschThreeHrMain",1,"goschFifteenHrMain",0,0,2,0,0,0,0,0,1,1
"17737","LOC283028",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17738","LOC400685",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17739","LONRF2",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17740","SLC35D3",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17741","LOC102723410",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17742","DDX11L1",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17743","SNORA5C",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17744","CKAP2L",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"17745","HPX",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17746","LOC101927902",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17747","HUS1B",8,"obermoser1BaseVSoneALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser1BaseVSzeroALL obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll",0,"",0,0,0,8,0,0,0,0,1,0
"17748","SNORD18C",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17749","LOC101929538",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17750","LOC101928349",2,"goschFifteenHrMain goschTwelveHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"17751","MIR1207",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"17752","CDH4",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17753","MIR186",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17754","MIR933",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"17755","LOC102723761",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17756","PCDHGB3",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17757","SNAI1",1,"goschSixHrMain",1,"goschSixHrMain",0,0,1,0,0,0,0,0,1,1
"17758","SNORD58A",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17759","LOC102723878",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17760","MIR320E",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17761","MUC1",10,"obermoser3BaselineVSoneAll obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",1,"obermoser4BaselineVSfifteenAll",0,0,0,10,0,0,0,0,1,1
"17762","LOC101928824",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17763","CYP7B1",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"17764","LOC100289511",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17765","LOC100506734",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17766","MIR1262",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17767","TREML5P",1,"obermoser1BaseVStwentyEightALL",0,"",0,0,0,1,0,0,0,0,1,0
"17768","TMEM132C",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17769","SOGA3",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17770","HCCAT4",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17771","SNORA58",4,"goschSixHrMain goschThreeHrMain goschTwelveHrMain goschTwentyoneHrMain",0,"",0,0,4,0,0,0,0,0,1,0
"17772","LOC101927559",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17773","OR1J2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17774","MIR4482",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17775","EFTUD1",1,"larocca",0,"",0,0,0,0,0,0,1,0,1,0
"17776","LOC728763",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17777","ATP5L2",2,"goschFifteenHrMain goschTwelveHrMain",2,"goschFifteenHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17778","DNAH12",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,"",0,0,0,2,0,0,0,0,1,0
"17779","RASGRF1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17780","LOC101928560",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17781","FBXO10",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17782","MIR378I",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17783","DGKI",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17784","ADAM11",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17785","EPN2-IT1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17786","AGAP2-AS1",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17787","ERV3",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17788","LOC101927226",3,"goschFifteenHrMain goschSixHrMain goschTwelveHrMain",2,"goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"17789","PMS2L2",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17790","MIR423",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17791","LOC102724017",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17792","MIR4632",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17793","LOC283693",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17794","HOXA-AS2",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17795","LOC101928039",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17796","PSORS1C3",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17797","HCG17",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17798","SCARNA9L",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17799","GPR128",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17800","MIR6774",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17801","LOC100272216",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17802","LOC101927777",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17803","ARHGEF28",3,"goschFifteenHrMain goschSixHrMain obermoser1BaseVSoneALL",0,"",0,0,2,1,0,0,0,0,2,0
"17804","CCDC150",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17805","SHROOM4",4,"obermoser1BaseVSsevenALL obermoser1BaseVSzeroALL obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll",2,"obermoser1BaseVSsevenALL obermoser4BaselineVSfifteenAll",0,0,0,4,0,0,0,0,1,1
"17806","LOC101928186",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"17807","LOC102723811",2,"goschFifteenHrMain goschThreeHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"17808","SNORD71",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17809","LOC102724517",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17810","LOC101927451",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,0,1,1
"17811","RAI2",8,"goschTwentyoneHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll",1,"obermoser4BaselineVSfifteenAll",0,0,1,7,0,0,0,0,2,1
"17812","DRD4",2,"obermoser3BaselineVSpoint5All obermoser4BaselineVSthirtySixAll",0,"",0,0,0,2,0,0,0,0,1,0
"17813","LOC102724440",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"17814","TCP10L",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17815","TPH1",4,"goschSixHrMain obermoser3BaselineVSsevenAll obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll",0,"",0,0,1,3,0,0,0,0,2,0
"17816","TRNH",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17817","LOC101928391",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17818","CCDC64B",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"17819","UNC79",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17820","MYCN",2,"goschFifteenHrMain obermoser1BaseVStwentyOneALL",0,"",0,0,1,1,0,0,0,0,2,0
"17821","LOC100506746",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17822","LOC101928077",2,"goschNineHrMain goschSixHrMain",2,"goschNineHrMain goschSixHrMain",0,0,2,0,0,0,0,0,1,1
"17823","LOC101928699",2,"goschSixHrMain goschThreeHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"17824","SLX1A-SULT1A3",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17825","LOC100131564",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17826","RP11-293M10",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"17827","LOC100505622",2,"goschNineHrMain goschSixHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"17828","SLC2A12",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17829","LOC101927894",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17830","LOC100131289",2,"goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"17831","LOC101928707",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17832","LOC100133315",2,"goschNineHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17833","LOC101927676",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17834","LOC101929704",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"17835","TEAD2",3,"goschNineHrMain goschSixHrMain obermoser4BaselineVStwelveAll",0,"",0,0,2,1,0,0,0,0,2,0
"17836","TRNAN1",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17837","SNORA45",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17838","PKD1L3",3,"goschNineHrMain goschSixHrMain obermoser3BaselineVSzeroAll",1,"goschNineHrMain",0,0,2,1,0,0,0,0,2,1
"17839","COL4A2",3,"goschThreeHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSzeroAll",0,"",0,0,1,2,0,0,0,0,2,0
"17840","C3orf20",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17841","MIR29B1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17842","MSH5-SAPCD1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17843","NXPH4",3,"goschNineHrMain goschSixHrMain goschThreeHrMain",2,"goschNineHrMain goschSixHrMain",0,0,3,0,0,0,0,0,1,1
"17844","RIMBP2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17845","DPYSL3",1,"goschSixHrMain",1,"goschSixHrMain",0,0,1,0,0,0,0,0,1,1
"17846","MARVELD2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17847","LOC102723695",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschSixHrMain",0,0,3,0,0,0,0,0,1,1
"17848","LOC101060391",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17849","LOC101928037",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17850","PRG2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17851","BMP2",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17852","C1orf172",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17853","SGCD",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17854","CTB-118N6",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17855","LOC102723926",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17856","LOC102724296",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17857","LOC102723694",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17858","TMEM98",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17859","LOC102724766",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17860","C12orf39",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"17861","LRRC16A",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17862","EMR1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17863","RABL5",2,"goschSixHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17864","LOC100133985",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17865","BIRC7",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17866","LOC101928762",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17867","C4orf21",2,"goschNineHrMain goschSixHrMain",1,"goschSixHrMain",0,0,2,0,0,0,0,0,1,1
"17868","LOC102724596",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17869","IGF2",2,"goschSixHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17870","LPIN3",2,"goschFifteenHrMain goschTwelveHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"17871","L1CAM",3,"goschSixHrMain obermoser1BaseVSthreeALL obermoser4BaselineVSthirtySixAll",1,"goschSixHrMain",0,0,1,2,0,0,0,0,2,1
"17872","RP11-408H20",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17873","LOC102723390",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17874","C9orf96",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17875","SNORA67",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17876","BRE-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17877","CYP2D7P",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17878","FSCN3",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17879","MIR6504",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17880","SNORA53",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17881","DKFZP434I0714",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,0,1,1
"17882","RTN4RL1",7,"goschFifteenHrMain goschThreeHrMain goschTwentyoneHrMain obermoser3BaselineVSpoint5All obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVStwentyFourAll",1,"goschFifteenHrMain",0,0,3,4,0,0,0,0,2,1
"17883","TEK",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17884","SNORD42B",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17885","LOC101927579",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17886","CXXC4",5,"goschFifteenHrMain goschNineHrMain goschThreeHrMain goschTwelveHrMain obermoser3BaselineVStwentyEightAll",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,1,0,0,0,0,2,1
"17887","C21orf15",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17888","LINC00202",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17889","REEP1",3,"obermoser1BaseVStenALL obermoser3BaselineVSpoint5All obermoser3BaselineVStenAll",0,"",0,0,0,3,0,0,0,0,1,0
"17890","CCDC183-AS1",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17891","AC074138",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17892","AP3B2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17893","LPAR4",3,"obermoser3BaselineVSoneAll obermoser3BaselineVSpoint5All obermoser4BaselineVSone",0,"",0,0,0,3,0,0,0,0,1,0
"17894","LOC101060400",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17895","TTLL13",2,"goschNineHrMain goschTwentyoneHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"17896","PSCA",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17897","RCAN2",2,"obermoser3BaselineVSpoint5All obermoser3BaselineVSzeroAll",0,"",0,0,0,2,0,0,0,0,1,0
"17898","LOC100996668",3,"goschFifteenHrMain goschSixHrMain goschTwentyoneHrMain",1,"goschFifteenHrMain",0,0,3,0,0,0,0,0,1,1
"17899","MIR571",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17900","LOC101928876",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17901","CLCN2",2,"goschFifteenHrMain obermoser3BaselineVStenAll",0,"",0,0,1,1,0,0,0,0,2,0
"17902","FLJ38668",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17903","TTTY10",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17904","LOC101930644",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17905","LOC101928870",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"17906","PLA2G2D",3,"obermoser1BaseVSsevenALL obermoser3BaselineVStenAll obermoser4BaselineVSone",0,"",0,0,0,3,0,0,0,0,1,0
"17907","SCN4B",1,"obermoser1BaseVSzeroALL",0,"",0,0,0,1,0,0,0,0,1,0
"17908","CDKL3",2,"obermoser1BaseVSoneALL obermoser1BaseVSsevenALL",0,"",0,0,0,2,0,0,0,0,1,0
"17909","EHD2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17910","LOC102724336",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17911","TLR8-AS1",2,"goschNineHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17912","HESX1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17913","MIR25",3,"goschFifteenHrMain goschSixHrMain goschTwelveHrMain",3,"goschFifteenHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"17914","MAP3K15",4,"goschFifteenHrMain obermoser4BaselineVSfortyEightAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll",0,"",0,0,1,3,0,0,0,0,2,0
"17915","SNORA1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17916","LOC100130938",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschFifteenHrMain goschNineHrMain",0,0,4,0,0,0,0,0,1,1
"17917","LOC102724883",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"17918","FAM132B",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"17919","LOC101928102",2,"goschFifteenHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17920","CCRN4L",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17921","MIR6075",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17922","RP5-1033H22",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17923","RP11-290F20",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17924","RASD1",9,"goschNineHrMain goschSixHrMain obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",3,"goschNineHrMain goschSixHrMain obermoser4BaselineVSfifteenAll",0,0,2,7,0,0,0,0,2,2
"17925","C1QTNF3-AMACR",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17926","X6-Sep",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17927","ANKRD34A",1,"larocca",0,"",0,0,0,0,0,0,1,0,1,0
"17928","BMP3",5,"obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL",0,"",0,0,0,5,0,0,0,0,1,0
"17929","LOC728024",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17930","SNORD83B",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17931","L1TD1",1,"obermoser3BaselineVStenAll",0,"",0,0,0,1,0,0,0,0,1,0
"17932","POTEE",1,"larocca",0,"",0,0,0,0,0,0,1,0,1,0
"17933","LOC101928530",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17934","LOC102723666",2,"goschThreeHrMain goschTwentyoneHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"17935","LOC100131532",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"17936","SNORA50",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17937","SEPP1",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17938","PDE8B",3,"goschTwelveHrMain obermoser3BaselineVSsevenAll obermoser4BaselineVStwelveAll",1,"goschTwelveHrMain",0,0,1,2,0,0,0,0,2,1
"17939","CTRC",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17940","FUNDC2P2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17941","ERG",4,"obermoser1BaseVStenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSone obermoser4BaselineVStwentyFourAll",0,"",0,0,0,4,0,0,0,0,1,0
"17942","LOC400655",0,"",0,"",0,0,0,0,0,0,0,0,0,0
