"","Symbol","P_counts","P_study_names","AdjP_counts","AdjP_study_names","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","karlovich","P_value_study_count","AdjP_value_study_count"
"17943","LEP",5,"goschNineHrMain obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",1,"obermoser4BaselineVSfifteenAll",0,0,1,4,0,0,0,0,2,1
"17944","LOC101927376",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17945","RNU6",2,"goschSixHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17946","LOC101059976",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17947","NFATC4",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17948","ANKRD18DP",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17949","LIF",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17950","LOC101928527",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17951","FLJ20464",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"17952","LOC100129722",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,5,0,0,0,0,0,1,1
"17953","LOC102724594",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17954","AZI1",2,"goschFifteenHrMain goschTwentyoneHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"17955","MIR3916",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17956","FAM110C",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"17957","PCDHGC3",2,"obermoser4BaselineVSone rusch",0,"",0,0,0,1,0,1,0,0,2,0
"17958","INADL",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"17959","C1orf226",2,"goschNineHrMain goschSixHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"17960","PLEKHG7",7,"goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",1,"obermoser4BaselineVSfifteenAll",0,0,2,5,0,0,0,0,2,1
"17961","LOC101927910",2,"goschSixHrMain goschTwentyoneHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"17962","ARMC9",1,"obermoser1BaseVStwentyEightALL",0,"",0,0,0,1,0,0,0,0,1,0
"17963","SUGCT",2,"obermoser3BaselineVSthreeAll obermoser3BaselineVSzeroAll",0,"",0,0,0,2,0,0,0,0,1,0
"17964","LOC646976",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17965","MAPK8IP2",2,"goschSixHrMain obermoser3BaselineVSsevenAll",0,"",0,0,1,1,0,0,0,0,2,0
"17966","USP32P1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17967","USP6NL-IT1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17968","LINC00885",2,"goschNineHrMain goschSixHrMain",1,"goschSixHrMain",0,0,2,0,0,0,0,0,1,1
"17969","LOC102723894",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17970","CHSY3",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17971","HEPH",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17972","CCDC81",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17973","LOC100506100",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17974","ALDH1L2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17975","ENPP7",2,"goschFifteenHrMain obermoser1BaseVStwentyOneALL",0,"",0,0,1,1,0,0,0,0,2,0
"17976","LOC101928422",2,"goschNineHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17977","CENPA",3,"obermoser1BaseVSsevenALL obermoser3BaselineVSsevenAll obermoser4BaselineVSnineAll",0,"",0,0,0,3,0,0,0,0,1,0
"17978","LOC100335030",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17979","LOC100506634",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,0,1,1
"17980","AC007880",2,"goschNineHrMain goschSixHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"17981","LOC102723643",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17982","SERPINI2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17983","SNORA5B",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17984","TLN2",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"17985","MIR185",2,"goschTwelveHrMain goschTwentyoneHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"17986","PITRM1-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17987","SUGT1P1",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"17988","IL10RB-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17989","MIR4712",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17990","AKAP2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17991","TMEM56-RWDD3",2,"goschFifteenHrMain goschNineHrMain",2,"goschFifteenHrMain goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"17992","HIST1H1A",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17993","AHCTF1P1",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"17994","LOC101928474",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"17995","RP11-333A23",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17996","LOC441528",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17997","ST7-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"17998","LOC101928576",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"17999","LOC101928238",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18000","PPARGC1A",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18001","LOC100379224",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18002","LOC102724685",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18003","LOC102724064",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18004","KRT79",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18005","SNORA10",1,"obermoser1BaseVStwentyOneALL",0,"",0,0,0,1,0,0,0,0,1,0
"18006","CRYGN",3,"goschFifteenHrMain goschNineHrMain goschSixHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,0,1,1
"18007","LOC101929950",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18008","MAOB",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18009","TRHDE",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18010","NYNRIN",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18011","SNORD124",1,"goschNineHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18012","MAP7D2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18013","RNF150",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18014","CYP21A1P",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18015","LOC101929787",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18016","MYT1L",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18017","LOC102724060",2,"goschSixHrMain goschTwelveHrMain",1,"goschSixHrMain",0,0,2,0,0,0,0,0,1,1
"18018","MIR548J",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18019","SNORD45C",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18020","LOC100996246",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"18021","C16orf96",2,"obermoser3BaselineVSzeroAll obermoser4BaselineVSfifteenAll",1,"obermoser4BaselineVSfifteenAll",0,0,0,2,0,0,0,0,1,1
"18022","CSDC2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18023","ZFX-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18024","ANKRD20A4",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18025","LOC101929112",1,"goschFifteenHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18026","TFCP2L1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18027","LOC101927613",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"18028","ADCK3",1,"larocca",0,"",0,0,0,0,0,0,1,0,1,0
"18029","CRLF2",1,"obermoser4BaselineVSfortyEightAll",0,"",0,0,0,1,0,0,0,0,1,0
"18030","TMEM253",4,"obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll",1,"obermoser4BaselineVSnineAll",0,0,0,4,0,0,0,0,1,1
"18031","LOC100289098",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18032","ZNF215",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18033","OVOS",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18034","CPNE4",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18035","LOC102723839",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18036","SKOR1",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18037","RP11-346I3",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18038","UTS2R",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18039","LOC101060398",3,"goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",1,"goschNineHrMain",0,0,3,0,0,0,0,0,1,1
"18040","SPATA9",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18041","X8-Mar",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"18042","INTU",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18043","SORBS2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18044","SNORD16",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll",0,"",0,0,0,2,0,0,0,0,1,0
"18045","BCL2L14",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18046","DLC1",4,"goschNineHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone",1,"obermoser4BaselineVSfifteenAll",0,0,1,3,0,0,0,0,2,1
"18047","FLJ38576",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18048","RNU6-82P",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18049","LOC101927432",2,"goschSixHrMain goschTwelveHrMain",1,"goschSixHrMain",0,0,2,0,0,0,0,0,1,1
"18050","MECOM",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18051","EPHA2",2,"goschSixHrMain larocca",1,"goschSixHrMain",0,0,1,0,0,0,1,0,2,1
"18052","NDUFAF4P1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18053","NXN",4,"goschFifteenHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",2,"goschFifteenHrMain goschSixHrMain",0,0,4,0,0,0,0,0,1,1
"18054","PCDH8",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18055","C5orf20",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18056","MRPL42P5",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",1,"obermoser4BaselineVSfifteenAll",0,0,0,2,0,0,0,0,1,1
"18057","GUCY1B2",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18058","ZBTB7C",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18059","DOC2B",2,"goschTwelveHrMain goschTwentyoneHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18060","LOC646278",2,"goschNineHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18061","LILRP2",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18062","MIR499B",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18063","A4GALT",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18064","FAM225A",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18065","NTSR1",2,"goschFifteenHrMain obermoser1BaseVSoneALL",0,"",0,0,1,1,0,0,0,0,2,0
"18066","TRPC3",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18067","LOC101927339",2,"goschNineHrMain goschTwentyoneHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"18068","PNMAL1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18069","PCDHGA10",4,"obermoser3BaselineVSsevenAll obermoser3BaselineVSthreeAll obermoser3BaselineVStwentyEightAll obermoser3BaselineVSzeroAll",0,"",0,0,0,4,0,0,0,0,1,0
"18070","LOC101929733",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18071","LOC102723823",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18072","LOC101059954",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18073","ZNF521",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18074","TMEM132E",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18075","LOC101927941",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18076","LOC257396",3,"goschNineHrMain goschSixHrMain larocca",1,"goschNineHrMain",0,0,2,0,0,0,1,0,2,1
"18077","ZNF571-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18078","PRC1-AS1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18079","C2orf48",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18080","MIR6840",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18081","LOC653653",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18082","CERS3",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18083","LCN8",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18084","TBC1D3",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18085","CCDC64",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"18086","BUB1B",3,"goschNineHrMain goschSixHrMain larocca",1,"goschNineHrMain",0,0,2,0,0,0,1,0,2,1
"18087","LOC100128905",2,"goschNineHrMain goschSixHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"18088","LOC102723398",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18089","LOC102723446",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18090","KCNA5",3,"goschNineHrMain goschSixHrMain obermoser3BaselineVSpoint5All",1,"goschSixHrMain",0,0,2,1,0,0,0,0,2,1
"18091","CYP27B1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18092","LOC101928427",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18093","PLGLB1",1,"larocca",0,"",0,0,0,0,0,0,1,0,1,0
"18094","LOC101929385",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"18095","DMD",11,"obermoser1BaseVSzeroALL obermoser2BaselineVSzeroAll obermoser3BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,0,0,11,0,0,0,0,1,1
"18096","KLHDC7A",4,"obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVSzeroAll",0,"",0,0,0,4,0,0,0,0,1,0
"18097","SNORA71A",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18098","LOC101929447",2,"goschNineHrMain goschSixHrMain",2,"goschNineHrMain goschSixHrMain",0,0,2,0,0,0,0,0,1,1
"18099","UNQ6494",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18100","SNORD9",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18101","LOC102724501",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18102","EFHB",1,"obermoser1BaseVStwentyEightALL",0,"",0,0,0,1,0,0,0,0,1,0
"18103","LOC102724233",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18104","SNORD1A",2,"goschFifteenHrMain goschTwelveHrMain",2,"goschFifteenHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18105","SH3PXD2B",2,"goschNineHrMain goschSixHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"18106","DCSTAMP",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18107","TMEM254-AS1",2,"goschFifteenHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18108","SOGA2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18109","LOC101929796",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18110","SPC25",4,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"18111","SNORD48",1,"obermoser1BaseVSoneALL",0,"",0,0,0,1,0,0,0,0,1,0
"18112","DUOX2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18113","LOC102724697",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18114","ID1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18115","LOC101060351",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18116","LOC100294362",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18117","KCNJ10",1,"obermoser4BaselineVStwelveAll",0,"",0,0,0,1,0,0,0,0,1,0
"18118","LOX",1,"goschNineHrMain",1,"goschNineHrMain",0,0,1,0,0,0,0,0,1,1
"18119","LOC100128882",2,"goschFifteenHrMain goschNineHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"18120","LOC101927775",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18121","MIR3619",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18122","LINC00593",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18123","MIRLET7I",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18124","SNORD13",6,"goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVStenALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSpoint5All obermoser3BaselineVSthreeAll",1,"goschTwelveHrMain",0,0,1,5,0,0,0,0,2,1
"18125","LOC441455",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"18126","KBTBD12",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"18127","LOC100132249",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18128","GPT",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18129","ZNF497",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18130","HERC2P4",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18131","LOC101927147",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18132","FAM64A",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18133","SNORD12B",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"18134","CPXM1",1,"goschTwelveHrMain",1,"goschTwelveHrMain",0,0,1,0,0,0,0,0,1,1
"18135","PLSCR2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18136","LOC554223",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18137","LOC102724797",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18138","LOC101927733",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18139","LOC101927993",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18140","SNORD95",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18141","ADAMTS2",2,"goschThreeHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18142","LINC00304",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18143","PRKD1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18144","MIR3198",1,"larocca",0,"",0,0,0,0,0,0,1,0,1,0
"18145","C1orf87",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18146","LDHC",3,"obermoser4BaselineVSfortyEightAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll",0,"",0,0,0,3,0,0,0,0,1,0
"18147","MAP2K4P1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18148","LOC440386",2,"goschNineHrMain goschTwelveHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"18149","STPG2",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18150","LOC101927932",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18151","TPSB2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18152","LINC00950",2,"goschNineHrMain goschTwelveHrMain",1,"goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18153","LINC00487",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18154","CFB",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18155","MIR4784",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18156","LOC441666",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18157","SCIN",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18158","HIST1H2BB",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18159","MIR6769A",3,"goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain",0,"",0,0,3,0,0,0,0,0,1,0
"18160","MMP19",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18161","LOC102723697",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18162","RP5-1142A6",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"18163","MGC57346",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18164","CPLX1",1,"goschThreeHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18165","LOC101929264",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18166","LOC101929986",2,"goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,2,0,0,0,0,0,1,1
"18167","LOC100288102",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18168","PTGFR",1,"obermoser3BaselineVSpoint5All",0,"",0,0,0,1,0,0,0,0,1,0
"18169","DQX1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18170","LOC101928617",1,"goschSixHrMain",1,"goschSixHrMain",0,0,1,0,0,0,0,0,1,1
"18171","ANKRD20A9P",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18172","ELK2AP",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18173","RNF17",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18174","STOX1",1,"goschSixHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18175","WAPAL",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"18176","LOC102724335",2,"goschNineHrMain goschSixHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"18177","C10orf91",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18178","FGF2",6,"obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyOneALL obermoser1BaseVSzeroALL obermoser2BaselineVSsevenAll obermoser4BaselineVSthreeAll",0,"",0,0,0,6,0,0,0,0,1,0
"18179","LOC644794",2,"goschFifteenHrMain goschTwentyoneHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"18180","LOC101928633",1,"goschTwelveHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18181","MIA",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18182","FZD7",6,"obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",2,"obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,0,0,6,0,0,0,0,1,1
"18183","LOC102723345",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18184","SH3D19",1,"goschSixHrMain",1,"goschSixHrMain",0,0,1,0,0,0,0,0,1,1
"18185","FAM71F2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18186","USP43",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18187","NCRNA00185",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18188","NHLH1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18189","RP11-760N9",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18190","LOC729737",6,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,3,0,0,0,0,2,1
"18191","HFM1",2,"goschNineHrMain goschTwelveHrMain",0,"",0,0,2,0,0,0,0,0,1,0
"18192","CHD5",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18193","LOC441493",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18194","MIR29B2",2,"goschNineHrMain goschTwelveHrMain",1,"goschNineHrMain",0,0,2,0,0,0,0,0,1,1
"18195","GPR1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18196","SNX7",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"18197","TCTE1",1,"goschTwentyoneHrMain",0,"",0,0,1,0,0,0,0,0,1,0
"18198","SLMO1",0,"",0,"",0,0,0,0,0,0,0,0,0,0
