"","Symbol","Score","Filters","gomez","gosch","meaburn1","meaburn2","obermoser1","obermoser2","obermoser3","obermoser4","dusek","rusch","larocca","karlovich1","karlovich2","Studies"
"15263","C1orf213",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15264","C1orf226",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15265","C1orf233",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15266","C1orf63",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15267","C1orf85",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15268","C1orf86",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15269","C1orf87",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15270","C1QC",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15271","C1QTNF3-AMACR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15272","C1QTNF4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15273","C1S",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15274","C2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15275","C20orf112",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15276","C20orf195",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15277","C20orf203",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15278","C21orf119",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15279","C21orf128",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15280","C21orf15",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15281","C21orf49",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15282","C21orf67",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15283","C21orf90",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15284","C22orf26",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15285","C22orf43",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15286","C2orf27A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15287","C2orf43",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15288","C2orf44",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15289","C2orf48",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15290","C2orf61",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15291","C2orf62",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15292","C2orf74",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15293","C2orf81",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15294","C2orf82",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15295","C3orf17",2,"gosch.rs larocca.rs",0,1,0,0,0,0,0,0,0,0,1,0,0,2
"15296","C3orf20",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15297","C3orf33",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15298","C4A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15299","C4B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15300","C4orf21",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15301","C4orf27",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15302","C4orf29",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15303","C4orf50",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15304","C5orf20",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15305","C5orf28",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15306","C5orf54",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15307","C5orf55",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15308","C6orf164",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15309","C6orf211",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15310","C6orf229",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15311","C6orf52",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15312","C6orf57",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15313","C7orf13",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15314","C7orf25",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15315","C7orf55",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15316","C7orf60",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15317","C7orf61",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15318","C8orf44",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15319","C8orf46",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15320","C8orf88",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15321","C9orf114",2,"gosch.rs larocca.rs",0,1,0,0,0,0,0,0,0,0,1,0,0,2
"15322","C9orf135",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15323","C9orf156",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"15324","C9orf163",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15325","C9orf172",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15326","C9orf37",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15327","C9orf41",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"15328","C9orf43",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15329","C9orf47",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15330","C9orf89",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15331","C9orf9",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15332","C9orf91",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15333","C9orf96",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15334","CABLES1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15335","CACNA1C-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15336","CACNG6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15337","CACTIN-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15338","CADM2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15339","CADM4",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"15340","CALML4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15341","CALML6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15342","CALY",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15343","CAMSAP3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15344","CAPN11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15345","CAPN14",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15346","CAPNS2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15347","CARKD",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"15348","CASC5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15349","CASKIN2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15350","CASQ1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15351","CATSPER3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15352","CATSPERB",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15353","CBLN3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15354","CBWD6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15355","CBX2",2,"meaburn2.rs karlovich1.rs",0,0,0,1,0,0,0,0,0,0,0,1,0,2
"15356","CCBL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15357","CCBL2",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"15358","CCDC101",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15359","CCDC103",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"15360","CCDC104",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15361","CCDC109B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15362","CCDC11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15363","CCDC114",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15364","CCDC13",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"15365","CCDC132",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15366","CCDC135",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15367","CCDC144NL",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15368","CCDC147",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15369","CCDC147-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15370","CCDC150",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15371","CCDC163P",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15372","CCDC175",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15373","CCDC176",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15374","CCDC183",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15375","CCDC183-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15376","CCDC19",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15377","CCDC23",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15378","CCDC3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15379","CCDC41",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15380","CCDC41-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15381","CCDC64",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15382","CCDC64B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15383","CCDC68",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15384","CCDC71",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15385","CCDC78",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15386","CCDC81",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"15387","CCDC89",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15388","CCER2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15389","CCL4L1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15390","CCNA1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15391","CCNB3",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"15392","CCR6",2,"obermoser2.rs obermoser4.rs",0,0,0,0,0,1,0,1,0,0,0,0,0,1
"15393","CCRN4L",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15394","CD109",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15395","CD163L1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15396","CD209",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15397","CD34",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15398","CD68",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15399","CD80",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15400","CD97",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15401","CDC25A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15402","CDC25C",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15403","CDC42EP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15404","CDC45",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15405","CDCA2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15406","CDCP1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"15407","CDH1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15408","CDH24",2,"dusek.rs rusch.rs",0,0,0,0,0,0,0,0,1,1,0,0,0,2
"15409","CDH4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15410","CDHR1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15411","CDHR5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15412","CDK15",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15413","CDKL3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15414","CDKN2B-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15415","CDNF",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15416","CDON",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"15417","CDR2L",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15418","CDS1",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"15419","CEACAM22P",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15420","CEBPZ-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15421","CECR2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15422","CEL",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15423","CELF3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15424","CELF6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15425","CEMP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15426","CENPA",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15427","CENPI",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15428","CEP112",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15429","CEP170B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15430","CERS3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15431","CFB",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15432","CGN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15433","CHAD",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"15434","CHD5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15435","CHDH",2,"meaburn1.rs karlovich1.rs",0,0,1,0,0,0,0,0,0,0,0,1,0,2
"15436","CHKB",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"15437","CHKB-CPT1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15438","CHL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15439","CHRFAM7A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15440","CHRNA2",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"15441","CHRNA5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15442","CHSY3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15443","CHTF8",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"15444","CIDEB",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"15445","CILP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15446","CIRH1A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15447","CIT",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"15448","CKAP2L",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15449","CLCN2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15450","CLEC18B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15451","CLEC18C",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15452","CLEC3B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15453","CLEC4G",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15454","CMC4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15455","CMYA5",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"15456","CNGA4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15457","CNIH2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15458","CNKSR3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15459","CNR1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"15460","COL10A1",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"15461","COL11A2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15462","COL15A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15463","COL23A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15464","COL24A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15465","COL26A1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"15466","COL27A1",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"15467","COL4A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15468","COL4A2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15469","COL5A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15470","COL5A2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15471","COL5A3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15472","COL7A1",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"15473","COLCA1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15474","COLEC12",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"15475","CORIN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15476","CORO2B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15477","CPEB1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15478","CPEB2-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15479","CPLX1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15480","CPNE4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15481","CPNE9",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15482","CPT1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15483","CPXM1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15484","CRABP2",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"15485","CRAMP1L",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15486","CRB2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15487","CRHBP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15488","CRIPAK",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15489","CRLF2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15490","CRYGN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15491","CRYM-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15492","CSDC2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15493","CSMD1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15494","CSNK2A3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15495","CSRP2BP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15496","CSTF3-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15497","CTB-118N6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15498","CTD-2258A20",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15499","CTGF",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15500","CTGLF12P",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15501","CTRC",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15502","CTRL",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"15503","CUX2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15504","CXCL2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15505","CXCL9",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15506","CXCR5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15507","CXorf65",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15508","CXorf67",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15509","CXXC11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15510","CXXC4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15511","CYB5D1",2,"meaburn2.rs karlovich2.rs",0,0,0,1,0,0,0,0,0,0,0,0,1,2
"15512","CYP21A1P",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15513","CYP21A2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15514","CYP26B1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15515","CYP26C1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15516","CYP27B1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15517","CYP2B7P",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"15518","CYP2D7P",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15519","CYP2E1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15520","CYP46A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15521","CYP4F35P",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"15522","CYP51A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15523","CYP7B1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15524","CYYR1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15525","DAAM2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15526","DAB1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15527","DAB2IP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15528","DAK",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15529","DARC",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15530","DBNDD2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15531","DCAF13P3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15532","DCLK2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15533","DCN",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"15534","DCST1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15535","DCST2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15536","DCSTAMP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15537","DDAH1",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"15538","DDR2",2,"dusek.rs karlovich2.rs",0,0,0,0,0,0,0,0,1,0,0,0,1,2
"15539","DDT",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15540","DDX11L1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15541","DDX11L5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15542","DDX11L9",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15543","DDX26B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15544","DDX3Y",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15545","DEPDC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15546","DEPDC1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15547","DEPDC4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15548","DERL3",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"15549","DES",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15550","DFNB31",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15551","DGKI",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15552","DGKK",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15553","DHFRL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15554","DHRS4L1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15555","DIAPH3",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"15556","DIP2A-IT1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15557","DIRAS1",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"15558","DISP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15559","DKFZP434I0714",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15560","DKFZP586I1420",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15561","DKFZp667F0711",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15562","DLC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15563","DLEU2L",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15564","DLEU7-AS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15565","DLG2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15566","DLG4",3,"gosch.rs meaburn1.rs larocca.rs",0,1,1,0,0,0,0,0,0,0,1,0,0,3
"15567","DLGAP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15568","DLGAP3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15569","DLX4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15570","DMC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15571","DMD",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15572","DNAH10",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15573","DNAH12",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15574","DNAH2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15575","DNAH7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15576","DNAH8",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15577","DNAJC28",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15578","DNASE1L2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15579","DND1",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"15580","DNLZ",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15581","DNM1P35",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15582","DNM1P46",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
