"","Symbol","Score","Filters","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","Study_counts"
"4308","SNRPB2",6,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp obermoser1.rp obermoser3.rp",0,0,0,6,0,0,0,1
"4309","MGME1",6,"gomez.sd gosch.vp obermoser4.vp gomez.rp meaburn1.rp rusch.rp",2,1,1,1,0,1,0,5
"4310","TBC1D20",8,"gomez.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp obermoser2.rp obermoser4.rp rusch.rp",1,0,0,4,1,2,0,4
"4311","ITPA",5,"meaburn1.vp meaburn2.vp obermoser3.vp meaburn1.rp meaburn2.rp",0,4,0,1,0,0,0,2
"4312","MCM8",10,"meaburn2.sd meaburn1.vp obermoser1.vp obermoser3.vp dusek.vp meaburn1.rp meaburn2.rp obermoser3.rp dusek.rp rusch.rp",0,4,0,3,2,1,0,4
"4313","FAM110A",7,"gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser2.rp",0,1,1,5,0,0,0,3
"4314","SIRPD",10,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,1,0,8,0,1,0,3
"4315","MRPS26",6,"meaburn2.vp obermoser3.vp dusek.vp meaburn2.rp obermoser1.rp dusek.rp",0,2,0,2,2,0,0,3
"4316","S1PR4",5,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser3.rp",1,0,0,4,0,0,0,2
"4317","NCLN",4,"meaburn2.vp dusek.vp meaburn2.rp dusek.rp",0,2,0,0,2,0,0,2
"4318","HNRNPR",12,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",0,2,0,7,2,1,0,4
"4319","ZNF436",2,"meaburn2.vp meaburn2.rp",0,2,0,0,0,0,0,1
"4320","MAX",13,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp larocca.vp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",1,0,1,8,1,1,1,6
"4321","ARMCX5",0,"",0,0,0,0,0,0,0,0
"4322","MMP24",1,"rusch.rp",0,0,0,0,0,1,0,1
"4323","NECAB3",1,"meaburn2.rp",0,1,0,0,0,0,0,1
"4324","RALY",4,"obermoser3.vp dusek.vp obermoser3.rp dusek.rp",0,0,0,2,2,0,0,2
"4325","DYNLRB1",7,"meaburn2.vp obermoser1.vp obermoser4.vp dusek.vp meaburn2.rp obermoser1.rp dusek.rp",0,2,0,3,2,0,0,3
"4326","EIF2S2",6,"gomez.vp meaburn1.vp dusek.vp meaburn1.rp dusek.rp rusch.rp",1,2,0,0,2,1,0,4
"4327","ERGIC3",8,"meaburn1.vp obermoser1.vp dusek.vp rusch.vp meaburn2.rp obermoser1.rp dusek.rp rusch.rp",0,2,0,2,2,2,0,4
"4328","ROMO1",2,"obermoser1.vp meaburn1.rp",0,1,0,1,0,0,0,2
"4329","CEP250",4,"gosch.vp obermoser2.vp meaburn1.rp rusch.rp",0,1,1,1,0,1,0,4
"4330","PLAGL2",4,"meaburn2.vp obermoser2.vp rusch.vp obermoser1.rp",0,1,0,2,0,1,0,3
"4331","MMP24-AS1",2,"gosch.vp gosch.rp",0,0,2,0,0,0,0,1
"4332","KDM5C",0,"",0,0,0,0,0,0,0,0
"4333","AMOT",0,"",0,0,0,0,0,0,0,0
"4334","TMEM115",1,"obermoser3.vp",0,0,0,1,0,0,0,1
"4335","PSMB2",9,"gosch.vp meaburn1.vp meaburn2.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,4,1,0,2,2,0,4
"4336","AGO3",2,"meaburn2.rp rusch.rp",0,1,0,0,0,1,0,2
"4337","UROD",9,"gomez.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp obermoser1.rp obermoser4.rp dusek.rp",1,0,0,5,2,1,0,4
"4338","ST3GAL3",8,"obermoser1.vp obermoser4.vp dusek.vp larocca.vp obermoser1.rp obermoser4.rp dusek.rp rusch.rp",0,0,0,4,2,1,1,4
"4339","TMEM53",1,"meaburn1.vp",0,1,0,0,0,0,0,1
"4340","HECTD3",2,"obermoser1.vp obermoser2.rp",0,0,0,2,0,0,0,1
"4341","KLC1",5,"dusek.vp rusch.vp meaburn1.rp dusek.rp rusch.rp",0,1,0,0,2,2,0,3
"4342","XRCC3",1,"gosch.vp",0,0,1,0,0,0,0,1
"4343","TUBGCP3",7,"gomez.vp meaburn1.vp meaburn2.vp dusek.vp meaburn2.rp dusek.rp rusch.rp",1,3,0,0,2,1,0,4
"4344","MCF2L",5,"gosch.vp dusek.vp gosch.rp dusek.rp larocca.rp",0,0,2,0,2,0,1,3
"4345","PCID2",10,"obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",0,1,0,6,2,1,0,4
"4346","LRFN3",6,"meaburn1.vp obermoser1.vp gosch.rp meaburn1.rp obermoser1.rp obermoser4.rp",0,2,1,3,0,0,0,3
"4347","IGFLR1",12,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",1,4,0,7,0,0,0,3
"4348","CAPNS1",7,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp rusch.vp obermoser3.rp rusch.rp",0,0,1,4,0,2,0,3
"4349","PDCD2L",0,"",0,0,0,0,0,0,0,0
"4350","RBM42",6,"obermoser3.vp obermoser4.vp dusek.vp obermoser3.rp obermoser4.rp dusek.rp",0,0,0,4,2,0,0,2
"4351","UBA2",4,"meaburn2.vp dusek.vp meaburn2.rp dusek.rp",0,2,0,0,2,0,0,2
"4352","FFAR2",16,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",1,2,2,7,2,2,0,6
"4353","HCST",12,"gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp",1,2,0,7,2,0,0,4
"4354","COX6B1",8,"gosch.vp meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gosch.rp dusek.rp",0,1,2,3,2,0,0,4
"4355","THRA",5,"dusek.vp rusch.vp larocca.vp dusek.rp rusch.rp",0,0,0,0,2,2,1,3
"4356","CCR7",14,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,7,1,1,1,7
"4357","NR1D1",2,"meaburn2.vp obermoser4.rp",0,1,0,1,0,0,0,2
"4358","FRMD8",5,"meaburn1.vp meaburn2.vp dusek.vp dusek.rp rusch.rp",0,2,0,0,2,1,0,3
"4359","PRDX5",21,"meaburn2.sd obermoser2.sd obermoser4.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",2,3,2,10,2,2,0,6
"4360","BCL2L12",0,"",0,0,0,0,0,0,0,0
"4361","IRF3",8,"gomez.vp obermoser1.vp obermoser2.vp rusch.vp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp",1,0,0,5,1,1,0,4
"4362","PRMT1",6,"obermoser1.vp dusek.vp meaburn1.rp obermoser1.rp obermoser3.rp dusek.rp",0,1,0,3,2,0,0,3
"4363","RRAS",9,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp dusek.rp",0,3,0,4,2,0,0,3
"4364","SCAF1",2,"meaburn1.rp rusch.rp",0,1,0,0,0,1,0,2
"4365","PRR12",0,"",0,0,0,0,0,0,0,0
"4366","TSKS",3,"larocca.vp gosch.rp larocca.rp",0,0,1,0,0,0,2,2
"4367","ASL",4,"meaburn2.vp obermoser3.vp dusek.vp dusek.rp",0,1,0,1,2,0,0,3
"4368","SBDS",3,"obermoser2.vp meaburn1.rp obermoser2.rp",0,1,0,2,0,0,0,2
"4369","STAT5A",6,"gomez.vp obermoser2.vp obermoser4.vp meaburn1.rp obermoser2.rp obermoser4.rp",1,1,0,4,0,0,0,3
"4370","BECN1",5,"gosch.vp obermoser4.vp dusek.vp obermoser4.rp dusek.rp",0,0,1,2,2,0,0,3
"4371","TRAP1",4,"meaburn1.vp obermoser2.vp dusek.vp obermoser2.rp",0,1,0,2,1,0,0,3
"4372","NSRP1",4,"meaburn2.vp obermoser3.vp obermoser3.rp rusch.rp",0,1,0,2,0,1,0,3
"4373","DNAJC8",7,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser1.rp",0,2,0,5,0,0,0,2
"4374","AHDC1",2,"larocca.vp rusch.rp",0,0,0,0,0,1,1,2
"4375","IFI6",19,"gomez.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",3,4,2,8,0,0,2,5
"4376","ZNF384",3,"obermoser2.vp dusek.vp dusek.rp",0,0,0,1,2,0,0,2
"4377","EMG1",7,"meaburn1.sd meaburn2.vp obermoser1.vp obermoser3.vp meaburn1.rp obermoser1.rp dusek.rp",0,3,0,3,1,0,0,3
"4378","UXT",6,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp obermoser1.rp dusek.rp",0,0,0,5,1,0,0,2
"4379","CFP",13,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",0,2,0,8,2,1,0,4
"4380","ELK1",4,"dusek.vp rusch.vp gomez.rp dusek.rp",1,0,0,0,2,1,0,3
"4381","TIMM17B",1,"dusek.vp",0,0,0,0,1,0,0,1
"4382","PCNX4",4,"obermoser1.vp dusek.vp meaburn1.rp obermoser1.rp",0,1,0,2,1,0,0,3
"4383","ATG14",4,"meaburn2.vp dusek.vp dusek.rp rusch.rp",0,1,0,0,2,1,0,3
"4384","KTN1",7,"obermoser1.vp obermoser2.vp obermoser4.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,0,7,0,0,0,1
"4385","DLGAP5",5,"gosch.vp gosch.rp meaburn1.rp meaburn2.rp larocca.rp",0,2,2,0,0,0,1,3
"4386","L3HYPDH",2,"gomez.vp gomez.rp",2,0,0,0,0,0,0,1
"4387","ZBTB1",7,"gomez.vp meaburn1.vp meaburn2.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",1,4,0,0,1,1,0,4
"4388","TRMT5",4,"obermoser3.vp dusek.vp meaburn2.rp dusek.rp",0,1,0,1,2,0,0,3
"4389","SGPP1",5,"meaburn2.vp obermoser4.vp dusek.vp meaburn1.rp obermoser4.rp",0,2,0,2,1,0,0,3
"4390","PLEKHG3",8,"meaburn1.sd obermoser1.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp dusek.rp rusch.rp",0,3,0,2,2,1,0,4
"4391","PZP",1,"gomez.rp",1,0,0,0,0,0,0,1
"4392","RHOT1",10,"meaburn2.sd gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,3,1,4,1,1,0,5
"4393","EVI2A",9,"gomez.vp obermoser1.vp obermoser2.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",1,1,0,7,0,0,0,3
"4394","OMG",0,"",0,0,0,0,0,0,0,0
"4395","WDR60",0,"",0,0,0,0,0,0,0,0
"4396","FAM78A",3,"dusek.vp obermoser2.rp dusek.rp",0,0,0,1,2,0,0,2
"4397","NUP214",7,"gomez.vp obermoser2.vp obermoser3.vp rusch.vp obermoser1.rp obermoser2.rp obermoser3.rp",1,0,0,5,0,1,0,3
"4398","SLC10A3",1,"obermoser3.vp",0,0,0,1,0,0,0,1
"4399","MAP2K2",13,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",1,0,2,8,2,0,0,4
"4400","HNRNPH2",2,"obermoser1.vp meaburn2.rp",0,1,0,1,0,0,0,2
"4401","ARMCX1",2,"obermoser2.vp obermoser4.vp",0,0,0,2,0,0,0,1
"4402","TIMM8A",4,"meaburn1.sd meaburn1.vp dusek.vp meaburn1.rp",0,3,0,0,1,0,0,2
"4403","ZC4H2",1,"meaburn2.vp",0,1,0,0,0,0,0,1
"4404","CANX",8,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp obermoser1.rp obermoser3.rp",0,0,1,6,0,1,0,3
"4405","CPSF3L",0,"",0,0,0,0,0,0,0,0
"4406","IPPK",3,"meaburn2.vp meaburn2.rp obermoser2.rp",0,2,0,1,0,0,0,2
"4407","ZNF484",2,"obermoser2.vp obermoser2.rp",0,0,0,2,0,0,0,1
"4408","FGD3",4,"obermoser1.vp obermoser2.vp obermoser3.vp dusek.rp",0,0,0,3,1,0,0,2
"4409","HIVEP3",10,"meaburn1.vp meaburn2.vp dusek.vp rusch.vp larocca.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp larocca.rp",0,4,0,0,2,2,2,4
"4410","PPCS",4,"meaburn1.vp obermoser3.vp meaburn1.rp rusch.rp",0,2,0,1,0,1,0,3
"4411","BCL11B",14,"obermoser2.sd gosch.vp meaburn2.vp obermoser2.vp obermoser3.vp dusek.vp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,2,2,7,2,1,0,5
"4412","COX7C",6,"obermoser1.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser3.rp",0,1,0,5,0,0,0,2
"4413","TRAF2",1,"obermoser1.vp",0,0,0,1,0,0,0,1
"4414","ABHD8",1,"gomez.rp",1,0,0,0,0,0,0,1
"4415","ATP13A4",5,"meaburn1.vp meaburn2.vp larocca.vp meaburn1.rp larocca.rp",0,3,0,0,0,0,2,2
"4416","HRASLS",2,"gomez.vp gomez.rp",2,0,0,0,0,0,0,1
"4417","HELB",6,"meaburn2.vp obermoser2.vp meaburn1.rp meaburn2.rp obermoser2.rp obermoser3.rp",0,3,0,3,0,0,0,2
"4418","RAP1B",3,"meaburn2.vp meaburn1.rp meaburn2.rp",0,3,0,0,0,0,0,1
"4419","RAB3IP",16,"obermoser4.sd gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,3,2,8,2,1,0,5
"4420","DYRK2",12,"obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp",0,2,0,6,2,2,0,4
"4421","YEATS4",10,"gosch.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp",0,1,1,6,2,0,0,4
"4422","TAS2R4",0,"",0,0,0,0,0,0,0,0
"4423","LRRC61",2,"gomez.vp gosch.rp",1,0,1,0,0,0,0,2
"4424","IDUA",7,"obermoser1.vp dusek.vp gomez.rp meaburn1.rp obermoser1.rp dusek.rp rusch.rp",1,1,0,2,2,1,0,5
"4425","FGFRL1",5,"obermoser1.vp obermoser3.vp obermoser4.vp larocca.vp rusch.rp",0,0,0,3,0,1,1,3
"4426","TMEM175",1,"dusek.vp",0,0,0,0,1,0,0,1
"4427","PIN1",3,"obermoser2.vp dusek.vp dusek.rp",0,0,0,1,2,0,0,2
"4428","FBXL12",3,"meaburn2.vp dusek.vp dusek.rp",0,1,0,0,2,0,0,2
"4429","EMC1",3,"rusch.vp meaburn1.rp meaburn2.rp",0,2,0,0,0,1,0,2
"4430","UBR4",16,"obermoser3.sd obermoser4.sd meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,4,0,8,2,2,0,4
"4431","HP1BP3",5,"obermoser3.vp dusek.vp obermoser3.rp dusek.rp rusch.rp",0,0,0,2,2,1,0,3
"4432","ADGRE2",21,"meaburn2.sd obermoser2.sd obermoser4.sd gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,0,10,2,1,2,6
"4433","SIN3B",8,"gosch.vp meaburn1.vp meaburn2.vp dusek.vp gosch.rp meaburn1.rp meaburn2.rp obermoser2.rp",0,4,2,1,1,0,0,4
"4434","SLC35E1",9,"dusek.sd meaburn1.vp meaburn2.vp obermoser3.vp dusek.vp meaburn2.rp obermoser3.rp dusek.rp rusch.rp",0,3,0,2,3,1,0,4
"4435","EPS15L1",10,"meaburn1.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp",0,3,0,4,2,1,0,4
"4436","KLF2",10,"meaburn1.sd meaburn1.vp meaburn2.vp obermoser3.vp dusek.vp rusch.vp gomez.rp meaburn1.rp meaburn2.rp dusek.rp",1,5,0,1,2,1,0,5
"4437","OR7C1",0,"",0,0,0,0,0,0,0,0
"4438","F2RL3",4,"gomez.vp obermoser1.vp gosch.rp obermoser1.rp",1,0,1,2,0,0,0,3
"4439","UQCR11",2,"meaburn2.vp meaburn1.rp",0,2,0,0,0,0,0,1
"4440","GFER",3,"dusek.vp dusek.rp rusch.rp",0,0,0,0,2,1,0,2
"4441","SYNGR3",2,"rusch.vp meaburn1.rp",0,1,0,0,0,1,0,2
"4442","PKMYT1",1,"gosch.vp",0,0,1,0,0,0,0,1
"4443","WDR24",0,"",0,0,0,0,0,0,0,0
"4444","FBXL16",1,"obermoser1.rp",0,0,0,1,0,0,0,1
"4445","CHTF18",2,"gosch.vp gosch.rp",0,0,2,0,0,0,0,1
"4446","MACF1",11,"meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp larocca.vp meaburn2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",0,2,0,5,1,1,2,5
"4447","SMARCA4",10,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser3.vp dusek.vp rusch.vp meaburn1.rp dusek.rp rusch.rp",0,3,1,2,2,2,0,5
"4448","KDM4B",9,"dusek.sd meaburn1.vp meaburn2.vp dusek.vp meaburn1.rp meaburn2.rp obermoser2.rp dusek.rp rusch.rp",0,4,0,1,3,1,0,4
"4449","TICAM1",4,"obermoser1.vp obermoser3.vp obermoser1.rp obermoser3.rp",0,0,0,4,0,0,0,1
"4450","METTL25",1,"rusch.rp",0,0,0,0,0,1,0,1
"4451","METTL16",4,"meaburn1.vp meaburn2.vp dusek.vp meaburn1.rp",0,3,0,0,1,0,0,2
"4452","TUBA4A",5,"meaburn1.vp obermoser1.vp gosch.rp meaburn1.rp obermoser1.rp",0,2,1,2,0,0,0,3
"4453","VIL1",5,"gomez.vp gosch.vp obermoser1.vp dusek.vp gomez.rp",2,0,1,1,1,0,0,4
"4454","AAMP",0,"",0,0,0,0,0,0,0,0
"4455","PNKD",11,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,2,0,8,1,0,0,3
"4456","RNF6",2,"meaburn1.vp meaburn1.rp",0,2,0,0,0,0,0,1
"4457","ECHS1",9,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp rusch.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp",0,3,1,4,0,1,0,4
"4458","ZNF835",4,"gomez.rp gosch.rp meaburn2.rp rusch.rp",1,1,1,0,0,1,0,4
"4459","AKAP9",13,"obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,2,0,7,2,2,0,4
"4460","GNG11",13,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp rusch.vp gomez.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,0,0,7,1,2,1,5
"4461","SHFM1",0,"",0,0,0,0,0,0,0,0
"4462","HIP1",19,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,2,8,2,2,1,7
"4463","PTPN12",9,"meaburn2.sd gomez.vp meaburn1.vp obermoser1.vp obermoser3.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp",1,4,0,4,0,0,0,3
"4464","POR",4,"meaburn1.vp obermoser3.vp meaburn1.rp obermoser3.rp",0,2,0,2,0,0,0,2
"4465","FGL2",11,"meaburn1.sd gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser4.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp",0,5,2,4,0,0,0,3
"4466","STYXL1",14,"obermoser4.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp",0,3,0,8,1,2,0,4
"4467","STEAP4",17,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp rusch.rp larocca.rp",1,4,1,6,1,2,2,7
"4468","GNAI1",2,"rusch.vp meaburn1.rp",0,1,0,0,0,1,0,2
"4469","PMS2P3",7,"obermoser1.vp obermoser4.vp dusek.vp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp",0,0,0,5,2,0,0,2
"4470","PEX1",1,"meaburn1.rp",0,1,0,0,0,0,0,1
"4471","MTERF1",3,"dusek.vp meaburn1.rp dusek.rp",0,1,0,0,2,0,0,2
"4472","SGCE",9,"gomez.vp meaburn2.vp obermoser3.vp obermoser4.vp gomez.rp meaburn2.rp obermoser1.rp obermoser3.rp larocca.rp",2,2,0,4,0,0,1,4
"4473","RBM48",7,"meaburn1.vp obermoser3.vp dusek.vp meaburn1.rp obermoser3.rp dusek.rp rusch.rp",0,2,0,2,2,1,0,4
"4474","CASD1",5,"obermoser2.vp dusek.vp rusch.vp meaburn1.rp obermoser2.rp",0,1,0,2,1,1,0,4
"4475","ZNF780B",2,"meaburn2.vp meaburn1.rp",0,2,0,0,0,0,0,1
"4476","LRFN1",1,"gosch.vp",0,0,1,0,0,0,0,1
"4477","ZFP36",5,"obermoser1.vp obermoser2.vp obermoser4.vp meaburn1.rp obermoser4.rp",0,1,0,4,0,0,0,2
"4478","SRD5A3",11,"gosch.vp meaburn1.vp meaburn2.vp dusek.vp rusch.vp larocca.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp larocca.rp",0,4,1,0,2,2,2,5
"4479","SPINK2",6,"obermoser1.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp",0,1,0,5,0,0,0,2
"4480","PAICS",8,"gosch.vp obermoser1.vp dusek.vp larocca.vp meaburn1.rp obermoser1.rp dusek.rp rusch.rp",0,1,1,2,2,1,1,6
"4481","PPAT",7,"meaburn2.vp obermoser2.vp dusek.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,3,0,1,2,1,0,4
"4482","TUBGCP6",2,"dusek.vp dusek.rp",0,0,0,0,2,0,0,1
"4483","DGCR6L",0,"",0,0,0,0,0,0,0,0
"4484","DGCR8",10,"obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",0,1,0,7,2,0,0,3
"4485","ASPHD2",8,"meaburn1.vp obermoser1.vp rusch.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp dusek.rp",0,3,1,2,1,1,0,5
"4486","VPREB3",15,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp larocca.vp gomez.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,1,7,1,1,2,7
"4487","SDF2L1",7,"gosch.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp obermoser1.rp dusek.rp",0,1,1,2,2,1,0,5
"4488","YWHAH",7,"gomez.vp obermoser1.vp obermoser2.vp meaburn1.rp meaburn2.rp obermoser1.rp rusch.rp",1,2,0,3,0,1,0,4
"4489","RFPL2",4,"meaburn2.vp rusch.vp gomez.rp meaburn2.rp",1,2,0,0,0,1,0,3
"4490","GNAZ",8,"gomez.vp meaburn1.vp dusek.vp gomez.rp gosch.rp meaburn1.rp dusek.rp rusch.rp",2,2,1,0,2,1,0,5
"4491","MGAT3",5,"rusch.vp gosch.rp meaburn1.rp meaburn2.rp rusch.rp",0,2,1,0,0,2,0,3
"4492","ATF4",7,"obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp obermoser3.rp dusek.rp",0,0,0,4,2,0,1,3
"4493","CDC42EP1",5,"gomez.vp gosch.vp gomez.rp gosch.rp larocca.rp",2,0,2,0,0,0,1,3
"4494","APOL3",5,"obermoser3.vp dusek.vp gosch.rp obermoser3.rp dusek.rp",0,0,1,2,2,0,0,3
"4495","TPST2",16,"meaburn1.sd dusek.sd gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp rusch.rp",1,4,0,6,3,2,0,5
"4496","MPST",7,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser1.rp obermoser2.rp obermoser3.rp",1,0,0,6,0,0,0,2
"4497","TST",13,"gomez.vp meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp",1,2,0,6,2,2,0,5
"4498","APOL2",9,"gomez.vp obermoser1.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp dusek.rp rusch.rp",2,1,1,3,1,1,0,6
"4499","RAC2",5,"obermoser1.vp obermoser2.vp rusch.vp dusek.rp rusch.rp",0,0,0,2,1,2,0,3
