"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"3750","CLVS1","12343","14506","694","14680","14298","14734","15243","86",5161.5168376033,4633
"23282","VPS11","4222.93627938649","2380.85087945606","14046.4749678404","3042.18768087597","8420.04503534045","3615.72018062914","3174.87433949961","12136.1531151655",5161.81115054772,4634
"4566","CYREN","2934.74727277949","3287.84191326165","9105.80258124798","7516.28793865961","7775.70972244008","6228.13468529871","4859.12706346927","3243.75070664857",5161.94507776754,4635
"23437","WDR66","13427","11906","12837","2291","8059.49999999999","2275","2275","2575",5163.09604624119,4636
"21065","SUN5","10008.1891075778","8623.14115454903","10359.8208160101","3504.8969016678","7315.60891396508","3393.11835001177","3601.56059075128","1802.92496293945",5163.22195068748,4637
"2348","C1QTNF4","15139.4803411478","15227.7290165014","4976.24607510521","6285.2045312782","5259.68000452498","5353.7580259104","5852.74935393615","425.184665763007",5163.45467268809,4638
"24306","ZNF624","13348.8938207273","9937.42889080089","16011.3178441124","2419.47113375357","9163.59070260376","2363.91579042515","2908.24172595138","1560.93948648318",5163.54107555005,4639
"7791","HGH1","4379.48769576593","3477.51359620692","9752.68805289206","4829.62138440054","7763.95288408793","4108.11736705866","3515.83618930497","6285.68741121241",5163.9209924713,4640
"829","ALG1","5976.97498054765","4746.22811425944","11554.1948453985","4265.00381417229","8642.64985454171","3980.99898178913","3674.44099772827","2863.03812646697",5164.381525595,4641
"20302","SNORA6","14191","12223","15594","247","8059.49999999999","4902","7524.00000000001","2549",5164.67699577889,4642
"3548","CHODL","14026.0852247528","9049.47540842898","19845.9462802985","1608.26341451143","9783.08551039654","1489.81418129268","1553.02351408203","5522.11873191946",5164.87808460482,4643
"21647","Tigger8.TcMar.Tigger.DNA","6258","5111","11653","4117","3432.5","3561","3698","7304.00000000001",5165.16001679485,4644
"24257","ZNF572","13459.3730420567","11605.3140784848","13770.1369022954","3115.88503858016","5424.87713592639","2847.05235407571","3979.15646079209","1230.40300936776",5165.39034767529,4645
"2857","CCDC175","14914","13648","14698","3257","8059.49999999999","2275","2275","1247",5165.46667047511,4646
"6906","GGA3","2543.13572199562","1876.4747726774","10543.9954559632","4788.70788655212","9050.89665022361","5065.74614568447","3804.28407029527","12060.8622949142",5165.53452726781,4647
"21071","SUPT5H","3960.16136792172","2398.69503066052","12912.8022986187","3344.07858888512","7029.3711336568","3785.34567104789","3359.04442833005","13826.3405603386",5165.54606634434,4648
"21258","TAS2R30","12384","9877","14628","1704","8059.49999999999","2275","2275","3987",5165.73602617111,4649
"6955","GJA9.MYCBP","3011","2076","12517","5263","10986","4803","3446","6777",5166.21032892744,4650
"1687","AURKAPS1","11347","8550.00000000001","14566","1931","8059.49999999999","2275","2275","4458",5166.21634772121,4651
"12922","MIR1236","10248","9276.00000000001","10581","3474","3432.5","3345","5287","2394",5166.68594243881,4652
"7839","HIST1H2AD","10868.385988729","12865.2538645765","3029.79042179488","6001.0439091878","5259.68000452498","5750.20434419508","5661.08867621768","1166.7390453739",5166.74927555347,4653
"24405","ZNF767","3833","4197","6543","10159","8059.49999999999","2275","2275","11387",5166.81886287823,4654
"24045","ZNF273","7369.57700260853","4994.68183686728","12500.1826402068","3969.14945399616","8223.09172265171","4478.04367287114","4921.25333770658","1535.47692147848",5167.14720782412,4655
"11570","LOC728769","9176.99999999999","6517","13488","2580","8059.49999999999","2275","2275","5855",5167.30610773388,4656
"22445","TRIM17","8377.73141324221","5784.41067449894","13255.5057957681","3511.78007174762","8330.23028068673","3136.79615824407","3469.30383826512","2486.43362702243",5167.54134073068,4657
"11290","LOC102724675","15175","14733","11262","247","8059.49999999999","6151","11854","1392",5167.86659023196,4658
"13039","MIR3917","11786","9484.00000000001","14133","3151","13032","3182","5441","453",5167.92395935527,4659
"22659","TSR2","1556.40885021847","1227.82434245722","9985.24100709337","6965.06698610919","9350.22726905271","7196.41177524594","4422.56687408589","12880.8540506991",5168.77500154115,4660
"8463","IGSF11","11772.3846747726","7943.34497999575","13381.7278517021","2633.00527490073","9222.50255540333","3022.93047759415","3223.45400161171","1721.33241893595",5169.06353217351,4661
"23012","UGDH.AS1","13366","11069","15119","1805","8059.49999999999","2275","2275","3028",5169.42348172699,4662
"4924","DLG3","4366.36151832771","2961.37530423398","10548.6556463919","5175.36038772651","7517.87633202161","4642.85098014411","4086.83966958887","5066.19883264408",5169.66707804585,4663
"12650","MER61.int.ERV1.LTR","11384","9795","12526","792.5","9849","2126","2529","8707",5169.93963383974,4664
"22010","TMIGD1","8330.00000000001","5249","16828","3798","6915","2913","2829","3207",5170.37093788332,4665
"11137","LOC102723922","13906","12291","14060","2043","8059.49999999999","2275","2275","2494",5170.4258025021,4666
"631","ADSS","1650.45095210128","2521.79740375418","4206.36238878615","9225.52873343783","5424.87713592639","8059.53614391994","6293.66071555715","11500.7282758193",5170.91529722885,4667
"14810","OFCC1","2391.19329869895","1983.10813951113","10743.4812884641","7402.56335098674","5371.99461688249","7459.56654234082","4626.30469702308","7320.04816577865",5171.72825870692,4668
"2990","CCNT2.AS1","11619.9359292554","9505.52323651886","13788.9076072037","2265.03863101714","7497.66713718341","3209.54825481718","4096.94398301954","1504.92790524995",5171.79590388525,4669
"16828","RABEPK","1218.55645275635","1330.59095527477","7276.10282909163","8756.81942301739","7388.31164915939","10418.2600874708","6619.46679979686","9724.89810684058",5171.87463392696,4670
"18067","RP11-466P24.6","15396","15186","11603","3261","12251","2104","11060","203",5171.95936016732,4671
"2568","CABP7","6727.78073232355","3694.5637761767","13799.8979907918","4276.25426047226","8720.75436862667","4395.95405614146","4933.86164805063","1845.47697805141",5172.0134881991,4672
"17509","RP1-309F20.3","13678","14768","3022","12516","12644","12251","14927","29",5172.39111375845,4673
"6759","GALNT2","5359.65929885261","4441.4719152011","10521.9741806635","3205.73266398013","7554.44549738625","4075.56072213987","3659.51935301549","5665.32750263662",5172.68412260176,4674
"23311","VPS52","1276.67194320492","1026.49811788737","9789.43255124629","7716.76187414902","9170.41604922013","7643.01095579929","5406.27371139084","13663.116921818",5172.68971720825,4675
"421","ACRV1","2006.40764242113","2288.99058370559","8350.78859025176","7184.12525597098","12357.2380194686","7636.93586274624","5754.75978162502","3425.71990308495",5172.76824602749,4676
"11194","LOC102724233","16361","16172","7540","11154","8059.49999999999","5524","12623","41",5172.9165391618,4677
"4970","DNAH10","14019.4831217132","13321.9565755185","10930.7767336086","2487.05900613556","5259.68000452498","3770.42676629583","3857.10027092893","1320.3560125966",5172.99867572149,4678
"11420","LOC283028","15501","16009","3064","7100","8059.49999999999","2275","2275","2279",5173.5158286165,4679
"8572","IMPAD1","3989.31057545519","2208.48118790119","11622.6028087253","3496.00466170426","10994.1135874086","3902.70954904081","3189.42110009555","10477.9699714093",5173.65901521046,4680
"17173","RGS16","9834.77885443667","9137.81575260344","10379.95332331","5422.41011397244","9497.1661893397","3525.07517280482","3263.6447761336","929.351515429188",5174.0427070506,4681
"286","AC079807.2","11825","10544","10796","4029","5771","2602","5854","1078",5174.42464758452,4682
"9509","L3MBTL2","2134.94086301899","1558.14888817323","10734.6995855505","5582.96541467458","8087.76280594056","5723.68205274449","4321.03389641433","12916.2104104936",5175.88407683094,4683
"19364","SELO","5009.9975223194","3246.11724960843","11277.4312378427","3772.66630493417","5424.87713592639","3242.38832027575","3590.23304611912","11791.7123291558",5176.09028371844,4684
"3669","CLDN4","11289.6411262489","7612.22230897908","18073.6621820768","2127.97997868857","14474.7280145927","2221.19258056229","2290.28698995957","2117.61054997361",5176.27379878156,4685
"1416","ARRDC3-AS1","3770.55582280801","2721.21115709818","13348.4341395426","5680.55495108516","10702.3043423578","4153.79748713321","3551.42203222591","4195.97565017585",5176.2866773505,4686
"3952","COX10-AS1","10219","7342","13220","1314.5","5771","2537","3388","7970",5176.34854135987,4687
"20029","SLC7A11","5974.26697705964","3269.0889696249","10302.1909406065","6290.38849454972","12297.4130484892","6429.99498403433","5155.26985179594","999.349589346574",5176.53265792039,4688
"9563","LARGE2","4953.10199567602","4411.39875141508","9375.68377330837","4056.4536253342","9277.75269138621","3903.2083161738","3597.18513099198","4764.24799494821",5176.7011101092,4689
"20395","SNORD38B","15188","13341","16313","247","8059.49999999999","6366","12122","1016",5176.90637105369,4690
"2412","C2orf72","2474.60738184536","1882.6463252624","12476.2860564508","4541.60342668072","6849.38710605137","6956.56237495638","4847.02052750343","8462.96299586847",5176.98205094311,4691
"3206","CDK5RAP1","1875.47365297331","1336.40135384009","10051.7603290874","6269.62217608774","10524.1340791539","5974.76139972788","4232.70388974854","12274.4800237555",5177.05063102724,4692
"10290","LOC100288175","16131","15801","9532","8266","8059.49999999999","2275","2275","616",5177.07687697911,4693
"19821","SLC25A28","2927.27465982866","1842.40402565146","12583.3031960416","5770.3739827965","7152.87585456085","4305.25652958411","3730.83705954993","11478.0721512627",5177.56119238989,4694
"8159","HSP90AB4P","11078.6766087917","8573.50676126816","12772.222680191","3172.22698749509","6130.40015966091","3332.85546602688","4898.50670685733","1341.8268403498",5178.06890577706,4695
"8296","IFNA17","8620","4980","15064","1906","6980.50000000001","2672","2944","7641",5178.46863688366,4696
"5369","EFCAB12","9069.2955872242","7191.86445394545","8994.78029715684","3248.57601436093","10405.1425302579","3977.96538043186","4358.94854162051","1508.45085668165",5180.42121285585,4697
"6419","FKBP10","14819.5433128015","13111.4031285747","13298.5705998803","1865.22786811692","5259.68000452498","5154.95392801914","9335.2377580863","425.323406362735",5180.6136254513,4698
"1427","Arthur1.hAT.Tip100.DNA","5913","3650","14537","3194","9261.00000000001","2838","2773","7105",5180.6807929569,4699
"10407","LOC100507258","13167","10623","15520","247","8059.49999999999","5977","9396","2140",5181.24170993451,4700
"3823","CNTD1","2146.51927547833","2337.29073929625","8376.06864823828","7299.32017382441","7424.5937262587","8156.98780187883","6864.82993234356","4073.7317044695",5181.42672347385,4701
"16285","PRIMAX.int.ERV1.LTR","10215","9142","10867","3013","12502","2936","4592","1009",5182.0562431029,4702
"15432","PDZD7","13350.1036581607","12121.9105504445","12420.7127360395","4028.98668232415","5424.87713592639","3610.69417773231","6544.9232263388","500.962838029052",5182.16328072892,4703
"15830","PLEKHH1","13742.0954235187","10351.0210120524","16642.3418757765","2758.2804188104","7731.41056316567","2697.33409356448","2962.23229825632","1289.97656270028",5182.45365540447,4704
"18385","RP11-875O11.1","13958","13636","9410.00000000001","1314.5","5771","2276","7194","2339",5182.4551041333,4705
"11329","LOC102724884","10154","8295","11057","3032","8059.49999999999","2275","2275","4420",5182.79645890373,4706
"16125","PPM1B-DT","7965.23613669858","4486.30734268411","14787.6950814835","3589.02269221225","7354.86616702499","2472.76208440117","2269.67057164144","6651.28114293718",5182.91040069896,4707
"22100","TNIP2","3599.18450562731","2214.45436169514","11497.010644767","4927.54443658113","7887.94835207271","4483.46647415545","3852.89037326056","8476.9150206942",5183.95352399197,4708
"5478","EIF4ENIF1","2268.63270073632","2047.02635822238","8193.97300641552","5636.82141622194","9634.60270774755","5450.48158337902","4274.73057127777","10831.8360690485",5183.96418690821,4709
"4071","CRIPTO3","9681.51661672902","7204.52670201173","14771.6065476982","5300.44705661701","7495.45645708117","4850.40565313871","5245.33592823186","500.87423571192",5184.07055577373,4710
"18248","RP11-672L10.6","14893","14138","12629","1314.5","5771","2431","9583.99999999999","1111",5184.71128335248,4711
"23434","WDR61","2553.75511139094","2745.57775530293","5206.07491922297","8917.43446431022","5424.87713592639","6604.10720402542","4630.39531686442","9669.80379833815",5184.72094187145,4712
"9916","LINC01004","7018.27304663741","5346.91282441333","11517.5726463156","3725.72786587327","8319.67567802499","3025.53615154785","3102.3631142471","4155.02138506779",5185.13431927768,4713
"2425","C3orf22","14311","7726","21588","3328","7218.99999999999","1647","1647","3359",5185.15605983976,4714
"547","ADCK4","3456.04383652754","3877.55515757029","5636.71482337008","7172.50709306029","5259.68000452498","4160.58589624105","4054.80270790084","10870.1785633908",5185.24536820279,4715
"986","ANHX","7485.34354589019","4873.84550432203","11932.7993362832","5170.11160421127","7364.39712400139","6065.3978435054","6422.33991626105","809.397924385774",5185.27987341106,4716
"11313","LOC102724805","14625","13390","14069","3953","8059.49999999999","2275","2275","1151",5185.63076346223,4717
"22792","TWF2","1800.89672600593","1116.88738105834","10461.7847221918","5828.08397326413","10057.7506999725","6258.0676006243","4471.93332214284","15154.0139341385",5185.90117466353,4718
"1022","ANKRD20A4","15442","16288","712","14319","8059.49999999999","15671","16335","99",5186.69119662431,4719
"16444","PRSS59P","7509.97336879431","5618.58273944595","14610.2249469336","2632.83193538821","11905.9768183883","3221.96229028212","3064.50550660298","2746.91663506558",5187.15915674995,4720
"10726","LOC101928236","13655","11667","14686","1930","8059.49999999999","2275","2275","2783",5187.24762354148,4721
"19927","SLC35H1","3717.58979776216","1808.31959885048","13238.8364222306","3733.14697988216","8908.33366105114","4759.62679874149","3971.45777193533","9370.63902888615",5187.32862421936,4722
"19299","SDHC","2617.58939599029","2708.6552426654","8344.29265759804","5985.67610303324","8038.70084111845","4537.07656796121","3319.03943632341","12236.6319530156",5187.69321200192,4723
"17923","RP11-360N9.2","9490.00000000001","7233.99999999999","11611","4038","5771","2907","4164","2335",5188.26076725732,4724
"5406","EGR2","13603.654720175","11222.0385859205","13516.4864043819","3410.12395816801","8837.43245091417","3219.45823297882","3942.25778212322","665.236532565983",5188.28612415829,4725
"21664","TIMM50","5419.42195872419","1940.52478021116","12688.3471272288","3633.85633430304","6235.38569410013","3846.99260462244","3702.27001352696","12199.0301553318",5188.63211122105,4726
"1244","AR","13344.5132007381","10725.9562736576","11340.8674308853","3432.54364804167","7480.38780974907","2375.5673253499","2503.31597220183","2119.68090587417",5188.71526847055,4727
"21661","TIMM23B","11196.1082524241","9489.35888245356","10918.9720670034","3800.49023153592","4450.72550265685","2761.00488952845","3073.74885115879","3154.97702051854",5188.72898845393,4728
"10744","LOC101928371","12310","12264","6922","2917","3432.5","3302","7619","1998",5189.40315338702,4729
"1414","ARRDC2","1745.41033124919","1384.45036997342","8549.55838696136","6732.28057119275","8137.46108932779","7046.8813392214","4710.132719014","14020.4279241021",5190.33202017651,4730
"9063","KIAA1211","12179","12162","6168.00000000001","3850","8059.49999999999","2275","2275","3593",5190.91276363879,4731
"11246","LOC102724466","12378","10629","12093","247","8059.49999999999","6057","9056.00000000001","3035",5191.03950845087,4732
"3722","CLN3","2792.02398899703","2009.4067130813","10768.1787110619","5168.19188082381","7914.23198276159","4751.55861115553","3539.6764071545","12691.7599277474",5191.28377115181,4733
"7383","GSTM5","6043.37736700266","4501.03987984999","5394.43972994416","7659.97571797719","7750.09496716008","6934.57511315581","6166.71063047391","1416.02083318008",5191.31104225304,4734
"16799","RAB3GAP2","3813.76008980126","2599.88815099658","11605.1366285804","4189.50586027006","7954.23183473605","3550.05337377283","3493.24968807527","11096.2225959226",5191.52412338237,4735
"1580","ATP5A1","1373.40171295767","2735.13389962152","2946.53208648292","12144.6967521016","7245.80197415823","7498.27602060303","4843.86228206622","14927.1382272363",5192.01910116998,4736
"14709","NUDT8","13084.6477295992","11016.7261788945","13673.0759502892","2799.37960470806","7005.79692820762","2187.37301578233","2306.98394552639","2707.44378576668",5192.07405485923,4737
"11980","LTR60B.ERV1.LTR","12296","10893","12485","2710","3432.5","3925","7880","1098",5192.2547826217,4738
"15462","PERM1","6455.31144190676","4971.40762894364","10346.4332980588","3301.32655327854","12402.6345772171","3033.17405947043","3052.66474618473","4198.18469622541",5192.52333512118,4739
"22415","TREML5P","7260.90645057929","11914.0334989728","1508.3501193442","15504.1710665347","9889.84099544731","8179.26547800066","7349.33596203696","439.467632649943",5192.60004271048,4740
"8954","KCNQ4","14536","13927","11235","3916","8059.49999999999","2275","2275","1423",5192.77202473632,4741
"12696","MER77B.ERVL.LTR","2808","2658","9128","8019","3432.5","6427","4416","9936.99999999999",5193.00679258799,4742
"6744","GAL3ST2","7573.2516794307","3480.52237458689","18839.4149856093","3035.78984779909","11313.3933901372","3071.75243143063","3039.95345359102","3321.87447083721",5193.22212155318,4743
"7905","HKR1","2243.16719487937","2711.78929460225","6104.67383042246","8874.31513097235","5424.87713592639","6908.57272332258","4517.34367721133","9488.32770076096",5193.62684991135,4744
"15037","OXCT2","17322.5173523018","11246.0686121223","14998.086207495","1913.58612144912","8095.64986302123","1881.5883598996","2108.94238118257","2948.1351713572",5193.80337308573,4745
"847","ALKBH1","4260.00332529201","2544.06956669985","11711.7625370981","4454.7127147139","8327.36825920255","4476.69089146263","3827.94250825051","6562.67038089519",5193.81492120871,4746
"14512","NOVA2","5828.87637935509","3458.75732031184","15885.8680583471","4170.70951600388","11294.6850227174","3935.53738006262","3442.05565154989","2591.50499516343",5193.93776804464,4747
"9225","KLHL33","14424","12967","14494","2352","8059.49999999999","2275","2275","1992",5194.14272859462,4748
"1164","AP3M1","1980.03704836541","1616.76911926046","9838.55787889129","5777.59195148206","9922.96204417066","5011.99343774792","4375.78814768805","13379.6382168679",5194.20414325968,4749
"12907","MIR101.1","14494","12762","15390","2160","8059.49999999999","2275","2275","2066",5194.27661066292,4750
"1298","ARHGAP39","13943.4260495762","12814.8523206473","11366.1572662004","2587.32439017607","5259.68000452498","3225.97923117928","3649.49818468238","1629.27591279071",5194.56925434982,4751
"21214","TAFAZZIN","2247.00476534255","1765.03065413943","11076.8464659419","5145.09141811812","8517.27642088663","5168.71481236684","3958.39144766696","13465.6840432445",5194.86772458043,4752
"16340","PRMT8","4651.14502031489","4338.13266279399","9131.60051688641","4670.61152313057","8180.16955814487","4273.92664887922","3530.45237894522","5005.69835287745",5196.47055069076,4753
"1213","APOBEC4","6277.42819401113","4573.29686643219","12291.6918678792","5376.40364764952","9265.33190667661","5331.44579440767","4460.28499488699","1272.09281949333",5196.52186083215,4754
"16639","PTPRH","5716","2360","19791","7041","7218.99999999999","8805.00000000001","7426","600",5197.29493710183,4755
"9223","KLHL31","12062.0838227279","9357.71798251322","15087.805811065","1937.290076314","10078.1194933465","3342.36491647297","4369.103442805","1096.75392897503",5197.48794819386,4756
"9132","KIF2C","9239.89513906405","7416.88801274637","7646.70094441085","3871.12509155772","8601.08852610339","3323.47238934838","3706.54881324132","2479.82768916419",5198.06971219349,4757
"23800","ZCCHC3","3505.1856374022","2015.41471838086","12836.2320508774","4400.70648623046","8035.65339797676","4181.59114007685","3632.83733355993","10952.2812209471",5198.68602812207,4758
"12791","MFI2.AS1","14643.7997118234","14010.1393283579","11291.9624069512","4392.17212777459","5259.68000452498","3970.03778319552","5714.4859786336","439.599818016341",5198.962752707,4759
"21599","TICRR","15081","16070","1744","15647","8059.49999999999","2275","2275","1935",5199.025306106,4760
"17190","RHBDL2","7355.23847159915","4556.96316644235","14952.4983153228","2840.19656584132","7669.77894175398","3100.31152111674","3154.10903485868","5002.11897983091",5199.2915024456,4761
"3246","CEACAM22P","16266","16322","1844","15816","8059.49999999999","14969","16336","35",5199.40079745442,4762
"7892","HIST2H4A","8679.75978930293","6859.60319552086","12467.0578726498","3982.0104218849","4450.72550265685","3455.0858165898","4634.21169132356","2538.67760851984",5200.17869017645,4763
"5953","FAM13A.AS1","2558.4360457123","3635.65674947457","4148.49105097263","10706.9910338993","5259.68000452498","5599.06242151309","4023.26049367922","10924.2095366209",5200.19620793347,4764
"16843","RAC2","1182.8521552634","1433.27216300673","6928.5448851784","7290.41615631283","9050.6602005042","7547.76124652563","5562.23176261269","16449.8879254922",5200.80404160307,4765
"9958","LINC01222","4571","4404","10008","7825.00000000001","5007","8105","6482","1291",5200.9419536485,4766
"2595","CACTIN","3935.25426818525","2298.76375722561","12728.2002076853","4465.71806875313","8800.2873622865","4213.36542456281","3783.11111770913","7425.48322591378",5201.1952217568,4767
"1561","ATP1A1-AS1","10550.4688995324","5904.89220900771","15722.104630106","3018.48165473968","6632.45410839758","2517.94777547113","2324.65803936837","4668.30140415119",5201.48962890014,4768
"9217","KLHL25","7714.36829420986","6020.60616093204","10096.1893991251","3529.40446469653","9532.23986244186","2882.64094774109","3384.18285313338","3484.19357193672",5201.96756036115,4769
"22122","TNRC18P1","13500","12672","10453","2492","8059.49999999999","2275","2275","2885",5202.03272614588,4770
"16702","PXMP4","4568.95667201219","2227.09159030608","15430.787935746","3583.01492069912","9783.05722676443","3496.57574551403","3313.00694841583","8413.92940039231",5202.25124450986,4771
"21246","TARS","4379.35807607071","4654.64993431389","6642.59761093038","6241.66177080307","5424.87713592639","3339.62166956065","3241.47212480623","10808.9800490122",5202.28008014057,4772
"5580","ENDOV","3688.77497254698","3193.42940543539","11700.8028406362","4889.34102022729","5883.68996442032","5991.23521449379","5013.20101162366","4505.40715337686",5202.38631186122,4773
"17765","RP11-260M2.1","13418","12157","12088","1314.5","5771","3166","8934","1269",5202.80261835062,4774
"21526","TGM7","9468.24080809101","7701.48985586555","14172.7924206911","2049.61508581489","7495.45645708117","2816.66451676447","2907.01857579204","4131.26772310873",5203.0082753842,4775
"12306","MAPT","14055.7768906596","12230.4279565353","14675.367116362","863.563836667562","5259.68000452498","4565.6691732976","8441.76723204331","1216.17021834939",5203.06113369511,4776
"1631","ATP6V0D2","4561.61205109719","3373.37316841301","12919.570309023","3418.31284668682","6995.07924737952","4269.12222608006","4067.4108359016","6508.22043490632",5203.18498992374,4777
"6622","FRS3","8370.6131988884","7268.667347653","10360.3415625439","2507.15577536113","7574.63930323157","2707.98986728431","2669.08289159043","6214.40899218235",5203.76041599971,4778
"18879","RPS18P9","12418.9269385642","10243.5716018158","11908.3960253076","2396.78061913149","5424.87713592639","2484.72369189573","2912.75008579086","3772.51540145336",5203.88164662552,4779
"19859","SLC27A4","9792.39418803297","5773.78207752389","14865.2671081686","1912.38589627951","8672.25834873669","2856.15245728375","2937.76901771165","4598.77530792897",5203.95903735061,4780
"6742","GAK","2317.29661962806","1610.06582843094","10802.6709132078","4741.04935289389","8805.78719514903","5123.40178694943","3942.03738390839","15836.6476099481",5204.36424509063,4781
"19108","SAFB2","2989.98521277604","1682.05436627474","11167.7148840512","4963.90628474106","6771.60556839459","5022.11950455713","4135.81459571443","13728.6846264929",5204.55024835099,4782
"3490","CHAT","9696.74435584809","5955.43306881435","17778.3558815339","2439.97652131847","7296.74974943651","2480.31810002232","2398.81748307641","4953.12564024763",5204.94614356689,4783
"7424","GTF3C4","3401.31500142945","3169.47993990159","7469.92269112862","5683.37160402385","7351.10717942031","6590.9688472414","5324.8857409066","4563.17165041631",5205.10526516454,4784
"5569","EMR1","6146","10475","965","16269","8059.49999999999","2275","2275","12787",5205.46212454807,4785
"15917","PMS2P4","11741.1396930447","9563.55018789534","13201.1824631177","1962.348677745","8715.15341158605","2485.94591585686","3129.5703166282","2736.49178943949",5206.19580470394,4786
"815","ALDH1L2","8603.94665255427","7004.7411087063","5747.5032840356","7813.46274068034","12603.9995437956","3136.7464035207","4195.21656175221","1202.82874924072",5206.48735398906,4787
"16729","QPCTL","8196.75086116639","6533.39292101063","9090.66229300611","5027.28313258557","8808.05527119538","2431.72481651831","2161.0507005247","4771.49249746119",5207.18347381409,4788
"23892","ZFYVE27","3732.52772068533","3015.99150388864","10739.8368311599","4379.87107848939","9081.24094619834","4514.45112732367","3366.05570874992","7402.65964006208",5207.67562601516,4789
"1504","ATAD3B","3332.08623355514","2105.65682257044","13289.3951901211","4927.2988537174","6756.96297910821","4483.63892907495","3585.20902774615","10843.9658679312",5207.9024683479,4790
"9484","L1PA6.L1.LINE","1982","1137","12918","5882","12677","5275","3225","14654",5207.91226707848,4791
"4535","CYP26C1","13513","11589","14334","1925","8059.49999999999","2275","2275","3004",5208.29815483716,4792
"13330","MIRLET7D","12914.7027840365","11001.5209857547","13540.572809154","2092.38954308226","10204.3490728218","2664.2071991495","3882.25127986327","1274.72938304567",5208.45550560444,4793
"20630","SPATS2","9178.57156860407","6986.2384279617","10807.249996384","3195.29382215681","8272.54709740024","2729.06855234427","2812.27763094606","3852.69432070527",5208.5293679388,4794
"14302","NF2","2861.64546424604","1979.20324513465","11602.7747361956","5511.60488019355","7965.8876386628","5131.76456945055","4085.9732593873","8954.65723412899",5208.63521846476,4795
"21089","SUZ12","2699.13262801392","2051.19294535059","9960.81013986661","6353.15264886468","8698.69064621827","5879.38489321517","4616.44321798194","6549.28333230622",5208.65051372692,4796
"9752","LINC00235","12445","9727","15231","1952","8059.49999999999","2275","2275","3609",5208.70760916186,4797
"14787","OBFC1","2007.42063635938","3101.35494013142","3539.74345742154","7750.580762583","7314.66318266753","7140.95432327985","5095.53443480174","11924.6337190258",5209.06957919228,4798
"7421","GTF3C2","1929.27010030741","1128.97459756451","11951.833885285","6364.28181804907","7692.13673251617","6267.50810394117","4686.57264199717","14484.1256367188",5209.17366529304,4799
"23071","UQCC4","2019.7754043485","1458.15120594845","10850.7853516134","6494.15488643532","9326.62997135499","5848.87565448448","4200.73578575784","11401.2498296612",5209.19424913517,4800
"6355","FFAR4","15644.0364356518","15172.7698196473","10364.3665508318","4782.19384801578","6819.92481630113","2369.0557190577","4877.69925272151","584.990598215048",5209.40112564764,4801
"2714","CASKIN1","2976","2623","10043","5588","9042.00000000001","5687","3967","6070",5209.47205273632,4802
"16561","PTENP1.AS","15730","15337","10577","5061","8059.49999999999","2275","2275","1007",5209.5000226307,4803
"19402","SEPN1","3258.49834034856","2983.63681918985","9207.09299151134","5200.47531926663","5424.87713592639","5530.14801714496","4077.35671498805","9529.26630125152",5209.68821938993,4804
"17998","RP11-421M1.8","14537","13494","12900","1314.5","5771","2481","8625.99999999999","1321",5209.78124990431,4805
"23932","ZMYM6NB","4805.35326484952","3978.36838414946","4782.86984978683","2585.47577826597","5259.68000452498","7864.12283729088","6739.51570960406","8236.85826028346",5209.93620829513,4806
"18175","RP11-569D9.5","15320","15271","5276","9170.00000000001","5771","9012","15127","61",5210.38011876451,4807
"11039","LOC102723476","14840","14283","11483","4789","8059.49999999999","2275","2275","1120",5212.01081141992,4808
"11006","LOC102723325","14708","13858","12783","2667","8059.49999999999","2275","2275","1879",5212.1086231347,4809
"6246","FBXL22","14386","12418","15825","247","8059.49999999999","5638","9784.99999999999","1756",5212.77358633168,4810
"10061","LINC02291","6109.43112282475","2857.78307985749","16941.9598049477","3701.11741501927","11341.7082846637","5079.86264552491","4751.57383806297","1819.84604010383",5213.04098707437,4811
"10739","LOC101928346","14120","13674","9958","3730","8059.49999999999","2275","2275","1824",5213.3078389919,4812
"17424","RNH1","5997.09071999545","4312.7078883789","12578.7250376174","3440.62347320616","7997.83789423706","3195.43925050993","2978.06290347637","6407.49844698323",5213.58245629628,4813
"5849","EZH1","3871.5084336932","2621.09325425178","11121.5114549186","4155.13778479556","6716.19368225408","4182.39907353366","3297.95909545553","12567.6931724576",5213.6897022019,4814
"226","AC010226.4","13418.4100399414","11354.8284002886","14299.5067047783","1884.43227524897","6819.92481630113","3048.13057463095","4546.24845339539","1407.35070256138",5213.82541630829,4815
"11223","LOC102724356","15087","14503","12008","4130","8059.49999999999","2275","2275","1207",5214.1372045822,4816
"15932","PNMA5","16375","15867","15396","624","8059.49999999999","10388","15958","164",5214.84460368776,4817
"7792","HGS","3017.22447370043","1987.04110426639","11673.4567476717","4509.45363156146","7722.38590654318","4187.33706714193","3492.99101852804","15357.5465663856",5215.4684927609,4818
"4177","CTA-407F11.7","14394","14228","8744","1314.5","5771","3511","12084","950",5215.56713448808,4819
"8861","KANSL1L","7068.68893659421","6128.69860145071","7969.29453801135","4664.18648260986","8035.44438465318","4439.72029599323","4240.33904411153","2253.04403917136",5217.10811212948,4820
"11108","LOC102723811","15578","14038","16203","247","8059.49999999999","5748","11388","1189",5217.29551985985,4821
