"","Symbol","Score","Filters","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","karlovich","Study_counts"
"9156","LRRC8C",13,"obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp karlovich1.vp karlovich2.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp rusch.rp karlovich2.rp",0,2,0,6,1,1,0,3,5
"9157","RSL1D1",7,"gosch.vp obermoser2.vp obermoser3.vp obermoser4.vp obermoser1.rp rusch.rp karlovich2.rp",0,0,1,4,0,1,0,1,4
"9158","LRRC8D",2,"karlovich1.vp karlovich2.vp",0,0,0,0,0,0,0,2,1
"9159","PPID",2,"obermoser3.rp rusch.rp",0,0,0,1,0,1,0,0,2
"9160","ETFDH",2,"rusch.vp rusch.rp",0,0,0,0,0,2,0,0,1
"9161","PTGER4",5,"gosch.vp obermoser4.vp karlovich1.vp gosch.rp karlovich1.rp",0,0,2,1,0,0,0,2,3
"9162","TBCA",4,"obermoser2.vp obermoser4.vp larocca.rp karlovich2.rp",0,0,0,2,0,0,1,1,3
"9163","BCL2L1",14,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp larocca.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp larocca.rp karlovich1.rp",2,0,2,6,0,1,2,1,6
"9164","PLRG1",1,"meaburn2.rp",0,1,0,0,0,0,0,0,1
"9165","ZNF584",0,"",0,0,0,0,0,0,0,0,0
"9166","DNAI2",1,"larocca.rp",0,0,0,0,0,0,1,0,1
"9167","NMUR1",5,"gomez.vp obermoser1.vp gomez.rp gosch.rp obermoser1.rp",2,0,1,2,0,0,0,0,3
"9168","CLSTN1",3,"obermoser2.vp obermoser3.vp larocca.vp",0,0,0,2,0,0,1,0,2
"9169","CXXC5",9,"gosch.vp meaburn2.vp dusek.vp rusch.vp karlovich2.vp gosch.rp rusch.rp karlovich1.rp karlovich2.rp",0,1,2,0,1,2,0,3,5
"9170","ZNF274",5,"gosch.vp obermoser1.vp obermoser2.vp dusek.vp karlovich1.rp",0,0,1,2,1,0,0,1,4
"9171","PIK3CD",2,"larocca.vp karlovich1.rp",0,0,0,0,0,0,1,1,2
"9172","PTCRA",11,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",2,0,1,8,0,0,0,0,3
"9173","SLC25A33",1,"rusch.rp",0,0,0,0,0,1,0,0,1
"9174","ENC1",16,"rusch.sd gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",2,1,2,8,0,2,1,0,6
"9175","SPSB1",4,"gosch.vp gosch.rp meaburn1.rp larocca.rp",0,1,2,0,0,0,1,0,3
"9176","P2RY6",4,"gomez.vp gosch.vp gomez.rp larocca.rp",2,0,1,0,0,0,1,0,3
"9177","BPTF",12,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp karlovich2.vp obermoser1.rp obermoser3.rp obermoser4.rp rusch.rp karlovich1.rp",0,1,0,7,1,1,0,2,5
"9178","S100Z",9,"meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn2.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",0,2,0,6,0,0,1,0,3
"9179","ZIK1",0,"",0,0,0,0,0,0,0,0,0
"9180","GPR82",6,"gomez.vp gosch.vp obermoser4.vp gosch.rp obermoser3.rp obermoser4.rp",1,0,2,3,0,0,0,0,3
"9181","GPR34",11,"gosch.vp meaburn1.vp obermoser1.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp",1,2,2,6,0,0,0,0,4
"9182","PLEKHG5",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9183","ATF7IP",4,"meaburn2.vp obermoser4.vp karlovich2.vp karlovich2.rp",0,1,0,1,0,0,0,2,3
"9184","RGS19",5,"gosch.vp obermoser1.vp obermoser2.vp larocca.vp obermoser4.rp",0,0,1,3,0,0,1,0,3
"9185","TCEA2",0,"",0,0,0,0,0,0,0,0,0
"9186","ANO5",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9187","HDAC3",2,"meaburn2.vp rusch.vp",0,1,0,0,0,1,0,0,2
"9188","GPHN",0,"",0,0,0,0,0,0,0,0,0
"9189","TMEM51",9,"obermoser2.vp obermoser3.vp obermoser4.vp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",0,0,1,7,0,0,1,0,3
"9190","CAMTA1",7,"gosch.vp obermoser3.vp karlovich1.vp karlovich2.vp obermoser1.rp rusch.rp karlovich2.rp",0,0,1,2,0,1,0,3,4
"9191","SPATA5L1",1,"gomez.vp",1,0,0,0,0,0,0,0,1
"9192","GATM",11,"gomez.vp gosch.vp meaburn2.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp rusch.rp larocca.rp",2,3,2,0,1,1,2,0,6
"9193","RASGRP4",9,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp",0,1,1,7,0,0,0,0,3
"9194","BCL2",5,"obermoser1.vp obermoser1.rp rusch.rp karlovich1.rp karlovich2.rp",0,0,0,2,0,1,0,2,3
"9195","RHNO1",4,"gosch.vp meaburn2.vp dusek.vp meaburn1.rp",0,2,1,0,1,0,0,0,3
"9196","CTPS1",2,"gosch.vp meaburn2.rp",0,1,1,0,0,0,0,0,2
"9197","KNDC1",4,"gosch.vp larocca.vp gomez.rp larocca.rp",1,0,1,0,0,0,2,0,3
"9198","METTL18",3,"karlovich2.vp karlovich1.rp karlovich2.rp",0,0,0,0,0,0,0,3,1
"9199","COL8A2",5,"obermoser1.vp obermoser2.vp gomez.rp obermoser2.rp larocca.rp",1,0,0,3,0,0,1,0,3
"9200","PWWP2B",5,"obermoser1.vp obermoser2.vp obermoser3.vp karlovich1.vp karlovich2.vp",0,0,0,3,0,0,0,2,2
"9201","ZNF540",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9202","FBXL14",2,"dusek.vp dusek.rp",0,0,0,0,2,0,0,0,1
"9203","EXOSC10",7,"meaburn2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn2.rp dusek.rp",0,2,0,2,2,1,0,0,4
"9204","ZNF570",2,"karlovich1.vp meaburn1.rp",0,1,0,0,0,0,0,1,2
"9205","NINJ2",16,"gomez.sd obermoser2.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp karlovich1.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp karlovich1.rp karlovich2.rp",3,0,2,7,0,1,0,3,5
"9206","MLLT3",8,"gomez.vp gosch.vp meaburn2.vp karlovich1.vp karlovich2.vp gosch.rp meaburn2.rp rusch.rp",1,2,2,0,0,1,0,2,5
"9207","RRM2",13,"meaburn1.sd meaburn2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp rusch.vp karlovich2.vp gomez.rp meaburn1.rp meaburn2.rp rusch.rp karlovich2.rp",2,6,1,0,0,2,0,2,5
"9208","TRAPPC12",4,"obermoser1.vp obermoser2.vp obermoser4.vp obermoser2.rp",0,0,0,4,0,0,0,0,1
"9209","RPS21",10,"gosch.vp obermoser1.vp obermoser3.vp karlovich1.vp karlovich2.vp obermoser1.rp obermoser3.rp dusek.rp karlovich1.rp karlovich2.rp",0,0,1,4,1,0,0,4,4
"9210","C3AR1",15,"meaburn1.sd gomez.vp gosch.vp meaburn1.vp obermoser4.vp rusch.vp karlovich1.vp karlovich2.vp gomez.rp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp karlovich1.rp karlovich2.rp",2,3,1,4,0,1,0,4,6
"9211","MRM3",3,"obermoser1.vp obermoser3.vp obermoser1.rp",0,0,0,3,0,0,0,0,1
"9212","PTEN",8,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser3.vp larocca.vp meaburn2.rp rusch.rp karlovich1.rp",0,3,0,2,0,1,1,1,5
"9213","RPS7",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"9214","RNASEH1",4,"obermoser3.vp karlovich1.vp obermoser3.rp karlovich1.rp",0,0,0,2,0,0,0,2,2
"9215","PRNP",5,"gosch.vp obermoser1.vp obermoser2.vp obermoser1.rp karlovich1.rp",0,0,1,3,0,0,0,1,3
"9216","FRMD5",0,"",0,0,0,0,0,0,0,0,0
"9217","LGALS9C",3,"larocca.vp gomez.rp larocca.rp",1,0,0,0,0,0,2,0,2
"9218","TVP23B",2,"meaburn1.vp meaburn1.rp",0,2,0,0,0,0,0,0,1
"9219","ZNF217",5,"meaburn2.sd meaburn2.vp karlovich1.vp meaburn2.rp karlovich1.rp",0,3,0,0,0,0,0,2,2
"9220","SRGAP2C",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"9221","ATPAF2",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"9222","CYP4F22",6,"gosch.vp obermoser1.vp gomez.rp gosch.rp obermoser1.rp larocca.rp",1,0,2,2,0,0,1,0,4
"9223","PPIH",0,"",0,0,0,0,0,0,0,0,0
"9224","DRC3",0,"",0,0,0,0,0,0,0,0,0
"9225","C20orf196",2,"gosch.vp gosch.rp",0,0,2,0,0,0,0,0,1
"9226","JMJD1C",7,"meaburn1.vp obermoser1.vp rusch.vp meaburn1.rp meaburn2.rp rusch.rp karlovich1.rp",0,3,0,1,0,2,0,1,4
"9227","SYNPO",4,"gosch.vp larocca.vp gosch.rp larocca.rp",0,0,2,0,0,0,2,0,2
"9228","MAL",14,"karlovich2.sd gomez.vp obermoser1.vp obermoser3.vp dusek.vp karlovich2.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp karlovich1.rp karlovich2.rp",2,0,1,6,1,0,0,4,5
"9229","ZNF554",0,"",0,0,0,0,0,0,0,0,0
"9230","RAB33B",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"9231","THOP1",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9232","EPHX4",1,"gomez.rp",1,0,0,0,0,0,0,0,1
"9233","LAMB2",0,"",0,0,0,0,0,0,0,0,0
"9234","USP19",0,"",0,0,0,0,0,0,0,0,0
"9235","QARS",2,"gosch.vp larocca.vp",0,0,1,0,0,0,1,0,2
"9236","ORMDL3",13,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp",1,2,2,6,0,1,1,0,6
"9237","KLF11",12,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp gosch.rp obermoser1.rp obermoser3.rp obermoser4.rp rusch.rp karlovich1.rp",0,0,2,7,0,1,0,2,4
"9238","SMN1",7,"dusek.vp karlovich2.vp meaburn2.rp dusek.rp larocca.rp karlovich1.rp karlovich2.rp",0,1,0,0,2,0,1,3,4
"9239","EIF2AK3",3,"gosch.vp meaburn2.vp rusch.rp",0,1,1,0,0,1,0,0,3
"9240","MOB3A",0,"",0,0,0,0,0,0,0,0,0
"9241","KRCC1",2,"meaburn1.rp obermoser4.rp",0,1,0,1,0,0,0,0,2
"9242","NME6",1,"dusek.vp",0,0,0,0,1,0,0,0,1
"9243","CYCS",2,"karlovich2.vp rusch.rp",0,0,0,0,0,1,0,1,2
"9244","CD8B",20,"gomez.sd meaburn2.sd gomez.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp karlovich2.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp larocca.rp karlovich1.rp karlovich2.rp",3,4,0,7,1,0,1,4,6
"9245","SLFN12",8,"meaburn2.sd gomez.vp gosch.vp meaburn1.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp",2,4,2,0,0,0,0,0,3
"9246","FRMD3",21,"meaburn2.sd rusch.sd gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp karlovich1.vp karlovich2.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",1,3,2,6,2,3,0,4,7
"9247","SNTB1",0,"",0,0,0,0,0,0,0,0,0
"9248","MTBP",0,"",0,0,0,0,0,0,0,0,0
"9249","TEFM",0,"",0,0,0,0,0,0,0,0,0
"9250","MRPL13",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"9251","MALT1",7,"meaburn2.vp obermoser2.vp obermoser3.vp karlovich2.vp obermoser2.rp rusch.rp karlovich2.rp",0,1,0,3,0,1,0,2,4
"9252","ISG20",13,"meaburn2.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser4.vp dusek.vp karlovich1.vp karlovich2.vp meaburn1.rp meaburn2.rp obermoser1.rp karlovich1.rp karlovich2.rp",0,5,0,3,1,0,0,4,4
"9253","MBOAT1",5,"meaburn1.vp obermoser2.vp obermoser4.vp larocca.vp meaburn1.rp",0,2,0,2,0,0,1,0,3
"9254","GPR22",3,"obermoser3.vp obermoser4.vp obermoser4.rp",0,0,0,3,0,0,0,0,1
"9255","CXCR6",15,"gomez.vp gosch.vp obermoser2.vp obermoser4.vp dusek.vp karlovich1.vp karlovich2.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp larocca.rp karlovich1.rp karlovich2.rp",2,1,1,5,1,0,1,4,7
"9256","CEBPB",7,"meaburn1.vp meaburn2.vp obermoser4.vp rusch.vp meaburn2.rp obermoser4.rp karlovich1.rp",0,3,0,2,0,1,0,1,4
"9257","AZU1",8,"gomez.vp obermoser1.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser4.rp larocca.rp",2,0,1,4,0,0,1,0,4
"9258","PAIP1",4,"meaburn1.vp dusek.vp meaburn1.rp dusek.rp",0,2,0,0,2,0,0,0,2
"9259","CLEC7A",14,"gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich2.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp karlovich1.rp",0,2,1,8,0,0,1,2,5
"9260","C5orf34",2,"meaburn2.vp gomez.rp",1,1,0,0,0,0,0,0,2
"9261","ZNF131",4,"gomez.vp meaburn2.vp rusch.rp karlovich1.rp",1,1,0,0,0,1,0,1,4
"9262","MACROD2",11,"gomez.vp gosch.vp larocca.vp karlovich1.vp gomez.rp meaburn1.rp meaburn2.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",2,2,1,0,0,1,2,3,6
"9263","DPAGT1",0,"",0,0,0,0,0,0,0,0,0
"9264","BSG",16,"gomez.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp larocca.rp karlovich1.rp",3,0,2,6,2,0,2,1,6
"9265","HINFP",0,"",0,0,0,0,0,0,0,0,0
"9266","CERS6",12,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp karlovich2.vp meaburn1.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp karlovich2.rp",0,2,0,5,2,1,0,2,5
"9267","COPRS",3,"karlovich1.vp karlovich2.vp karlovich2.rp",0,0,0,0,0,0,0,3,1
"9268","TP53RK",5,"obermoser1.vp dusek.vp obermoser1.rp dusek.rp karlovich2.rp",0,0,0,2,2,0,0,1,3
"9269","CLEC12A",24,"obermoser1.sd obermoser2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",2,4,2,9,2,1,2,2,8
"9270","BPGM",21,"meaburn2.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp larocca.vp karlovich1.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",2,3,2,6,2,1,2,3,8
"9271","POP7",3,"obermoser1.vp rusch.vp obermoser1.rp",0,0,0,2,0,1,0,0,2
"9272","ALG14",0,"",0,0,0,0,0,0,0,0,0
"9273","SUCLG2",6,"obermoser3.vp obermoser4.vp karlovich1.vp obermoser2.rp rusch.rp karlovich1.rp",0,0,0,3,0,1,0,2,3
"9274","STARD5",0,"",0,0,0,0,0,0,0,0,0
"9275","IL16",7,"obermoser2.vp obermoser3.vp dusek.vp karlovich1.vp obermoser1.rp obermoser3.rp dusek.rp",0,0,0,4,2,0,0,1,3
"9276","GNB2",0,"",0,0,0,0,0,0,0,0,0
"9277","MCRIP2",1,"gomez.vp",1,0,0,0,0,0,0,0,1
"9278","C2CD2L",3,"meaburn1.vp obermoser2.vp obermoser2.rp",0,1,0,2,0,0,0,0,2
"9279","SYNPO2",0,"",0,0,0,0,0,0,0,0,0
"9280","CLP1",2,"karlovich1.vp karlovich2.vp",0,0,0,0,0,0,0,2,1
"9281","RSPH9",2,"gomez.rp gosch.rp",1,0,1,0,0,0,0,0,2
"9282","COPS9",1,"karlovich2.rp",0,0,0,0,0,0,0,1,1
"9283","GTPBP2",2,"gomez.vp gosch.vp",1,0,1,0,0,0,0,0,2
"9284","FGGY",2,"gosch.vp obermoser3.vp",0,0,1,1,0,0,0,0,2
"9285","PRSS30P",13,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",1,0,2,8,0,0,1,1,5
"9286","TCEAL1",0,"",0,0,0,0,0,0,0,0,0
"9287","ZNF24",2,"gosch.vp meaburn1.rp",0,1,1,0,0,0,0,0,2
"9288","MANEA",7,"gosch.vp meaburn1.vp meaburn2.vp gosch.rp meaburn1.rp meaburn2.rp obermoser4.rp",0,4,2,1,0,0,0,0,3
"9289","AFF1",7,"gosch.vp obermoser2.vp gosch.rp meaburn1.rp obermoser2.rp karlovich1.rp karlovich2.rp",0,1,2,2,0,0,0,2,4
"9290","FIBP",2,"dusek.vp karlovich1.vp",0,0,0,0,1,0,0,1,2
"9291","CARNS1",6,"gosch.vp obermoser1.vp obermoser2.vp obermoser1.rp obermoser2.rp larocca.rp",0,0,1,4,0,0,1,0,3
"9292","BANP",5,"obermoser3.vp obermoser4.vp dusek.vp karlovich1.vp obermoser4.rp",0,0,0,3,1,0,0,1,3
"9293","PPP1CA",4,"obermoser3.vp dusek.vp obermoser3.rp dusek.rp",0,0,0,2,2,0,0,0,2
"9294","HCFC1",3,"gosch.vp obermoser1.vp obermoser3.vp",0,0,1,2,0,0,0,0,2
"9295","CTSW",17,"obermoser2.sd gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp karlovich2.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp larocca.rp karlovich1.rp karlovich2.rp",2,2,0,8,1,0,1,3,6
"9296","RASGRP1",4,"gomez.vp obermoser4.vp meaburn1.rp obermoser4.rp",1,1,0,2,0,0,0,0,3
"9297","KLHL6",7,"gosch.vp rusch.vp karlovich2.vp gosch.rp dusek.rp rusch.rp karlovich2.rp",0,0,2,0,1,2,0,2,4
"9298","CHCHD1",3,"karlovich2.vp larocca.rp karlovich2.rp",0,0,0,0,0,0,1,2,2
"9299","MRPL52",5,"obermoser1.vp obermoser2.vp obermoser1.rp obermoser2.rp obermoser3.rp",0,0,0,5,0,0,0,0,1
"9300","SMPDL3A",18,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp karlovich2.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp karlovich1.rp karlovich2.rp",2,2,1,8,0,1,0,4,6
"9301","RAD9A",1,"karlovich1.vp",0,0,0,0,0,0,0,1,1
"9302","EFEMP2",0,"",0,0,0,0,0,0,0,0,0
"9303","FAM21C",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9304","TMEM134",4,"gomez.vp meaburn1.vp obermoser3.vp obermoser3.rp",1,1,0,2,0,0,0,0,3
"9305","ZMAT3",7,"gomez.vp gosch.vp obermoser1.vp obermoser3.vp rusch.vp obermoser3.rp rusch.rp",1,0,1,3,0,2,0,0,4
"9306","ZFAND4",4,"gomez.vp gosch.vp gosch.rp rusch.rp",1,0,2,0,0,1,0,0,3
"9307","THEMIS",14,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp karlovich1.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp karlovich1.rp",2,2,1,7,0,0,0,2,5
"9308","ZNF738",1,"rusch.rp",0,0,0,0,0,1,0,0,1
"9309","SLFN11",5,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp karlovich1.rp",1,0,1,2,0,0,0,1,4
"9310","CORO1B",4,"gosch.vp obermoser3.vp karlovich1.vp obermoser3.rp",0,0,1,2,0,0,0,1,3
"9311","FUT10",4,"gosch.vp larocca.vp gomez.rp larocca.rp",1,0,1,0,0,0,2,0,3
"9312","LRRC20",2,"gosch.vp larocca.vp",0,0,1,0,0,0,1,0,2
"9313","MUS81",0,"",0,0,0,0,0,0,0,0,0
"9314","ZNF596",0,"",0,0,0,0,0,0,0,0,0
"9315","CFL1",2,"gosch.vp rusch.rp",0,0,1,0,0,1,0,0,2
"9316","TMCC1",7,"gosch.vp meaburn1.vp dusek.vp karlovich1.vp meaburn1.rp meaburn2.rp dusek.rp",0,3,1,0,2,0,0,1,4
"9317","NAA16",4,"gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp",0,0,1,3,0,0,0,0,2
"9318","EFCAB12",1,"larocca.rp",0,0,0,0,0,0,1,0,1
"9319","FAM192A",1,"gomez.vp",1,0,0,0,0,0,0,0,1
"9320","CBWD1",3,"gomez.vp gosch.vp gomez.rp",2,0,1,0,0,0,0,0,2
"9321","RAB37",7,"meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp obermoser1.rp obermoser3.rp obermoser4.rp",0,1,0,6,0,0,0,0,2
"9322","DCP2",13,"meaburn2.sd karlovich2.sd meaburn1.vp meaburn2.vp obermoser2.vp dusek.vp rusch.vp karlovich1.vp meaburn1.rp meaburn2.rp dusek.rp karlovich1.rp karlovich2.rp",0,5,0,1,2,1,0,4,5
"9323","SNX32",1,"gomez.vp",1,0,0,0,0,0,0,0,1
"9324","RPL38",5,"gosch.vp obermoser3.vp dusek.vp rusch.vp rusch.rp",0,0,1,1,1,2,0,0,4
"9325","RARG",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9326","CES4A",0,"",0,0,0,0,0,0,0,0,0
"9327","SSH3",4,"obermoser1.vp obermoser2.vp obermoser1.rp obermoser2.rp",0,0,0,4,0,0,0,0,1
"9328","CES2",4,"obermoser2.vp obermoser3.vp karlovich1.vp obermoser3.rp",0,0,0,3,0,0,0,1,2
"9329","PDP2",1,"obermoser3.rp",0,0,0,1,0,0,0,0,1
"9330","SP3",6,"meaburn1.vp meaburn2.vp dusek.vp meaburn1.rp meaburn2.rp dusek.rp",0,4,0,0,2,0,0,0,2
"9331","KRT2",2,"gomez.vp gomez.rp",2,0,0,0,0,0,0,0,1
"9332","DMXL1",2,"meaburn1.rp dusek.rp",0,1,0,0,1,0,0,0,2
"9333","METAP1D",0,"",0,0,0,0,0,0,0,0,0
"9334","ZNF621",1,"obermoser3.vp",0,0,0,1,0,0,0,0,1
"9335","EGFL7",1,"gomez.rp",1,0,0,0,0,0,0,0,1
"9336","NADSYN1",3,"obermoser2.vp dusek.vp obermoser2.rp",0,0,0,2,1,0,0,0,2
"9337","DHCR7",2,"obermoser1.vp obermoser2.rp",0,0,0,2,0,0,0,0,1
"9338","NBEA",2,"gosch.vp meaburn1.rp",0,1,1,0,0,0,0,0,2
"9339","RNASEH2C",4,"obermoser3.vp obermoser4.vp karlovich1.vp karlovich2.vp",0,0,0,2,0,0,0,2,2
"9340","MYEOV",4,"gomez.vp gosch.vp gomez.rp gosch.rp",2,0,2,0,0,0,0,0,2
"9341","ANKRD13D",8,"meaburn1.vp meaburn2.vp dusek.vp karlovich1.vp meaburn1.rp meaburn2.rp dusek.rp karlovich1.rp",0,4,0,0,2,0,0,2,3
"9342","MYD88",6,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp meaburn1.rp",0,2,0,3,0,1,0,0,3
"9343","OXSR1",3,"gosch.vp obermoser3.vp karlovich1.vp",0,0,1,1,0,0,0,1,3
"9344","PHF8",0,"",0,0,0,0,0,0,0,0,0
"9345","LCLAT1",14,"gomez.vp meaburn1.vp obermoser1.vp obermoser3.vp obermoser4.vp larocca.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",1,2,0,6,0,1,2,2,6
"9346","MIR4435-2HG",0,"",0,0,0,0,0,0,0,0,0
"9347","XKR3",10,"gomez.vp gosch.vp obermoser1.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser3.rp obermoser4.rp",2,0,2,6,0,0,0,0,3
"9348","AC007318",0,"",0,0,0,0,0,0,0,0,0
"9349","KAT5",1,"obermoser3.rp",0,0,0,1,0,0,0,0,1
"9350","SH3RF3",3,"meaburn2.rp larocca.rp karlovich1.rp",0,1,0,0,0,0,1,1,3
"9351","DCAKD",5,"obermoser2.vp obermoser3.vp rusch.vp obermoser2.rp obermoser3.rp",0,0,0,4,0,1,0,0,2
"9352","TADA2B",0,"",0,0,0,0,0,0,0,0,0
"9353","CCDC96",0,"",0,0,0,0,0,0,0,0,0
"9354","GRK2",1,"rusch.rp",0,0,0,0,0,1,0,0,1
"9355","RELA",2,"obermoser3.vp obermoser3.rp",0,0,0,2,0,0,0,0,1
"9356","ZNF680",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"9357","HECTD4",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"9358","FAM222B",1,"obermoser3.rp",0,0,0,1,0,0,0,0,1
"9359","BNC2",4,"gomez.vp gosch.vp gomez.rp gosch.rp",2,0,2,0,0,0,0,0,2
"9360","HPSE",17,"rusch.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp larocca.vp karlovich1.vp karlovich2.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp karlovich1.rp karlovich2.rp",2,2,1,5,0,2,1,4,7
"9361","COQ2",9,"gomez.vp meaburn2.vp obermoser1.vp obermoser3.vp larocca.vp karlovich1.vp meaburn2.rp karlovich1.rp karlovich2.rp",1,2,0,2,0,0,1,3,5
"9362","HSPA6",21,"meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp karlovich1.vp karlovich2.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",1,3,1,7,1,2,2,4,8
