"","Symbol","Score","Filters","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","karlovich","Study_counts"
"9363","TRMT112",4,"meaburn2.vp obermoser3.vp dusek.vp obermoser3.rp",0,1,0,2,1,0,0,0,3
"9364","LRRN3",18,"gomez.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp karlovich1.rp karlovich2.rp",2,2,1,7,2,1,1,2,8
"9365","KDM2A",3,"karlovich2.vp karlovich1.rp karlovich2.rp",0,0,0,0,0,0,0,3,1
"9366","ADCK5",0,"",0,0,0,0,0,0,0,0,0
"9367","MRPL57",5,"meaburn1.vp obermoser3.vp dusek.vp obermoser3.rp karlovich2.rp",0,1,0,2,1,0,0,1,4
"9368","NOC3L",3,"obermoser1.vp meaburn1.rp obermoser1.rp",0,1,0,2,0,0,0,0,2
"9369","ESRRA",1,"dusek.vp",0,0,0,0,1,0,0,0,1
"9370","COMMD1",2,"meaburn2.vp obermoser1.vp",0,1,0,1,0,0,0,0,2
"9371","MTX1",9,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich1.vp obermoser1.rp obermoser2.rp obermoser3.rp",1,0,0,7,0,0,0,1,3
"9372","PARP14",16,"meaburn1.sd meaburn2.sd gomez.vp gosch.vp obermoser1.vp obermoser4.vp karlovich1.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp karlovich1.rp karlovich2.rp",2,4,2,5,0,0,0,3,5
"9373","CYSLTR1",14,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser4.vp dusek.vp karlovich1.vp gomez.rp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp",2,3,1,5,2,0,0,1,6
"9374","PARP15",6,"gosch.vp meaburn2.vp obermoser4.vp gosch.rp obermoser3.rp obermoser4.rp",0,1,2,3,0,0,0,0,3
"9375","CKS1B",4,"gosch.vp meaburn1.vp karlovich2.vp meaburn1.rp",0,2,1,0,0,0,0,1,3
"9376","ABCD2",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"9377","AHSA2",0,"",0,0,0,0,0,0,0,0,0
"9378","ABLIM3",12,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",1,0,2,8,0,0,1,0,4
"9379","MAB21L3",0,"",0,0,0,0,0,0,0,0,0
"9380","MFSD4B",1,"meaburn2.vp",0,1,0,0,0,0,0,0,1
"9381","VANGL1",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9382","GLRX",8,"gomez.vp meaburn1.vp obermoser2.vp larocca.vp gosch.rp meaburn1.rp larocca.rp karlovich2.rp",1,2,1,1,0,0,2,1,6
"9383","IQCB1",4,"meaburn1.sd gomez.vp meaburn1.vp meaburn1.rp",1,3,0,0,0,0,0,0,2
"9384","GOLGB1",9,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp karlovich2.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,0,8,0,0,0,1,2
"9385","ZNF483",2,"obermoser3.vp obermoser3.rp",0,0,0,2,0,0,0,0,1
"9386","SLC2A14",11,"gosch.vp meaburn1.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser3.rp rusch.rp larocca.rp karlovich2.rp",1,3,2,1,0,1,2,1,7
"9387","GPR137",4,"obermoser1.vp obermoser3.vp obermoser1.rp obermoser2.rp",0,0,0,4,0,0,0,0,1
"9388","MZT2A",5,"karlovich1.vp karlovich2.vp gosch.rp karlovich1.rp karlovich2.rp",0,0,1,0,0,0,0,4,2
"9389","TNKS",0,"",0,0,0,0,0,0,0,0,0
"9390","ZNF449",0,"",0,0,0,0,0,0,0,0,0
"9391","ZBTB21",2,"rusch.rp karlovich2.rp",0,0,0,0,0,1,0,1,2
"9392","PPP1R3B",13,"gomez.vp meaburn1.vp meaburn2.vp obermoser3.vp dusek.vp rusch.vp gomez.rp meaburn1.rp meaburn2.rp obermoser3.rp dusek.rp rusch.rp larocca.rp",2,4,0,2,2,2,1,0,6
"9393","FAM86B3P",4,"dusek.vp larocca.vp karlovich1.vp karlovich1.rp",0,0,0,0,1,0,1,2,3
"9394","MAP3K11",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9395","TRIB1",10,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp karlovich1.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp karlovich1.rp",0,2,0,6,0,0,0,2,3
"9396","KCNK7",0,"",0,0,0,0,0,0,0,0,0
"9397","C1QB",5,"gomez.vp gosch.vp gomez.rp obermoser4.rp larocca.rp",2,0,1,1,0,0,1,0,4
"9398","C1QA",3,"gosch.vp gomez.rp larocca.rp",1,0,1,0,0,0,1,0,3
"9399","DAG1",0,"",0,0,0,0,0,0,0,0,0
"9400","ARV1",2,"karlovich2.vp meaburn1.rp",0,1,0,0,0,0,0,1,2
"9401","NAA20",3,"obermoser4.vp karlovich2.vp karlovich2.rp",0,0,0,1,0,0,0,2,2
"9402","MINOS1",0,"",0,0,0,0,0,0,0,0,0
"9403","EHBP1L1",4,"gosch.vp meaburn1.vp karlovich2.vp meaburn1.rp",0,2,1,0,0,0,0,1,3
"9404","THAP2",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"9405","RNF26",0,"",0,0,0,0,0,0,0,0,0
"9406","PPP1R14B",3,"gosch.vp obermoser1.vp gosch.rp",0,0,2,1,0,0,0,0,2
"9407","SSSCA1",0,"",0,0,0,0,0,0,0,0,0
"9408","SMARCC1",7,"meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp rusch.vp karlovich1.vp meaburn2.rp",0,3,0,2,0,1,0,1,4
"9409","ZNF417",0,"",0,0,0,0,0,0,0,0,0
"9410","PTPRM",12,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp larocca.rp",2,3,2,3,0,0,2,0,5
"9411","VEGFB",4,"gosch.vp obermoser1.vp obermoser2.vp obermoser1.rp",0,0,1,3,0,0,0,0,2
"9412","PEAK1",2,"meaburn2.vp larocca.vp",0,1,0,0,0,0,1,0,2
"9413","TNFRSF10D",2,"karlovich2.vp gosch.rp",0,0,1,0,0,0,0,1,2
"9414","MST1",3,"obermoser1.vp obermoser1.rp obermoser4.rp",0,0,0,3,0,0,0,0,1
"9415","TNFRSF10C",12,"gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp dusek.vp rusch.vp meaburn1.rp obermoser1.rp obermoser2.rp dusek.rp karlovich1.rp karlovich2.rp",0,2,1,4,2,1,0,2,6
"9416","GMPPB",2,"gosch.vp obermoser4.rp",0,0,1,1,0,0,0,0,2
"9417","MOB1B",1,"karlovich2.rp",0,0,0,0,0,0,0,1,1
"9418","ZNF622",2,"dusek.vp karlovich2.vp",0,0,0,0,1,0,0,1,2
"9419","SNX33",0,"",0,0,0,0,0,0,0,0,0
"9420","NABP1",6,"meaburn1.sd obermoser1.vp obermoser2.vp meaburn1.rp meaburn2.rp obermoser1.rp",0,3,0,3,0,0,0,0,2
"9421","CHD2",9,"gosch.vp meaburn2.vp obermoser1.vp obermoser3.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp dusek.rp",0,3,1,4,1,0,0,0,4
"9422","CCDC106",1,"obermoser1.rp",0,0,0,1,0,0,0,0,1
"9423","CCR9",1,"dusek.vp",0,0,0,0,1,0,0,0,1
"9424","CEP83",0,"",0,0,0,0,0,0,0,0,0
"9425","SULT1B1",12,"meaburn2.sd gomez.vp meaburn1.vp obermoser3.vp obermoser4.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp larocca.rp karlovich2.rp",2,4,0,4,0,0,1,1,5
"9426","NUDT4",14,"gomez.vp gosch.vp obermoser1.vp dusek.vp rusch.vp karlovich1.vp karlovich2.vp gomez.rp gosch.rp meaburn2.rp dusek.rp rusch.rp karlovich1.rp karlovich2.rp",2,1,2,1,2,2,0,4,7
"9427","PC",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"9428","SCAI",0,"",0,0,0,0,0,0,0,0,0
"9429","NMNAT1",1,"rusch.vp",0,0,0,0,0,1,0,0,1
"9430","LRFN4",2,"gosch.vp larocca.vp",0,0,1,0,0,0,1,0,2
"9431","TRAPPC3L",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"9432","SLC19A1",10,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp karlovich1.rp",0,3,0,6,0,0,0,1,3
"9433","RCE1",2,"obermoser3.vp obermoser3.rp",0,0,0,2,0,0,0,0,1
"9434","UQCRH",8,"gosch.vp meaburn1.vp obermoser1.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp dusek.rp",0,3,1,3,1,0,0,0,4
"9435","EIF1AX",8,"obermoser1.vp obermoser3.vp karlovich1.vp meaburn1.rp meaburn2.rp obermoser3.rp dusek.rp karlovich1.rp",0,2,0,3,1,0,0,2,4
"9436","CXorf23",0,"",0,0,0,0,0,0,0,0,0
"9437","PSMD1",2,"obermoser3.vp rusch.vp",0,0,0,1,0,1,0,0,2
"9438","HEG1",0,"",0,0,0,0,0,0,0,0,0
"9439","C11orf80",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"9440","TOMM20",4,"obermoser2.vp dusek.vp obermoser1.rp dusek.rp",0,0,0,2,2,0,0,0,2
"9441","CMB9-22P13",2,"gomez.vp gomez.rp",2,0,0,0,0,0,0,0,1
"9442","AGFG1",3,"obermoser4.vp obermoser4.rp rusch.rp",0,0,0,2,0,1,0,0,2
"9443","STAT5B",6,"meaburn1.vp meaburn2.vp obermoser1.vp dusek.vp obermoser1.rp dusek.rp",0,2,0,2,2,0,0,0,3
"9444","CD7",12,"obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp larocca.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp larocca.rp",0,0,0,7,2,1,2,0,4
"9445","CNP",4,"gomez.vp gosch.vp karlovich1.vp karlovich2.vp",1,0,1,0,0,0,0,2,3
"9446","JUP",15,"meaburn1.sd gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",1,4,1,7,0,0,2,0,5
"9447","EIF1",9,"gomez.vp meaburn2.vp obermoser1.vp obermoser4.vp dusek.vp rusch.vp karlovich1.vp karlovich2.vp karlovich1.rp",1,1,0,2,1,1,0,3,6
"9448","ENDOV",2,"rusch.vp gosch.rp",0,0,1,0,0,1,0,0,2
"9449","RNF213",20,"meaburn2.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp karlovich2.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp karlovich1.rp karlovich2.rp",1,5,1,8,2,0,0,3,6
"9450","TIGD3",4,"gosch.vp meaburn2.vp meaburn1.rp meaburn2.rp",0,3,1,0,0,0,0,0,2
"9451","PLK3",0,"",0,0,0,0,0,0,0,0,0
"9452","NET1",12,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp larocca.rp karlovich2.rp",1,2,1,5,0,1,1,1,7
"9453","DPY19L1",9,"gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",1,1,0,7,0,0,0,0,3
"9454","PHOSPHO1",8,"gosch.vp obermoser1.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp",1,0,2,5,0,0,0,0,3
"9455","ZNF791",4,"meaburn2.vp obermoser3.vp obermoser3.rp dusek.rp",0,1,0,2,1,0,0,0,3
"9456","PHC3",6,"gosch.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser3.rp obermoser4.rp",0,1,1,4,0,0,0,0,3
"9457","GPR160",10,"gomez.vp obermoser1.vp obermoser2.vp karlovich1.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp larocca.rp karlovich1.rp",2,1,0,4,0,0,1,2,5
"9458","GOLIM4",3,"obermoser2.vp obermoser4.vp rusch.rp",0,0,0,2,0,1,0,0,2
"9459","RBM4B",2,"meaburn2.vp obermoser2.vp",0,1,0,1,0,0,0,0,2
"9460","USMG5",0,"",0,0,0,0,0,0,0,0,0
"9461","HOXB2",17,"gomez.sd meaburn2.sd gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp",2,4,1,8,0,1,1,0,6
"9462","MARCH3",0,"",0,0,0,0,0,0,0,0,0
"9463","SWSAP1",2,"obermoser3.vp obermoser3.rp",0,0,0,2,0,0,0,0,1
"9464","SLCO4C1",7,"meaburn2.vp obermoser1.vp obermoser3.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp",0,3,1,3,0,0,0,0,3
"9465","RBM4",7,"gomez.vp obermoser2.vp obermoser3.vp dusek.vp obermoser3.rp dusek.rp rusch.rp",1,0,0,3,2,1,0,0,4
"9466","XXYLT1",5,"gosch.vp obermoser2.vp obermoser3.vp obermoser2.rp obermoser4.rp",0,0,1,4,0,0,0,0,2
"9467","UBXN2A",3,"dusek.vp obermoser1.rp obermoser4.rp",0,0,0,2,1,0,0,0,2
"9468","LRRC63",0,"",0,0,0,0,0,0,0,0,0
"9469","CCS",7,"meaburn1.vp obermoser1.vp obermoser4.vp dusek.vp rusch.vp obermoser1.rp obermoser4.rp",0,1,0,4,1,1,0,0,4
"9470","NRROS",5,"gosch.vp obermoser1.vp obermoser3.vp rusch.vp obermoser3.rp",0,0,1,3,0,1,0,0,3
"9471","CEP19",18,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp karlovich1.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp larocca.rp karlovich1.rp karlovich2.rp",1,2,1,8,2,0,1,3,7
"9472","KLHL15",3,"obermoser4.vp meaburn1.rp obermoser4.rp",0,1,0,2,0,0,0,0,2
"9473","FBXO45",0,"",0,0,0,0,0,0,0,0,0
"9474","GNG5",0,"",0,0,0,0,0,0,0,0,0
"9475","FAM3C2",0,"",0,0,0,0,0,0,0,0,0
"9476","SLC25A30",1,"rusch.rp",0,0,0,0,0,1,0,0,1
"9477","CTSF",4,"obermoser1.vp larocca.vp obermoser1.rp larocca.rp",0,0,0,2,0,0,2,0,2
"9478","MSRB3",7,"gomez.vp obermoser1.vp obermoser3.vp obermoser4.vp obermoser1.rp obermoser3.rp obermoser4.rp",1,0,0,6,0,0,0,0,2
"9479","LEMD3",8,"obermoser2.sd obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser2.rp",0,2,0,6,0,0,0,0,2
"9480","C16orf91",0,"",0,0,0,0,0,0,0,0,0
"9481","TLR10",8,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp gomez.rp meaburn1.rp obermoser1.rp obermoser4.rp",2,2,1,3,0,0,0,0,4
"9482","TLR1",14,"gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp rusch.vp karlovich2.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp rusch.rp karlovich1.rp karlovich2.rp",0,4,1,4,0,2,0,3,5
"9483","TLR6",7,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,0,7,0,0,0,0,1
"9484","FAM174A",11,"gosch.vp meaburn1.vp obermoser1.vp obermoser3.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",0,3,1,6,0,0,1,0,4
"9485","RGMB",6,"gomez.vp obermoser4.vp gomez.rp obermoser1.rp obermoser3.rp obermoser4.rp",2,0,0,4,0,0,0,0,2
"9486","FAM53A",1,"meaburn2.vp",0,1,0,0,0,0,0,0,1
"9487","CYB561D1",1,"karlovich2.vp",0,0,0,0,0,0,0,1,1
"9488","ZDHHC24",0,"",0,0,0,0,0,0,0,0,0
"9489","RP11-23P13",0,"",0,0,0,0,0,0,0,0,0
"9490","TRMT10C",0,"",0,0,0,0,0,0,0,0,0
"9491","SELP",13,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp rusch.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp karlovich1.rp",2,0,1,7,0,1,1,1,6
"9492","CTU2",0,"",0,0,0,0,0,0,0,0,0
"9493","MGA",7,"dusek.vp rusch.vp karlovich1.vp karlovich2.vp dusek.rp rusch.rp karlovich1.rp",0,0,0,0,2,2,0,3,3
"9494","C12orf66",0,"",0,0,0,0,0,0,0,0,0
"9495","PIGG",1,"rusch.rp",0,0,0,0,0,1,0,0,1
"9496","PRPF8",0,"",0,0,0,0,0,0,0,0,0
"9497","PITPNA",5,"gomez.vp rusch.vp karlovich1.vp karlovich2.vp karlovich2.rp",1,0,0,0,0,1,0,3,3
"9498","DDX23",4,"meaburn1.vp meaburn2.vp rusch.vp meaburn2.rp",0,3,0,0,0,1,0,0,2
"9499","ZNF80",4,"obermoser1.vp dusek.vp obermoser1.rp larocca.rp",0,0,0,2,1,0,1,0,3
"9500","ZNHIT2",0,"",0,0,0,0,0,0,0,0,0
"9501","ZBTB4",4,"obermoser1.vp rusch.vp karlovich2.vp karlovich2.rp",0,0,0,1,0,1,0,2,3
"9502","TNK1",0,"",0,0,0,0,0,0,0,0,0
"9503","ZHX3",0,"",0,0,0,0,0,0,0,0,0
"9504","PHLDA3",0,"",0,0,0,0,0,0,0,0,0
"9505","SLC16A11",0,"",0,0,0,0,0,0,0,0,0
"9506","SLC16A13",2,"obermoser4.vp obermoser4.rp",0,0,0,2,0,0,0,0,1
"9507","STAG3L3",0,"",0,0,0,0,0,0,0,0,0
"9508","SNHG11",1,"obermoser3.vp",0,0,0,1,0,0,0,0,1
"9509","RALGAPA1",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9510","LIG4",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"9511","GTF2IRD2B",0,"",0,0,0,0,0,0,0,0,0
"9512","ATP2A2",4,"gosch.vp rusch.vp larocca.vp rusch.rp",0,0,1,0,0,2,1,0,3
"9513","ZWILCH",0,"",0,0,0,0,0,0,0,0,0
"9514","RPL4",8,"gomez.vp gosch.vp obermoser1.vp obermoser4.vp karlovich1.vp obermoser1.rp obermoser3.rp dusek.rp",1,0,1,4,1,0,0,1,5
"9515","SNAPC5",5,"dusek.vp karlovich2.vp meaburn1.rp dusek.rp karlovich2.rp",0,1,0,0,2,0,0,2,3
"9516","C12orf76",4,"obermoser1.vp obermoser4.vp dusek.vp gosch.rp",0,0,1,2,1,0,0,0,3
"9517","CNTNAP2",12,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp larocca.vp gomez.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",1,0,1,8,0,0,2,0,4
"9518","DENND4A",3,"meaburn1.vp gosch.rp meaburn1.rp",0,2,1,0,0,0,0,0,2
"9519","GCSAM",2,"gomez.vp meaburn1.vp",1,1,0,0,0,0,0,0,2
"9520","ANKRD36C",3,"gomez.vp gosch.vp larocca.rp",1,0,1,0,0,0,1,0,3
"9521","MFSD4A",1,"meaburn2.rp",0,1,0,0,0,0,0,0,1
"9522","PELI3",0,"",0,0,0,0,0,0,0,0,0
"9523","TMEM81",0,"",0,0,0,0,0,0,0,0,0
"9524","MRPL11",3,"obermoser1.vp obermoser3.vp obermoser4.rp",0,0,0,3,0,0,0,0,1
"9525","AKIRIN1",7,"meaburn1.vp meaburn2.vp obermoser4.vp meaburn1.rp obermoser3.rp obermoser4.rp dusek.rp",0,3,0,3,1,0,0,0,3
"9526","MSL2",4,"obermoser2.vp dusek.vp obermoser2.rp dusek.rp",0,0,0,2,2,0,0,0,2
"9527","CMKLR1",6,"gomez.vp obermoser1.vp gomez.rp gosch.rp obermoser1.rp obermoser4.rp",2,0,1,3,0,0,0,0,3
"9528","ANGEL2",2,"obermoser1.vp meaburn1.rp",0,1,0,1,0,0,0,0,2
"9529","UGT8",1,"meaburn1.rp",0,1,0,0,0,0,0,0,1
"9530","KY",1,"larocca.rp",0,0,0,0,0,0,1,0,1
"9531","IQCK",0,"",0,0,0,0,0,0,0,0,0
"9532","ZNF266",17,"obermoser4.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp karlovich1.vp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",1,1,2,9,2,0,1,1,7
"9533","SLC29A2",1,"gosch.rp",0,0,1,0,0,0,0,0,1
"9534","BRSK2",0,"",0,0,0,0,0,0,0,0,0
"9535","B4GAT1",0,"",0,0,0,0,0,0,0,0,0
"9536","TMEM167A",4,"gosch.vp dusek.vp dusek.rp karlovich1.rp",0,0,1,0,2,0,0,1,3
"9537","KIAA1551",1,"larocca.rp",0,0,0,0,0,0,1,0,1
"9538","LARP7",2,"gosch.vp rusch.rp",0,0,1,0,0,1,0,0,2
"9539","FGFBP3",1,"gomez.rp",1,0,0,0,0,0,0,0,1
"9540","NR1D2",5,"obermoser4.vp obermoser1.rp obermoser2.rp obermoser4.rp larocca.rp",0,0,0,4,0,0,1,0,2
"9541","BRMS1",0,"",0,0,0,0,0,0,0,0,0
"9542","RPL15",6,"obermoser1.vp obermoser2.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp",0,2,0,4,0,0,0,0,2
"9543","C4orf32",1,"larocca.rp",0,0,0,0,0,0,1,0,1
"9544","HRAS",1,"obermoser1.rp",0,0,0,1,0,0,0,0,1
"9545","WDR49",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9546","SRP72",5,"gosch.vp obermoser4.vp dusek.vp dusek.rp rusch.rp",0,0,1,1,2,1,0,0,4
"9547","RIN1",5,"gomez.vp gosch.vp dusek.vp larocca.vp larocca.rp",1,0,1,0,1,0,2,0,4
"9548","THAP6",1,"rusch.vp",0,0,0,0,0,1,0,0,1
"9549","CEP135",0,"",0,0,0,0,0,0,0,0,0
"9550","CD248",12,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",1,0,2,8,0,0,1,0,4
"9551","ADGRE1",14,"karlovich2.sd gomez.vp obermoser2.vp karlovich1.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp karlovich1.rp karlovich2.rp",2,2,0,5,0,0,1,4,5
"9552","DENND6A",0,"",0,0,0,0,0,0,0,0,0
"9553","PDE12",1,"rusch.rp",0,0,0,0,0,1,0,0,1
"9554","GLMN",0,"",0,0,0,0,0,0,0,0,0
"9555","YIF1A",1,"rusch.vp",0,0,0,0,0,1,0,0,1
"9556","NLRP6",0,"",0,0,0,0,0,0,0,0,0
"9557","NDUFA11",2,"obermoser3.vp obermoser3.rp",0,0,0,2,0,0,0,0,1
"9558","RSRC1",17,"obermoser2.sd gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp karlovich1.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp karlovich1.rp",0,4,2,8,0,1,0,2,5
"9559","RAB1B",2,"obermoser3.vp obermoser3.rp",0,0,0,2,0,0,0,0,1
"9560","PTDSS2",0,"",0,0,0,0,0,0,0,0,0
"9561","C19orf70",0,"",0,0,0,0,0,0,0,0,0
"9562","KCTD13",0,"",0,0,0,0,0,0,0,0,0
"9563","P2RY14",14,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",2,3,2,7,0,0,0,0,4
"9564","AMZ1",0,"",0,0,0,0,0,0,0,0,0
"9565","GPR171",7,"gomez.vp dusek.vp karlovich2.vp meaburn2.rp dusek.rp karlovich1.rp karlovich2.rp",1,1,0,0,2,0,0,3,4
"9566","DHX36",2,"rusch.rp karlovich1.rp",0,0,0,0,0,1,0,1,2
"9567","AC026271",0,"",0,0,0,0,0,0,0,0,0
"9568","FBXW8",2,"gomez.vp gosch.vp",1,0,1,0,0,0,0,0,2
"9569","KLC2",1,"gosch.vp",0,0,1,0,0,0,0,0,1
"9570","SLC22A1",2,"larocca.vp larocca.rp",0,0,0,0,0,0,2,0,1
"9571","CTBP2",11,"gosch.vp meaburn2.vp rusch.vp karlovich1.vp karlovich2.vp gosch.rp meaburn1.rp meaburn2.rp rusch.rp karlovich1.rp karlovich2.rp",0,3,2,0,0,2,0,4,4
"9572","CHST2",7,"gosch.vp karlovich1.vp karlovich2.vp gosch.rp dusek.rp karlovich1.rp karlovich2.rp",0,0,2,0,1,0,0,4,3
"9573","ZDHHC14",5,"gosch.vp obermoser1.vp gosch.rp obermoser1.rp obermoser2.rp",0,0,2,3,0,0,0,0,2
"9574","ATR",6,"karlovich2.vp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp karlovich2.rp",0,0,0,3,0,1,0,2,3
"9575","LRRC75A-AS1",0,"",0,0,0,0,0,0,0,0,0
"9576","UBE2C",7,"gomez.vp gosch.vp obermoser1.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser4.rp",1,1,1,4,0,0,0,0,4
"9577","GK5",11,"meaburn1.vp obermoser2.vp obermoser4.vp karlovich2.vp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp karlovich2.rp",0,2,1,5,0,1,0,2,5
"9578","VCPIP1",5,"meaburn2.vp rusch.vp karlovich2.vp meaburn2.rp rusch.rp",0,2,0,0,0,2,0,1,3
"9579","PDIK1L",0,"",0,0,0,0,0,0,0,0,0
"9580","TRAF6",1,"larocca.vp",0,0,0,0,0,0,1,0,1
"9581","ZNF654",4,"obermoser3.vp meaburn1.rp meaburn2.rp obermoser3.rp",0,2,0,2,0,0,0,0,2
"9582","TVP23C",5,"obermoser2.vp obermoser3.vp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,0,5,0,0,0,0,1
"9583","MRPS22",5,"meaburn1.vp obermoser4.vp karlovich1.vp karlovich2.vp karlovich2.rp",0,1,0,1,0,0,0,3,3
"9584","PACS1",0,"",0,0,0,0,0,0,0,0,0
"9585","MARCKSL1",1,"obermoser4.vp",0,0,0,1,0,0,0,0,1
"9586","SH3BP5L",2,"obermoser2.vp obermoser2.rp",0,0,0,2,0,0,0,0,1
"9587","YPEL2",1,"meaburn2.rp",0,1,0,0,0,0,0,0,1
"9588","ABO",4,"gomez.vp gosch.vp gomez.rp larocca.rp",2,0,1,0,0,0,1,0,3
