"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"24148","ZNF436",33.45,19.02,79.24,18.08,28.6,22.52,20.45,47.22,22.15,22.15
"14593","NRDC",0.44,2.72,19.87,85.92,58.75,86.02,46.89,98.29,22.16,22.16
"9513","L4_B_Mam.RTE.X.LINE",15.51,10.77,76.32,21.55,94.67,16.44,13.64,78.38,22.16,22.16
"18447","RP11.143J12.2",57.21,37.6,90.21,22.66,43.69,10.25,9.56,42.43,22.16,22.16
"17207","RHOJ",14.49,7.78,82.62,25.02,84.52,32.29,21.35,50.13,22.17,22.17
"6485","FLJ46552",96.23,86.82,96.11,0.5,43.69,71.25,92.73,6.64,22.17,22.17
"24343","ZNF675",50.7,40.51,68.07,31.63,94.04,22.37,23.59,8.5,22.18,22.18
"12033","LTR8B.ERV1.LTR",12.42,5.35,86.1,23.8,81.51,29.88,18.21,69.51,22.18,22.18
"20039","SLC7A9",75.77,45.93,97.08,9.91,79.09,8.09,11.56,46.15,22.18,22.18
"24338","ZNF671",4.39,4.35,43.86,57.36,29.45,46.81,28.39,76.41,22.19,22.19
"1344","ARIH2",1.96,3.62,34.6,67.28,52.09,67.69,45.69,67.95,22.19,22.19
"22588","TRPV1",44.98,27.06,84.83,24.91,17.06,20.49,19.87,29.72,22.2,22.2
"18984","RSBN1L.AS1",63.72,42.42,93.85,16.55,43.69,10.25,9.56,44.07,22.2,22.2
"10583","LOC101927471",95.73,86.23,95.56,1.64,43.69,36.1,74.07,5.7,22.21,22.21
"6839","GCC1",2.48,4.93,32.54,51.08,56.88,52.18,32.65,86.42,22.21,22.21
"12562","MER31A.ERV1.LTR",1.19,2.4,33.77,78.69,91.52,76.43,26.75,78.76,22.21,22.21
"21956","TMEM45A",53.94,37.14,60.94,28.09,70.37,22.8,22.17,15.33,22.22,22.22
"10791","LOC101928588",39.75,28.1,70.69,26.03,43.69,10.25,9.56,66.05,22.22,22.22
"14312","NFE2L1",5.41,3.91,65.38,40.74,49.55,37.32,23.39,84.35,22.23,22.23
"16596","PTMAP4",80.29,72.43,73.89,15.66,10.95,14.21,44.46,13.44,22.23,22.23
"24015","ZNF230",44.37,35.93,68.62,24.67,50.93,17.48,16.51,32.88,22.23,22.23
"23491","WNK2",88.41,84.38,63.04,30.32,4.8,15.55,17.66,13.51,22.24,22.24
"22587","TRPT1",3.87,4.86,48.69,57.53,51.99,40.81,22.36,81.44,22.24,22.24
"21473","TEX13A",58.59,37.8,94.99,10.27,23.84,17.75,16.9,42.44,22.25,22.25
"18105","RP11-488L18.4",44.76,38.94,48.57,19.71,10.95,17.93,18.64,52.11,22.25,22.25
"20558","SOWAHD",34.15,21.59,74.12,25.68,32.99,23.53,18.67,37.15,22.25,22.25
"18229","RP11-641D5.1",80.5,66.92,84.88,19.31,10.95,13.96,42.25,10.56,22.26,22.26
"14350","NHLRC1",83.41,74.39,78.37,11.31,64.77,13.78,21.41,18.95,22.26,22.26
"21960","TMEM5.AS1",69.93,63.85,69.87,17.13,74.25,14.8,29.98,12.39,22.27,22.27
"16186","PPP2R2D",10.29,9.2,56.38,40.08,50.69,37.57,24.59,53.77,22.27,22.27
"11153","LOC102723997",93.88,83.45,95.65,1.69,43.69,36,73.14,6.01,22.27,22.27
"11337","LOC102724942",95.46,91.3,75.01,41.41,43.69,10.25,9.56,9.99,22.28,22.28
"3446","CHAF1A",28.89,17.46,66.24,25.62,75.39,22.27,15.51,48.33,22.28,22.28
"21911","TMEM242",21.7,9.37,81.54,18.28,74.03,27.88,20.34,56.82,22.29,22.29
"10575","LOC101927432",91.59,88.67,64.78,28.93,43.69,10.25,9.56,16.98,22.29,22.29
"3431","CH17-189H20.1",3.4,55.21,1.36,86.92,10.95,96.18,84.63,53.16,22.29,22.29
"6282","FBXO46",6.97,2.74,74.5,31.83,48.6,41.22,28.41,82.5,22.3,22.3
"2579","CACNA1F",82.11,81.35,32.26,17.35,60.26,20.17,29.54,12.04,22.3,22.3
"2430","C3orf58",13.6,8.08,30.3,59.39,6.28,33.5,29.34,68.72,22.31,22.31
"8244","ICMT",5.73,4.31,68.2,45.69,69.95,37.8,21.78,72.29,22.31,22.31
"21702","TLK2",13.94,4.15,81.95,36.2,34.92,25.5,20.42,73.63,22.31,22.31
"23274","VN1R4",52.1,30.11,97.21,21.65,18.68,16.06,16.37,31.63,22.32,22.32
"18785","RPL23AP82",42.16,24.5,87.5,10.41,54.35,23.18,24.69,42.46,22.32,22.32
"3600","CICP14",82.59,67.1,88.18,6.5,10.95,7.88,20.14,48.37,22.33,22.33
"2247","C17orf80",13.8,12.21,31.96,19.21,35.07,52.24,39.76,58.27,22.33,22.33
"19399","SEP15",16.68,13.76,40.14,21.13,10.95,29.36,20.6,92.35,22.34,22.34
"20725","SPRY3",55.96,49.38,34.52,30.66,59.51,15.48,13.75,35.62,22.34,22.34
"20340","SNORD11",94.82,84.31,96.05,1.82,43.69,39.79,77.02,4.6,22.34,22.34
"19785","SLC22A20",83.77,77.08,72.44,21.23,43.69,10.25,9.56,24.92,22.35,22.35
"19343","SECISBP2",2.26,2.27,53.39,50.88,62.83,57.9,33.31,89.87,22.35,22.35
"915","AluYf1.Alu.SINE",51.99,50.26,50.21,15.09,1.82,13.16,16.43,87.5,22.36,22.36
"18526","RP11.692N5.1",91.07,82.33,90.19,17.36,43.69,10.25,9.56,20.46,22.36,22.36
"21252","TAS2R10",77.46,43.15,99.06,30.95,81.41,17.44,15.07,7.33,22.36,22.36
"22751","TUBA3C",5.41,4.56,71.8,54.78,65.37,38.76,19.49,67.91,22.37,22.37
"19455","SERPINA2",55.62,52.28,56.78,15.58,54.97,13.45,17.02,41.59,22.37,22.37
"6817","GATS",5.92,6.44,36.57,52.34,6.28,65.95,35.49,65.55,22.38,22.38
"21902","TMEM232",94.31,87.8,86.15,3.69,43.69,27.01,37.45,13.05,22.38,22.38
"21451","TEPP",92.07,83.27,91.15,39.03,43.69,10.25,9.56,9.73,22.38,22.38
"13029","MIR3679",69.28,61.45,71,9.51,17.74,28.29,28.07,20.55,22.39,22.39
"11967","LTR52.int.ERVL.LTR",74.82,61.15,86.41,16.17,18.98,15.4,30.79,13.66,22.39,22.39
"23206","VARS",24.23,20.49,51.07,22.28,91.39,13.47,12.91,78.9,22.4,22.4
"8701","IRGM",94.99,91.19,65.15,23.68,17.74,25.61,36.02,3.77,22.4,22.4
"11320","LOC102724831",79.36,69.59,75.68,20.05,43.69,10.25,9.56,29.05,22.4,22.4
"16219","PPT2",29.04,26.46,39.97,41.86,92.15,21.04,18.69,29.59,22.41,22.41
"4544","CYP2C8",69.81,48.73,97.58,16.48,28.19,16.96,15.09,20.47,22.41,22.41
"24185","ZNF491",76.09,63.64,64.25,16.63,36.67,17.5,25.08,15.15,22.42,22.42
"7805","HIC1",24.95,16.87,54.51,35.34,37.21,31.83,27.67,32.23,22.42,22.42
"9682","LHFPL3",95.86,71.97,98.11,9.63,23.84,6.19,7.16,48.15,22.42,22.42
"10374","LOC100506548",3.36,8.38,18.59,94.44,87.9,36.6,19.34,67.49,22.43,22.43
"8853","Kanga2_a.TcMar.Tc2.DNA",28.05,15.15,87.99,17.12,97.95,14.48,12.97,58.07,22.43,22.43
"24409","ZNF770",12.03,9.38,61.33,34.9,52.45,35.19,28.11,50.57,22.44,22.44
"5107","DPF3",15.85,10.11,48.44,48.59,69.96,40.36,41.16,28.16,22.44,22.44
"2563","CABLES1",98.39,85.24,86.45,12.21,84.4,6.87,12.53,21.8,22.45,22.45
"11098","LOC102723765",97.74,97,8.63,68.86,43.69,69.16,94.25,0.86,22.45,22.45
"12277","MAP9",64.13,45.82,84.14,23.37,60.35,19.3,21.68,12.17,22.45,22.45
"11764","LSM1",4.8,4.42,47.35,48.32,73.14,30.76,22.9,89.9,22.46,22.46
"24254","ZNF570",49.18,36.83,72.18,19.56,34.54,24,21.37,23.54,22.46,22.46
"10994","LOC101930357",94.43,90.95,69.4,32.51,43.69,10.25,9.56,13.88,22.47,22.47
"3138","CDC37L1",33.42,18.15,71.69,24.93,83.94,19.72,20.27,37.15,22.47,22.47
"6784","GARIN1B",53.6,30.85,97.18,17.84,33.18,39.94,37.14,8.54,22.47,22.47
"8905","KCNC4",36.77,26.9,77.89,15.06,65.45,21,19.2,42.37,22.48,22.48
"13027","MIR3671",74.97,58.2,86.16,16.43,17.74,8.15,12.12,39.16,22.48,22.48
"19195","SCARA5",95.26,93.24,54.27,71.76,43.69,10.25,9.56,7.9,22.49,22.49
"2496","C7orf49",7.64,9.22,18.71,39.21,52.52,51.1,31.39,74.47,22.49,22.49
"916","AluYg6.Alu.SINE",89.62,85.9,64.75,2.78,32.55,7.2,14.21,71.75,22.49,22.49
"18969","RRP1",21.86,5.46,85.89,24.29,32.06,25.65,20.26,68.44,22.5,22.5
"19668","SIKE1",26.27,21.1,70.24,33.62,68.35,37.32,28.7,18.16,22.5,22.5
"11111","LOC102723820",58.61,43.67,80.04,21.13,43.69,10.25,9.56,45.56,22.51,22.51
"4250","CTC-490G23.2",43.67,93.92,0.04,96.17,97.04,97.25,95.15,61.72,22.51,22.51
"12037","LTR91.ERVL.LTR",74.23,58.94,88.4,9.69,98.22,7.97,13.67,27.98,22.51,22.51
"5928","FAM122C",47.46,36.44,43.72,20.41,6.28,20.59,21.88,48.39,22.52,22.52
"19871","SLC2A10",97.2,92.89,86.5,3.84,43.69,37.23,79.25,3.9,22.52,22.52
"1062","ANKRD7",35.23,23.09,84.12,11.66,99.45,23.2,21.32,26.25,22.53,22.53
"11349","LOC105369213",56.39,19.89,99.12,32.5,3.67,20.22,20.61,27.02,22.53,22.53
"20918","STARD9",31.36,27.06,68.72,23.43,24.16,22.89,24.04,35.89,22.53,22.53
"23608","XPO5",5.27,6.19,59.43,46.22,15.96,44.89,28.05,72.71,22.54,22.54
"16124","PPM1B",3.06,2.43,55.5,42.28,52.97,44.75,38.42,94.09,22.54,22.54
"11140","LOC102723954",46.04,29.67,82.49,26.68,43.69,10.25,9.56,54.38,22.55,22.55
"22465","TRIM39",7.07,4.33,67.42,42.08,72.57,39.85,25.13,64.91,22.55,22.55
"11054","LOC102723580",63.77,87.84,2.49,79.68,43.69,10.25,9.56,84.04,22.56,22.56
"1788","BARX2",87.72,82.29,72.41,13.24,30.26,7.2,12.76,35.24,22.56,22.56
"5790","ETV2",99.34,91.98,95.5,11.16,34.64,6.47,7.73,29.61,22.56,22.56
"18515","RP11.58E21.3",64.55,50.02,79.94,20.57,43.69,10.25,9.56,40.35,22.57,22.57
"5758","ESCO2",80.53,92.74,6,98.11,43.69,10.25,9.56,29.69,22.57,22.57
"7918","HLA-DQB1",17.14,99.64,0.03,99.78,38.68,99.8,99.64,82.17,22.58,22.58
"10348","LOC100506083",46.55,38.36,84.83,4.23,82.32,33.86,46.61,23.42,22.58,22.58
"10724","LOC101928230",40.35,27.6,84.38,16.21,24.44,22.01,17.79,42.36,22.58,22.58
"17226","Ricksha_c.MULE.MuDR.DNA",18.14,13.71,72.72,43.19,1.82,31.67,23.92,62.97,22.59,22.59
"12849","MIA3",7.99,15.51,37.22,36.44,52.76,32.67,26.67,61.74,22.59,22.59
"20436","SNORD74",89.06,75.94,95.51,1.23,43.69,30.05,55.41,16.18,22.6,22.6
"11158","LOC102724009",46.01,50.94,48.9,10.19,4.8,70.24,77.2,11.05,22.6,22.6
"1136","AP001462.6",87.37,80.7,77.64,20.29,97.19,14.55,65.62,2.05,22.6,22.6
"2492","C7orf26",9.31,6.06,50.45,27.02,24.01,45.28,31.1,74.85,22.61,22.61
"8346","IGFBP6",67.14,46.2,88.16,13.46,68.82,14.92,14.22,32.09,22.61,22.61
"6335","FDX2",19.91,10.26,85.1,26.74,34.86,23.48,20.12,56.31,22.62,22.62
"23634","XXYLT1.AS2",96.71,91.38,88.59,0.5,43.69,63.48,91.99,8.57,22.62,22.62
"18077","RP11-471B22.2",87.9,81.7,76.83,27.45,10.95,17.82,72.76,2.93,22.62,22.62
"2158","C11orf95",42.89,36.7,61.38,21.02,19.05,20,18.56,39.56,22.63,22.63
"2574","CACNA1C-AS2",84.35,74.54,81.29,22.67,10.95,15.31,60.32,5.62,22.63,22.63
"24295","ZNF611",26.69,26.22,59.22,22.38,22.04,25.1,25.29,42.06,22.64,22.64
"19525","SFSWAP",21.72,9.85,57.55,20.56,20.44,23.68,21.62,81.42,22.64,22.64
"22977","UCON132b.hAT.Tip100.DNA",13.53,14.06,51.51,52.13,1.82,52.37,34.89,50.95,22.64,22.64
"23049","UNC5B",2.55,6.1,18.47,70.96,90.14,53.17,39.55,66.36,22.65,22.65
"320","AC097495.2",75.14,70.56,59.9,6.5,10.95,22.4,69.8,17.21,22.65,22.65
"14607","NRN1",93.42,90.58,20.85,49.09,6.28,37.86,55.4,3.25,22.66,22.66
"18040","RP11-44F14.6",54.45,44.93,62.11,15.8,10.95,15.74,20.35,47.72,22.66,22.66
"15477","PEX19",6.63,2.86,73.31,42.35,33.07,41.18,25.7,79.8,22.67,22.67
"10528","LOC101927116",79.78,63.28,93.81,12.99,43.69,10.25,9.56,36.43,22.67,22.67
"4984","DNAI4",12.72,12.72,78.71,35.76,29.22,47.74,44.85,24.97,22.67,22.67
"11540","LOC644961",39.73,22.46,83.88,40.12,43.69,10.25,9.56,54.03,22.68,22.68
"16952","RASIP1",86.34,79.74,76.08,28.32,1.82,25.89,74.54,3.81,22.68,22.68
"18715","RP6.109B7.3",41.53,42.25,30.02,19.22,99.22,10.25,9.56,58.47,22.69,22.69
"18968","RRNAD1",9.65,6.62,66.07,46.19,6.28,44.08,28.62,62.67,22.69,22.69
"15383","PDF",25.68,14.9,63.79,21.46,24.51,26.58,23.85,53.61,22.69,22.69
"6128","FAM66C",68.74,48.77,63.52,21.69,20.59,18.17,21.24,20.98,22.7,22.7
"7317","GRIK5",57.89,39.75,78.4,21.7,80.54,17.81,22.78,16.04,22.7,22.7
"10371","LOC100506518",50.56,41.99,58.29,31.33,43.69,10.25,9.56,49.86,22.71,22.71
"6985","GLI4",69.25,35.69,96.95,15.3,57.01,7.15,7.36,51.68,22.71,22.71
"20532","SOCS2.AS1",94.6,90.65,72.19,45.05,43.69,10.25,9.56,10.36,22.71,22.71
"2729","CASP9",15.53,9.58,68.2,29.19,33.64,22.28,17.53,77.71,22.72,22.72
"23817","ZDHHC15",97.3,92.72,89.01,1.69,43.69,36.18,79.75,5.13,22.72,22.72
"1000","ANKLE1",20.95,17.61,37.98,60.67,55.75,33.27,30.49,25.57,22.73,22.73
"12303","MAPRE1",1.65,3.32,31.93,64.06,56.95,56.78,39.19,92.02,22.73,22.73
"13952","MYO16-AS1",91.27,89.9,44.86,59.07,10.95,55.78,90.04,0.7,22.73,22.73
"15373","PDE5A",23.31,21.61,35.21,39.99,50.34,36.39,27.66,32.16,22.74,22.74
"16225","PQLC2",37.42,21.23,69.79,21.46,53.95,16,14.64,59.44,22.74,22.74
"20335","SNORD100",42.03,25.63,91.28,20.61,92,28.37,23.93,13.95,22.75,22.75
"10150","LMAN2",18.69,6.86,71.57,23.85,61.83,21.43,17.75,82.1,22.75,22.75
"17674","RP11-16E23.3",94.04,88.22,87.13,16.84,10.95,19.04,81.37,2.77,22.75,22.75
"11171","LOC102724108",83.15,79.63,57.83,24.49,43.69,10.25,9.56,27.11,22.76,22.76
"2192","C14orf183",71.87,59.14,77.87,16.38,43.69,10.25,9.56,40.91,22.76,22.76
"20445","SNORD84",55.5,28.02,96.59,1.21,43.69,41.99,49.87,44.26,22.77,22.77
"11195","LOC102724235",60.88,42,88.84,20.98,43.69,10.25,9.56,42.83,22.77,22.77
"1021","ANKRD20A12P",14.94,22.78,36.02,73.09,95.81,69.07,47.43,5.47,22.78,22.78
"18647","RP4.794H19.4",97.76,94.78,76.16,27.85,43.69,28.24,60.29,1.31,22.78,22.78
"3564","CHRNA7",9.67,8.46,80.92,78.72,99.74,44.56,33.71,7.78,22.78,22.78
"279","AC074138.3",70.65,54.79,86.22,16.34,43.69,10.25,9.56,40,22.79,22.79
"496","ADAM1B",83.72,81.93,53.1,29.31,10.95,75.33,88.09,0.99,22.79,22.79
"21569","THNSL2",45.57,44.37,6.22,53.59,68.86,43.8,39.75,22.23,22.8,22.8
"5127","DPPA4",13.01,18.89,45.12,62.16,76.65,63.16,56.47,9.44,22.8,22.8
"8617","INSL5",24.5,10.1,96.97,30.62,99.7,28.26,20.89,15.38,22.8,22.8
"17617","RP11-138A9.2",70.44,58.91,75.95,6.5,10.95,12.64,25.04,55.09,22.81,22.81
"7110","GOLGA5P1",76.05,68.13,71.48,19.19,10.95,6.63,13.83,43.99,22.81,22.81
"22146","TOM1L2",4.59,5.55,41.69,49.03,64.27,49.46,30.27,68.56,22.82,22.82
"22675","TTC1",2.24,2.17,59.67,52.25,68.71,59.31,29.38,90.89,22.82,22.82
"1467","ASH1L-AS1",58.98,35.91,91.51,13.62,20.19,13.72,13.06,54.18,22.82,22.82
"5717","ERI3",49.98,21.49,88.72,12.79,58.86,17.04,16.16,53.48,22.83,22.83
"513","ADAMTS12",8.91,10.17,62.47,31.28,50.37,45.84,37.55,45.8,22.83,22.83
"24100","ZNF346",7.52,7.07,52.03,37.21,53.98,37.95,25.11,70.72,22.84,22.84
"16244","PRDM11",31.1,30.74,54.45,44.73,16.78,42.63,43.66,11.7,22.84,22.84
"19666","SIK2",12.15,10.95,63.02,47.31,50.36,33.26,26.58,43.19,22.84,22.84
"2925","CCDC9",11.51,9.94,60.37,38.36,25.43,34.92,21.83,60.43,22.85,22.85
"14617","NS3BP",43.93,44.41,29.85,46.49,43.69,10.25,9.56,57.05,22.85,22.85
"1909","BICDL2",61.25,42,76.35,21.85,71.66,8.4,12.9,37.46,22.86,22.86
"4463","CXCL12",49.48,33.79,89.08,23.09,51,18.14,17.51,25.3,22.86,22.86
"9075","KIAA1432",1.47,9.44,14.33,80.01,43.69,54.75,35.89,88.15,22.86,22.86
"11307","LOC102724767",91.88,92.68,34.5,41.13,43.69,10.25,9.56,19.96,22.87,22.87
"10600","LOC101927589",82.18,89.68,13.44,49.95,43.69,10.25,9.56,36.16,22.87,22.87
"15365","PDE3A",66.36,84.68,4.64,88.67,43.69,10.25,9.56,52.76,22.88,22.88
"2048","BRPF3",9.6,5.97,63.13,36.99,48.91,26.6,21.22,81.48,22.88,22.88
"21073","SUPT7L",22,12.94,65.23,31.55,58.55,34.87,30.32,33.13,22.89,22.89
"2981","CCNK",2.37,3.09,52.09,50.73,37.46,54.35,32.34,91.26,22.89,22.89
"7658","HDAC5",20.68,13.35,65.88,26.11,81.81,20.54,15.81,63.59,22.89,22.89
"6215","FASTKD5",7.24,6.48,52.88,28.52,21.67,44.8,28.54,80.54,22.9,22.9
"12958","MIR1914",87.54,73.6,93.89,1.76,89.74,20.13,39.81,16.55,22.9,22.9
"83","ABCG4",14.03,13.83,46.68,42.73,80.83,36.76,25.43,37.9,22.91,22.91
"15447","PEF1",3.11,2.06,53.93,55.54,25.58,59.61,33.69,90.57,22.91,22.91
"6799","GAS6-AS1",23.57,58.09,9.62,41,20.1,64.07,51.59,19.22,22.91,22.91
"9877","LINC00896",51.9,33.43,86.32,27.72,43.69,10.25,9.56,46.6,22.92,22.92
"8073","HOXB5",37.63,18.56,88.93,25.74,81.2,18.56,15.18,37.6,22.92,22.92
"20948","STK19",20.21,14.44,66.24,33.96,51.06,22.67,15.05,59.76,22.93,22.93
"14758","NUTM2B.AS1",7.24,30.79,2.25,96.28,1.82,96.03,77.9,54.82,22.93,22.93
"18187","RP11-57G10.8",87.69,80.8,78.15,17.57,10.95,7.61,34.61,15.67,22.93,22.93
"21424","TEC",54.83,40.81,52.06,19.9,27.03,18.37,19.24,36.32,22.94,22.94
"3590","CHURC1.FNTB",8.14,10.78,39.89,64.21,1.82,63.92,34.39,60.78,22.94,22.94
"11165","LOC102724060",70.37,55.94,82.45,21.6,43.69,10.25,9.56,34.04,22.95,22.95
"750","AJAP1",57.9,35,67.18,16.43,74.4,21.99,24.25,22.59,22.95,22.95
"6243","FBXL19.AS1",62.65,43.51,84.28,10.58,89.94,17.74,16.78,30.43,22.95,22.95
"11530","LOC643770",96.22,88.71,93.67,1.43,43.69,29.75,61.07,10.89,22.96,22.96
"5699","ERCC4",46.83,31.48,77.9,20,85.14,22.12,20.98,21.28,22.96,22.96
"9383","L1M3c.L1.LINE",50.71,39.95,79.53,17.05,1.82,19.99,28.85,45.6,22.97,22.97
"10202","LOC100129215",56.21,50.31,47,36.57,43.69,10.25,9.56,43.68,22.97,22.97
"10311","LOC100310756",11.93,7.95,63.01,38.42,18.03,34.85,22.3,66.15,22.97,22.97
"5515","ELMO1.AS1",79.85,79.29,38.45,18.75,93.88,7.78,16.08,22.35,22.98,22.98
"1238","AQP12A",6.28,6.67,58.3,44.77,34.72,38.23,23.82,71.89,22.98,22.98
"956","AMPH",57.22,36.7,81.64,23.7,32.7,14.94,16.96,30.28,22.99,22.99
"8124","HS3ST3B1",24.35,16.12,73.18,25.9,74.15,22.6,21.4,43.54,22.99,22.99
"5878","FABP7",69.43,48.04,88.21,15.64,71.49,13.98,13.47,30.24,23,23
"11596","LOC780529",11.89,16.3,28.01,75.21,19.43,75.24,39.24,19.83,23,23
"16611","PTPLAD1",24.82,22.36,48.3,69.14,43.69,10.25,9.56,67.08,23,23
"17413","RNF41",6.3,8.9,45.83,44.89,81.18,36.33,22.67,64.15,23.01,23.01
"837","ALG1L13P",83.88,68.82,88.45,6.5,10.95,13.5,43.58,27.94,23.01,23.01
"15553","PHB1P19",53.4,37.33,87.06,16.11,14.94,24.73,21.17,29.48,23.02,23.02
"2012","BRAF",14.56,7.62,64.7,38.54,21.46,39.78,29.04,50.1,23.02,23.02
"7439","GUCA1A",58.52,42.96,81.54,11.99,72.12,16.82,16.77,36.02,23.02,23.02
"23225","VCP",4.35,5.62,51.94,40.26,85.09,32.29,18.73,92.83,23.03,23.03
"8204","HUERS.P1.int.ERV1.LTR",43.65,29.64,86.65,13.46,98.87,12.24,11.82,50.96,23.03,23.03
"12618","MER51C.ERV1.LTR",10.75,7.3,74.92,35.72,60.83,34.36,21.5,58.44,23.04,23.04
"3733","CLPTM1",15.96,10.16,69.31,25.19,56.93,22.01,16.45,80.39,23.04,23.04
"10611","LOC101927673",72.69,61.35,74.32,28.03,43.69,10.25,9.56,28.54,23.04,23.04
"6127","FAM66B",91.14,84.07,85.66,25.37,43.69,10.25,9.56,16.47,23.05,23.05
"1189","APEH",3.63,4.53,40.94,46.65,29.28,52.54,30.49,86.92,23.05,23.05
"15700","PIP5KL1",46.94,41.94,71.07,22.17,68.74,28.18,51.07,8.11,23.06,23.06
"4141","CSNK1G2",4.41,4.73,57.9,39.12,21.6,38.79,22.27,98.36,23.06,23.06
"8688","IREB2",7.87,8.93,53.76,58.04,66.86,56.09,42.44,29.22,23.06,23.06
"2942","CCL20",95.48,76.94,93.3,17.12,80.24,5.52,6.15,32.66,23.07,23.07
"23922","ZMIZ1-AS1",10.26,8.39,65.71,69.47,73.51,61.9,51.64,14.43,23.07,23.07
"19391","SENP1",26.22,13.11,85.6,19.6,92.6,18.54,14.96,56.94,23.08,23.08
"2016","BRCA2",56.12,44.74,49.64,40.91,69.18,23.34,20.85,12.41,23.08,23.08
"12162","MAGOH2P",24.76,33.32,34.48,52.87,83.52,58.58,60.84,5.49,23.08,23.08
"5615","ENTR1",8.68,10.73,53.44,34.27,73.17,30.55,20.38,69.15,23.09,23.09
"15153","PAPD7",16.61,11.73,52.67,38.23,6.28,27.6,22.97,71.19,23.09,23.09
"4662","DCST1",93.07,66.4,97.89,9.78,30.88,19.29,25.73,12.55,23.1,23.1
"9087","KIAA1614-AS1",99.95,75.05,99.98,10.65,30.66,6.11,6.04,26.58,23.1,23.1
"16427","PRSS12",52.59,43.08,80.4,52.67,18.68,17.73,16.92,15.04,23.11,23.11
"20519","SNX33",29.52,19.93,78.65,23.15,76.46,18.52,18.35,45.45,23.11,23.11
"19712","SKP1",1.29,4.69,19.5,73.97,57.8,66.59,38.79,92.25,23.11,23.11
"2127","C10orf55",92.4,76.67,83.38,19.29,99.04,5.73,5.72,22.28,23.12,23.12
"9428","L1MD.L1.LINE",8.88,3.78,84.91,27.66,84.7,28.1,16.57,90.12,23.12,23.12
"18480","RP11.355N15.1",93.36,90.49,63.82,37.84,43.69,10.25,9.56,14.52,23.13,23.13
"8520","IL21R-AS1",75.54,84.57,14.3,42.77,10.95,71.72,87.4,2.04,23.13,23.13
"10184","LOC100127974",88.15,76.58,93.38,4.59,43.69,26.68,29.88,12.85,23.13,23.13
"124","ABT1",7.58,6.76,54.88,32.18,16.03,46.21,29.31,77.33,23.14,23.14
"1684","AUP1",13.57,7.16,56.51,27.23,32.92,26.2,19.23,90.39,23.14,23.14
"13079","MIR4480",90.3,85.27,75.71,20.35,43.69,10.25,9.56,22.84,23.15,23.15
"10730","LOC101928269",8.73,9.5,67.55,66.93,3.92,67.15,37.45,33.17,23.15,23.15
"12675","MER68.ERVL.LTR",3.84,8.65,17.56,82.21,1.82,82.84,38.06,78.96,23.15,23.15
"11940","LTR41B.ERVL.LTR",13.6,8.07,79.67,25.55,96.79,24.31,17.33,57.11,23.16,23.16
"5100","DOT1L",23.87,14.32,82.5,29.61,32.77,19.15,16.48,57.73,23.16,23.16
"11100","LOC102723770",94.85,84.42,95.95,0.5,43.69,43.49,80.7,15.5,23.17,23.17
"23913","ZKSCAN5",33.81,18.54,85.76,21.57,28.98,22.92,18.63,44.47,23.17,23.17
"15021","OTUD7B",18.12,19.94,50.87,36.41,64.84,27.4,20.19,44.91,23.17,23.17
"21628","Tigger1a_Art.TcMar.Tigger.DNA",59.65,54.28,64.19,13.07,98.76,8.19,13.56,34.63,23.18,23.18
"6124","FAM65B",2.22,10.28,9.15,85.4,6.28,72.93,38.49,94.75,23.18,23.18
"18855","RPP30",5.36,10.34,36.36,48.78,56.71,59.37,38.24,47.41,23.19,23.19
"9296","KREMEN2",28.9,13.24,95.06,37.85,26.58,26.59,23.09,28.53,23.19,23.19
"22783","TUSC2",11.45,8.87,55.09,41.64,20.89,27.17,19.09,78.5,23.19,23.19
"20310","SNORA68",13.95,14.75,76.34,34.38,18.02,47.33,40.59,28.78,23.2,23.2
"12457","MED10",1.82,2.38,44.49,67.92,51.92,68.51,35.27,85.32,23.2,23.2
"11741","LRRC8E",42.61,30.33,89.66,8.58,99.66,20.4,18.45,31.51,23.21,23.21
"10482","LOC101060376",69.16,97.13,0.15,97.37,43.69,93.31,93.13,33.69,23.21,23.21
"3763","CMKLR2",21.23,31.41,31.24,67.1,56.46,57.89,45.49,8.98,23.22,23.22
"6280","FBXO44",53.89,34.8,84.2,15.25,16.69,15.9,16.74,47.71,23.22,23.22
"7125","GOLGA8H",80.7,79.73,38.71,26.23,22.14,32.85,36.33,5.78,23.22,23.22
"17769","RP11-264B17.4",63.98,48.06,80.12,17.18,10.95,14.41,24.31,32.09,23.23,23.23
"12172","Mam_R4.Dong.R4.LINE",62.07,49.86,81.56,16.86,21.13,13.18,16.58,36.6,23.23,23.23
"23254","VIM.AS1",35.19,26.81,69.82,15.47,4.8,17.81,14.52,86.56,23.24,23.24
"14289","NEU3",24.27,14.26,74.78,24.61,66.1,24.37,22.25,46.16,23.24,23.24
"10232","LOC100130992",67.88,60.71,66.04,16.37,78.83,14.05,13.49,31.21,23.24,23.24
"10158","LMF2",2.24,3.8,48.64,49.07,48.69,56.74,30.82,91.36,23.25,23.25
"11036","LOC102723458",39.64,33.26,51.68,32.06,16.01,28.77,22.91,27.83,23.25,23.25
"1282","ARHGAP22",32.69,27.98,52.39,57.3,29.1,43.66,37.53,9.96,23.26,23.26
