"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"6923","GHITM",0.81,1.47,37.43,72.31,84.76,70.25,37.04,96.76,21.04,21.04
"2188","C14orf166",14.63,10.26,40.76,37.48,63.77,19.03,15.66,81.3,21.04,21.04
"18491","RP11.418J17.1",74.41,56.03,93.05,12.69,43.69,10.25,9.56,37.09,21.05,21.05
"8850","Kanga1b.TcMar.Tc2.DNA",67.1,57.54,77.31,15.01,67.27,7.54,12.52,35.45,21.05,21.05
"4227","CTC-265F19.1",91.27,90.62,37.61,34.29,10.95,22.51,86.93,1.93,21.06,21.06
"20034","SLC7A5P2",49.36,35.83,79.55,19.35,16.63,19.77,18.91,28.79,21.06,21.06
"13042","MIR3936",97.49,92.19,94.33,1.65,43.69,38.02,81.53,3.89,21.06,21.06
"11871","LTR1F2.ERV1.LTR",92.53,85.59,83.82,12.13,67.37,12.8,38.73,7.39,21.07,21.07
"14713","NUFIP1",43.16,27.96,83.62,18.69,80.92,15.59,13.51,39.22,21.07,21.07
"14291","NEURL1B",81.66,87.72,16.69,39.78,43.69,10.25,9.56,32.01,21.08,21.08
"13274","MIR6865",49.38,49.8,40.72,30.06,90.17,22.74,39.14,7.42,21.08,21.08
"3800","CNNM2",25.27,17.88,79.71,33.71,37.41,38.27,33.52,15.74,21.08,21.08
"17387","RNF207",35.95,29.54,69.26,27.76,24.43,24.91,23.24,22.67,21.09,21.09
"3334","CEP250",16.49,9.33,76.31,31.25,23.23,24.92,18.59,59.49,21.09,21.09
"6073","FAM229A",71.38,65.09,62.45,18.82,6.28,7.09,13.54,45.41,21.1,21.1
"15965","POGZ",24.31,8.12,54.6,22.52,21.59,24.8,21.84,70.73,21.1,21.1
"24189","ZNF497",63.9,48.63,81.97,11.84,77.35,12.93,13.86,36.77,21.11,21.11
"16530","PSMG3.AS1",10.45,26.39,7.56,87.78,60.51,34.35,21.67,52.96,21.11,21.11
"162","AC005264.2",91.61,85.03,83.96,29.44,43.69,10.25,9.56,11.57,21.11,21.11
"19235","SCML2",39.35,25.22,86.62,14.84,48.4,18.25,17.58,43.83,21.12,21.12
"15337","PCYT1A",8.17,11.64,44.37,45.4,16.51,39.34,23.74,58.35,21.12,21.12
"3176","CDH26",42.87,27.36,81.07,21.75,51.29,18.5,19.41,29.04,21.13,21.13
"10985","LOC101929950",97.1,91.27,94.07,1.24,43.69,58.17,90.76,3.12,21.13,21.13
"11387","LOC105379362",58.45,38.13,92.3,20.23,88.64,15.42,14.32,19.03,21.13,21.13
"20767","SRF",2.72,1.41,64.48,51.11,65.9,59.59,31.85,85.78,21.14,21.14
"1766","BAHCC1",15.48,17.19,45.64,31.36,17.46,27.26,20.28,59.51,21.14,21.14
"22701","TTC34",63.43,60.2,21.9,9.09,17.74,33.56,33.72,35.75,21.15,21.15
"16179","PPP2CA",1.35,1.15,53.79,60.92,89.75,54.12,33.77,97.69,21.15,21.15
"21350","TCAF2P1",23.3,75.07,0.33,97.33,96.51,97.17,93.18,19.43,21.15,21.15
"21735","TMBIM6",1.21,2.7,30.52,65.43,30.04,65.57,33.42,99.29,21.16,21.16
"21673","TINF2",2.86,4.06,35.99,53.11,66.67,42.7,22.63,94.44,21.16,21.16
"420","ACRC",59.93,45.39,76.37,16.56,60.72,8.38,12.62,41.39,21.17,21.17
"14663","NTN3",71.25,75.21,16.49,92.39,25.22,46.98,47.26,1.68,21.17,21.17
"8950","KCNQ1-AS1",46.18,14.49,98.68,38.99,77.21,32.2,31.99,6.38,21.17,21.17
"1882","BEND7",86.62,75.22,67.51,10.43,63.01,16.07,17.21,20.72,21.18,21.18
"24158","ZNF444",14.96,9.52,66.09,23.78,34.46,24.29,21.6,69.73,21.18,21.18
"22952","UBTFL1",86.89,52.58,99.16,16.94,22.42,5.73,5.72,43.08,21.19,21.19
"980","ANGPT2",56.53,47.2,85.68,26.19,85.38,14.49,13.75,16.74,21.19,21.19
"1896","BGLAP",33.33,26.5,85.18,21.77,63.08,18.31,15.64,36.49,21.19,21.19
"23874","ZFP91",4.53,2.83,76.29,35.24,61.89,36.17,28.65,81.62,21.2,21.2
"11824","LTR12_.ERV1.LTR",13.92,9.22,77.01,50.19,1.82,40.83,23.91,58.74,21.2,21.2
"9060","KIAA1161",82.02,72.34,76.61,12.29,62.64,14.6,23.95,14.07,21.21,21.21
"14032","NADSYN1",7.88,7.11,51.53,43.82,72.79,36.76,24.39,55,21.21,21.21
"14993","OSER1-AS1",36.88,24.02,64.74,17.03,10.95,18.1,17.75,65.36,21.22,21.22
"23478","WHSC1",13.38,22.87,14.63,40.65,52.96,26.68,19.82,72.81,21.22,21.22
"15178","PARK2",85.24,73.09,80.77,12.51,17.74,13.66,15.37,25.11,21.22,21.22
"14242","NECAB1",89.61,75.23,91.5,19.54,10.95,8.31,36.53,8.97,21.23,21.23
"22740","TTTY11",77.25,49.43,97.37,3.69,18.68,15.74,19.22,49.92,21.23,21.23
"10669","LOC101927993",97.94,93.85,91.89,1.45,43.69,43.52,87.61,3.64,21.24,21.24
"16867","RAD9A",15.43,7.69,76.4,21.33,32.24,25.13,20.84,73.25,21.24,21.24
"24057","ZNF284",38.1,26.76,81.75,25.23,74.55,15.08,12.28,42.89,21.24,21.24
"12831","MGC39372",59.17,79.15,4.45,92.31,43.69,10.25,9.56,51.39,21.25,21.25
"24098","ZNF343",20.2,16.18,61.69,32.16,33.47,26.2,18.62,46.66,21.25,21.25
"9423","L1MC5.L1.LINE",1.56,2.02,53.9,53.61,96.49,54.37,20.46,92.35,21.26,21.26
"19083","S100A2",99,70.97,99.39,5.01,23.84,5.45,6.38,53.29,21.26,21.26
"7973","HMG20B",3.92,3.1,47.1,45.71,52.62,49.92,31.82,79.61,21.26,21.26
"3805","CNOT11",1.49,2.34,31.39,64.95,68.94,63.65,34.56,93.15,21.27,21.27
"21203","TAF5L",21.48,19.48,59.75,29.43,53.91,40.19,38.82,20.42,21.27,21.27
"9397","L1M8.L1.LINE",5.37,6.22,50.58,64.99,1.82,65.69,30.09,71.37,21.28,21.28
"22186","TP53BP1",26.17,11.91,84.96,20.21,51.15,17.53,15.57,66.63,21.28,21.28
"497","ADAM20",76.63,65.88,75.22,14.72,43.69,10.25,9.56,35.84,21.28,21.28
"12588","MER44D.TcMar.Tigger.DNA",26.97,15.36,86.4,14.66,98.63,16.93,14.65,49.53,21.29,21.29
"1507","ATAT1",42.87,23.3,83.65,24.87,15.75,19.63,16.72,37.94,21.29,21.29
"2479","C6orf211",15.89,17.13,38.98,85.16,43.69,10.25,9.56,73.03,21.3,21.3
"13109","MIR4700",37.14,31.8,69.75,32.64,81.78,24.09,28.99,11.76,21.3,21.3
"11042","LOC102723510",95.65,85.99,95.68,0.5,43.69,58.48,89.51,8.14,21.3,21.3
"21694","TLDC2",43.62,31.83,39.42,25.28,3.97,24.35,25.76,38.9,21.31,21.31
"23562","X6.Mar",0.86,5.74,15.99,23.53,43.69,95.92,68.27,95.41,21.31,21.31
"24049","ZNF277",6.34,11.96,33.52,75.59,69.32,72.29,49.02,16.78,21.32,21.32
"2861","CCDC180",42.39,54.47,19.3,26.05,50.33,35.2,65.96,9.53,21.32,21.32
"11228","LOC102724378",71.24,58.27,78.92,14.47,43.69,10.25,9.56,40.05,21.33,21.33
"7987","HMGN2",4.83,3.4,56.89,38.13,86.72,43.86,22.93,77.41,21.33,21.33
"10736","LOC101928324",71.4,76.62,15.57,16.67,96.95,19.07,59.99,8.05,21.33,21.33
"21979","TMEM66",0.22,5.53,9,94.83,43.69,95.7,72.13,95.53,21.34,21.34
"9794","LINC00477",37.56,20.73,97.17,31.52,86.53,16.71,14.72,24.61,21.34,21.34
"21885","TMEM206",44.67,33.6,67.15,15.6,6.28,18.88,18.49,53.1,21.35,21.35
"13008","MIR320E",87.29,76.39,87.31,11.25,4.8,15.88,17.73,24.83,21.35,21.35
"7109","GOLGA5",4.5,2.53,56.94,39.83,75.49,39.57,30.88,84.19,21.35,21.35
"9127","KIF26B",50.99,42.62,76.85,13.05,91.81,14.7,14.37,34.75,21.36,21.36
"10866","LOC101929018",88.4,73.42,96.36,0.5,43.69,41.56,73.57,18.37,21.36,21.36
"15511","PGAP1",45.29,31.88,78.32,34.26,73.81,29.46,35.48,6.65,21.37,21.37
"20018","SLC6A20",11.74,8.25,89.49,51.59,33.91,73.02,52.47,10.73,21.37,21.37
"19024","RTL8C",2.37,3.3,48.68,44.18,29.99,56.43,30,92.2,21.37,21.37
"11335","LOC102724935",48.51,32.9,79.9,26.51,43.69,10.25,9.56,47.73,21.38,21.38
"9029","KIAA0226",2.82,26.05,2.37,75.17,35.86,79.46,51.1,86.63,21.38,21.38
"19960","SLC43A1",15.73,10.59,54.23,31.03,37.82,30.15,22.67,55.43,21.39,21.39
"5570","EMR2",29.21,61.86,2.96,98.39,43.69,10.25,9.56,94.35,21.39,21.39
"1659","ATP9B",8.55,9.59,52.34,58.65,21.76,43.06,25.5,45.08,21.39,21.39
"11552","LOC647859",76.85,97.13,0.26,98.46,43.69,98.52,97.64,12.06,21.4,21.4
"7985","HMGCS2",49.09,30.14,94.47,22.3,7.04,19.7,17.66,30.61,21.4,21.4
"11179","LOC102724153",89.07,88.37,35.7,42.7,29.78,33.43,84.84,1.1,21.41,21.41
"8582","INE2",20.81,23.5,39,52.03,1.82,43.98,33.98,39.07,21.41,21.41
"9266","KMT2E-AS1",9.16,6.3,43.44,63.28,10.95,44.98,25.15,60.9,21.41,21.41
"22590","TRPV3",78.93,65.7,79.11,15.8,74.85,23.65,23.68,7.01,21.42,21.42
"3649","CLCC1",26.96,20.65,62.22,41.57,66.5,26.64,20.62,24.75,21.42,21.42
"15096","PACS2",9.88,7.61,65.98,30.53,51.45,24.76,19.74,77.32,21.43,21.43
"13947","MYNN",19.95,10.94,78.84,20.03,81.07,19.94,18.44,61.26,21.43,21.43
"11247","LOC102724475",97.66,97.23,4.02,69.34,43.69,97.54,97.61,0.79,21.44,21.44
"11016","LOC102723361",90.82,82.74,87.8,14.25,43.69,10.25,9.56,23.26,21.44,21.44
"1162","AP3B2",54.98,43.11,50.03,21.15,28.55,20.34,29.46,20.09,21.44,21.44
"15291","PCDHGC3",31.73,17.24,83.63,20.74,62.55,21.56,19.1,39.48,21.45,21.45
"4166","CTA-113A6.2",91.58,82.04,89.03,6.5,10.95,13.57,62.64,13.38,21.45,21.45
"22979","UCON26.UCON26.Unknown",56.23,50.87,64.39,15.54,1.82,20.27,38.59,34.55,21.46,21.46
"9158","KIR2DS4",59.5,46.61,6.73,35.65,51.99,35.64,37.45,25.86,21.46,21.46
"2199","C14orf93",13.29,7.32,74.89,27.92,59.04,26.34,20.03,64.66,21.46,21.46
"23953","ZNF133",24.67,14.41,73.42,20.95,53.35,20.82,16.55,59.85,21.47,21.47
"9713","LIMD1",20.09,21,32.87,34.34,20.09,23.61,19.39,59.97,21.47,21.47
"20296","SNORA55",95.11,90.22,78.33,39.79,43.69,10.25,9.56,9.16,21.48,21.48
"13344","MKI67",39.34,27.81,34.41,25.61,27.08,23.66,22.25,40.07,21.48,21.48
"21367","TCEB3",0.75,4.38,12.56,90.62,49.32,89.94,49.23,79.18,21.48,21.48
"15174","PARD6G-AS1",14.21,5.41,97.51,25.97,81.4,32.16,19.81,48.86,21.49,21.49
"17990","RP11-417F21.1",66.21,59.11,60.83,6.5,10.95,15.02,37.09,44.06,21.49,21.49
"22821","TXNRD3",79.77,78.2,48.56,13.62,25.5,26.76,33.61,9.57,21.5,21.5
"8618","INSL6",82.32,75.27,72.93,6.5,10.95,13.76,54.79,22.69,21.5,21.5
"14517","NOXRED1",80.54,70.24,76.56,28.91,90.34,23.86,35.57,2.29,21.5,21.5
"14865","OR12D2",40.01,14.31,96.52,16.02,78.57,18.76,17.06,43.26,21.51,21.51
"4898","DIS3",28.26,11.03,71.54,22.3,61.7,25.27,21.56,47.08,21.51,21.51
"18756","RPL13P12",51.81,93.84,0.1,91.63,10.95,97.06,94.88,68.1,21.52,21.52
"11750","LRRN2",58.84,45.18,75.51,22.86,59.41,24.65,29.91,8.59,21.52,21.52
"20452","SNORD94",82.03,66.96,92.74,18.47,43.69,10.25,9.56,22.86,21.52,21.52
"4456","CWF19L1",1.8,3.51,36.02,59.76,29.04,64.26,40.91,81.19,21.53,21.53
"3556","CHRFAM7A",39.16,25.49,85.74,21.82,80.03,28.48,28.19,14.04,21.53,21.53
"4624","DBNL",1.87,2.97,50.9,53.58,23.02,53.9,28.79,97.26,21.54,21.54
"8474","IKBKB",4.86,2.94,50.49,43.43,21.76,42.4,27.51,94.23,21.54,21.54
"18251","RP11-673E1.3",76.08,90.09,5.1,80.44,98.69,92.53,93.54,0.49,21.55,21.55
"5964","FAM156B",16.06,11.18,76.25,51.29,1.82,50.08,30.66,42.52,21.55,21.55
"3982","CPA4",22.05,22.18,51.52,22.45,19.12,23.8,18.37,60.69,21.55,21.55
"12207","MAN1B1",2.72,2.6,51.89,60.7,64.43,48.32,26.25,84.56,21.56,21.56
"12937","MIR1273C",96.97,90.91,93.7,1.56,43.69,64.56,92.15,2.37,21.56,21.56
"24132","ZNF414",38.38,33.22,57.73,14.62,38.27,22.84,20.15,42.83,21.57,21.57
"22175","TOR1AIP2",14.04,11.88,59.39,35.67,33.12,32.77,28.63,43.61,21.57,21.57
"10834","LOC101928814",71.3,54.96,87.76,12.98,43.69,10.25,9.56,42.04,21.57,21.57
"23635","XYLB",81.3,75.72,64.5,15.79,6.28,17.42,28.24,16.15,21.58,21.58
"10809","LOC101928676",56.79,44.56,71.6,16.29,43.69,10.25,9.56,54.11,21.58,21.58
"13590","MROH2B",11.01,8.6,63.54,55.96,81.88,50.71,32.38,23,21.59,21.59
"11029","LOC102723419",72.01,56.01,86.91,16.96,43.69,10.25,9.56,33.78,21.59,21.59
"11601","LOC90834",71.55,55.99,85.91,13.89,43.69,10.25,9.56,39.98,21.59,21.59
"7326","GRIP2",71.73,53.66,89.48,13.79,29.52,16.16,14.98,24.6,21.6,21.6
"20072","SLF1",58.95,50.25,64.17,22.69,15.05,19.82,21.15,21.86,21.6,21.6
"11962","LTR5_Hs.ERVK.LTR",9.14,7.71,66.51,26.65,53.82,25.01,17.47,87.49,21.61,21.61
"2056","BSDC1",1.6,2.24,45.76,56.08,76.74,65.22,34.77,85.33,21.61,21.61
"21675","TIPARP-AS1",15.51,20.03,52.6,78.15,23.98,68.81,54.55,6.22,21.61,21.61
"3802","CNNM4",42.55,33.69,80.99,14.5,29.15,14.91,14.93,53.17,21.62,21.62
"13513","MORC4",47.43,33.2,77.38,22.65,54.73,17.75,15.64,30.18,21.62,21.62
"5074","DOCK3",67.68,59.84,51.02,14.3,6.28,16.13,24.02,34.94,21.63,21.63
"23779","ZC3H14",13.16,7.36,70.66,25.94,36.27,41.82,29.4,50.75,21.63,21.63
"7449","GUCY2C",83.49,80.06,56.88,23.91,35.41,16.32,16.65,12.05,21.63,21.63
"24102","ZNF35",29.01,14.56,76.49,25.85,32.14,21.41,19.32,46.84,21.64,21.64
"4664","DCSTAMP",98.13,96.57,25.32,17.23,43.69,84.5,96.74,0.8,21.64,21.64
"21332","TBP",5.57,2.34,80.29,37.25,83.37,37.91,21.85,80.16,21.65,21.65
"21700","TLE6",65.09,36.31,97.79,14.39,50.63,13.18,13.69,35.04,21.65,21.65
"19676","SIPA1",11.98,10.96,63.08,18.37,35.51,22.71,16.63,96.4,21.66,21.66
"1621","ATP5SL",10.05,6.82,32.01,61.13,35.88,30.12,19.14,74.39,21.66,21.66
"13447","MMAA",37.75,29.45,70.31,23.82,70.62,19.45,17.88,31.03,21.66,21.66
"21521","TGIF2P1",86.79,84.96,54.24,15.55,10.95,16.33,63.06,7.99,21.67,21.67
"17474","RORA.AS1",62.82,54.17,74.73,13.98,98.47,13.34,18.36,16.4,21.67,21.67
"6686","FXR2",12.58,6.92,75.42,23.31,74.62,22.77,17.01,81.54,21.68,21.68
"16067","POU5F1P5",76.82,63.36,83.39,15.33,96.65,6.72,13.97,18.73,21.68,21.68
"6992","GLIS3",45.02,33.54,39.58,27.69,22.68,26.15,27.77,23.73,21.68,21.68
"10800","LOC101928635",93.43,90,68.72,32.17,43.69,10.25,9.56,13.25,21.69,21.69
"17236","RIMBP3",28.75,19.5,71.68,23.66,37.11,23.17,22.33,38.87,21.69,21.69
"15457","Penelope1_Vert.Penelope.LINE",30.75,19.18,84.93,33.99,1.82,26.24,24.26,45.18,21.7,21.7
"5624","EOLA2-DT",12.48,18.75,53.31,37.8,56.11,30.99,22.96,41.56,21.7,21.7
"19601","SH3RF3.AS1",96.24,91.94,60.02,12.58,4.8,57.26,88.83,1.82,21.7,21.7
"15103","PADI6",56.03,38.38,63.92,87.34,88.58,27.06,22.19,2.91,21.71,21.71
"24459","ZNF837",67.1,52.23,79.74,15.42,89.91,6.73,11.52,38.51,21.71,21.71
"4333","CTD-2366F13.1",83.96,76.49,75.12,6.5,10.95,14.44,60.6,18.89,21.72,21.72
"18588","RP3-467K16.4",92.85,86.66,83.82,6.5,10.95,7.5,50.7,20.63,21.72,21.72
"24296","ZNF613",8.77,14.72,52.78,28.84,49.96,28.98,22.23,64.79,21.72,21.72
"18860","RPRD1B",14.28,5.7,67.45,31.2,68.92,26.46,19.78,68.7,21.73,21.73
"13149","MIR553",94.63,84.95,95.07,1.23,43.69,38.65,76.88,6.84,21.73,21.73
"2751","CAVIN1",52.89,29.92,97.89,24.53,95.89,7.64,6.88,30.84,21.74,21.74
"15510","PGAM5",19.32,16.71,54.25,36.33,16.14,23.01,18.69,58.46,21.74,21.74
"24453","ZNF829",22.51,18.09,72.48,30.29,66.96,31.24,22.64,28.52,21.74,21.74
"24035","ZNF259",6.24,2.75,70.61,49.56,43.69,38.43,30.33,69.43,21.75,21.75
"24389","ZNF736",26.8,26.69,47.26,55.03,59.22,34.32,33.86,12.52,21.75,21.75
"6417","FITM2",26.5,20.32,74.94,24.26,74.3,22.52,18.7,37.62,21.76,21.76
"5336","EDNRB",29.09,17.62,87.89,21.43,18.2,30.42,32.8,27.81,21.76,21.76
"19187","SCAMP2",6.53,5.58,57.61,33.49,67.43,30.14,20.57,85.91,21.77,21.77
"3684","CLEC18C",28.56,23.11,51.68,59.38,29.25,55.07,58.92,5.91,21.77,21.77
"3901","COMMD3.BMI1",22.85,8.91,91.07,19.12,97.33,16.42,13.3,62.39,21.77,21.77
"6779","GAPVD1",3.75,2.05,45.05,46.6,58.25,50.11,32.28,93.85,21.78,21.78
"12361","MBD1",7.06,4.59,74.41,31.72,53.35,31.16,22.97,80.02,21.78,21.78
"23962","ZNF142",14.1,6.14,70.73,29.57,55.61,26.73,20.88,68.54,21.79,21.79
"15640","PIGL",19.63,14.66,66.44,35.82,76.04,27.92,21.95,34.22,21.79,21.79
"2493","C7orf31",46.26,33.73,77.21,14.06,20.39,16.87,19.19,45.5,21.79,21.79
"11230","LOC102724384",87.99,82.67,74.29,32.7,43.69,10.25,9.56,14.26,21.8,21.8
"8471","IK",1.81,2.69,43.91,56.75,59.74,50.92,30.06,96.62,21.8,21.8
"14594","NRDE2",10.84,9.45,38.02,37.09,69.6,31.08,22.69,65.03,21.81,21.81
"3531","CHL1",92.66,94.84,17.29,50.56,43.69,10.25,9.56,23.17,21.81,21.81
"4987","DNAJA2",2.52,1.81,64.8,49.48,51.43,52.52,32.53,93.54,21.81,21.81
"11462","LOC389641",35.11,36.45,22.67,71.39,4.8,19.21,16.15,44.18,21.82,21.82
"9732","LINC.PINT",7.25,10.93,27.06,75.8,27.1,29.48,17.07,73.16,21.82,21.82
"14463","NOC2L",18.94,11.21,80.08,23.94,72.48,27,20.49,47.99,21.83,21.83
"21856","TMEM183B",62.42,66.79,25.91,9.58,69.7,31.91,29.14,25.68,21.83,21.83
"10618","LOC101927722",96.46,95.34,30.45,47.12,99.14,10.25,9.56,7.12,21.83,21.83
"1425","ART1",28.37,20.96,75.47,22.92,77.72,20.43,17.32,40.87,21.84,21.84
"1237","AQP11",77.93,70,59.87,15.87,66.65,18.88,28.8,10.14,21.84,21.84
"155","AC004967.7",90.78,85.01,78.49,15.77,10.95,13.9,66.11,6.14,21.85,21.85
"11032","LOC102723428",62.46,45.05,86.05,19.8,43.69,10.25,9.56,39.77,21.85,21.85
"12987","MIR3136",88.57,75.37,95.42,1.45,43.69,28.46,47.68,15.42,21.85,21.85
"662","AFG2A",51.07,35.27,76.79,38.59,74.42,28.14,29.46,6.39,21.86,21.86
"4594","DAGLB",1.73,5.94,24.97,67.66,18.28,68.54,44.21,74.25,21.86,21.86
"2917","CCDC84",10.01,11.09,44.32,31.87,33.71,30.75,21.72,72.49,21.87,21.87
"15729","PKD2L2",83.66,81.95,45.8,14.15,95.82,7.86,19.02,17.05,21.87,21.87
"11974","LTR56.ERV1.LTR",16.03,10.07,79.54,27.78,63.32,23.6,18.14,58.26,21.88,21.88
"8870","KAT5",36.74,17.68,89.26,17.65,23.27,15.07,13.73,68.37,21.88,21.88
"10527","LOC101927104",79.96,67.4,84.86,16.82,43.69,10.25,9.56,28.69,21.88,21.88
"8112","HRH1",43.81,30.76,73.67,24.41,26.58,20.59,22.18,25.83,21.89,21.89
"17274","RMDN3",1.3,6.89,18.8,76.08,22.82,67.96,39.9,80.99,21.89,21.89
"13258","MIR6832",93.89,84.01,95.23,0.5,43.69,39.91,76.66,15.9,21.9,21.9
"16668","PUM1",0.69,4.37,18.98,76.7,17.04,78.78,57.06,93.09,21.9,21.9
"12125","MADD",1.82,2.79,37.99,63.65,48.9,62.42,33.01,88.91,21.9,21.9
"6262","FBXO24",72.32,65.99,63.61,9.13,86.74,27.72,30.4,12.32,21.91,21.91
"10451","LOC100996447",77.96,66.49,83.65,15.44,1.82,13.52,24.42,33.87,21.91,21.91
"18722","RPA3.AS1",22.15,17.47,55.96,69.25,43.69,10.25,9.56,67.45,21.92,21.92
"22932","UBOX5",13.59,7.84,77.29,26.9,48.74,23.26,19.72,71.78,21.92,21.92
"18524","RP11.682N22.1",91.94,86.26,80.24,22.37,43.69,10.25,9.56,16.77,21.92,21.92
"11403","LOC149684",91.55,34.91,99.81,17.84,33.18,15.36,14.02,16.01,21.93,21.93
"18753","RPL13AP3",0.83,3.98,20.33,82.4,15.69,78.94,53.21,89.04,21.93,21.93
"14527","NPFF",62.79,37.62,97.02,16.52,27.29,15.4,15.24,29.54,21.94,21.94
"22961","UBXN7-AS1",90.53,47.58,95.03,19.77,16.73,16.41,24.36,11.16,21.94,21.94
"1270","ARHGAP1",1.38,3.37,33.35,71.54,32.48,54.88,30.19,97.41,21.94,21.94
"24001","ZNF213.AS1",25.35,21.25,68.49,37.18,1.82,30.2,28.25,46.46,21.95,21.95
"2977","CCNI2",65.66,51.42,78.43,16.09,62,16.62,16.12,22.7,21.95,21.95
"18642","RP4.669L17.10",94.94,93.09,52.34,32.04,43.69,10.25,9.56,16.07,21.96,21.96
"6509","FMNL3",23.43,19.01,66.78,32.51,21.62,20.58,16.52,52.62,21.96,21.96
"22837","U2AF2",4.25,2.76,67.68,41.79,72.15,32.22,22.64,94.82,21.96,21.96
"11694","LRRC3",82.4,75.25,67.66,30.28,6.28,14.13,33.87,9.34,21.97,21.97
"3964","COX4I2",35.18,16.69,94.38,17.35,52.83,19.67,15.3,50.57,21.97,21.97
"2251","C17orf97",68.15,94.9,0.55,97.76,4.8,74.09,84.8,19.84,21.98,21.98
"4696","DDRGK1",3.71,3.7,58.91,56.62,61.67,33.82,21.3,87.76,21.98,21.98
"13722","MSR1",78.32,68.38,17.25,33.72,21.46,18.34,17.41,24.92,21.99,21.99
"10896","LOC101929200",78.63,69.16,73.67,19.89,43.69,10.25,9.56,28.86,21.99,21.99
"14459","NNT.AS1",66.45,52.36,83.9,12.52,4.8,18.47,16.99,36.7,21.99,21.99
"23499","WNT2B",94.53,70.5,96.51,9.08,18.33,7.13,12.91,41.94,22,22
"15957","POF1B",45.07,32.95,93.66,26.59,93.9,41.62,38.88,3.73,22,22
"5192","DSTNP2",17.81,13.88,63.42,42.31,7.1,26.43,21.56,53.33,22.01,22.01
"3903","COMMD5",7.79,8.21,52.82,47.82,55.85,32.83,20.07,64.79,22.01,22.01
"7790","HGF",56.45,39.9,64.74,22.73,38.89,19.99,22.81,19.39,22.01,22.01
"19375","SEMA3G",93.17,82.48,76.03,16.31,15.52,16.18,23.09,11.78,22.02,22.02
"13275","MIR6866",91.81,90.59,35.1,72.07,1.82,68.68,91.94,0.83,22.02,22.02
"21645","Tigger6b.TcMar.Tigger.DNA",41.37,29.23,84.17,16.26,90.82,14.77,15.85,38.99,22.03,22.03
"14516","NOXO1",56.12,42.65,80.6,20.77,70.9,21.6,24.34,12.28,22.03,22.03
"18482","RP11.35G9.3",38.28,26.33,71.02,35.92,43.69,10.25,9.56,57.46,22.03,22.03
"10026","LINC01624",84.6,79.5,68.48,6.5,10.95,12.83,54.49,25.21,22.04,22.04
"3833","CNTROB",20.64,11.33,81.31,28.35,28.87,26.89,23.06,45.69,22.04,22.04
"10659","LOC101927932",94.94,85.87,94.37,0.5,43.69,45.05,82.93,12.99,22.05,22.05
"14139","NCK1-DT",46.09,31.3,71.24,22.24,20.61,16.36,15.21,44.36,22.05,22.05
"17774","RP11-267M23.4",87.95,79.5,82.21,27.09,10.95,21.92,75.91,2.08,22.05,22.05
"3890","COL9A3",25.98,42.41,2.06,76.22,88.73,75.16,65.07,21.74,22.06,22.06
"1620","ATP5S",28.2,33.49,12.37,35.89,6.28,34.81,30.43,54.04,22.06,22.06
"5649","EPHA1-AS1",31.03,45.05,27.22,70.99,29.64,71.27,67.81,2.79,22.07,22.07
"18851","RPP14",6.38,5.31,72.06,45.37,60.21,50.55,25.18,51.94,22.07,22.07
"23705","Zaphod.hAT.Tip100.DNA",17.75,8.21,86.87,47.01,1.82,48.32,26.82,49.37,22.07,22.07
"22126","TNRC6C.AS1",4.3,10.9,14.72,93.13,4.8,37.91,23.97,87.17,22.08,22.08
"17917","RP11-356M20.1",74.38,61.35,80.44,6.5,10.95,17.55,52.67,23.37,22.08,22.08
"17256","RIPK1",3.22,6.13,34.02,49.93,36.51,47.84,27.83,83.87,22.09,22.09
"17041","RBSN",6.79,6.97,47.85,57.93,21.07,37.62,22.56,67.79,22.09,22.09
"3957","COX15",5.81,4.46,58.87,37.2,55.91,36.06,25.33,81.79,22.1,22.1
"19367","SELT",22.33,14.01,60.16,15.62,24.4,21.19,18.28,86.71,22.1,22.1
"6094","FAM35BP",81.52,78.01,58.97,22.43,1.82,18.59,58.18,11.12,22.1,22.1
"21480","TEX28",71.98,41.98,99.45,13.92,90.69,7.6,7.2,31.3,22.11,22.11
"10068","LINC02450",26.18,9.44,93.94,18.44,56.98,24.25,15.28,61.71,22.11,22.11
"19048","RUNX1",3.69,2.39,60.65,61.45,19.07,60.55,32.58,73.82,22.12,22.12
"10881","LOC101929112",84.99,73.2,90,15.24,43.69,10.25,9.56,26.71,22.12,22.12
"20605","SPATA1",80.79,47.46,95.58,15.24,14.86,20.05,25.71,14.87,22.12,22.12
"11619","LOXL1",65.56,68.66,39.03,19.13,6.28,22.05,22.43,25.28,22.13,22.13
"8584","ING1",12.28,5.43,82.19,26.45,60.24,30.33,20.91,68.86,22.13,22.13
"2814","CCDC122",54.69,47.74,35.3,46.28,15.65,39.69,39.12,7.56,22.14,22.14
"19643","SI",76.88,42.66,98.75,11.09,18.68,14.07,16.67,33.05,22.14,22.14
"13164","MIR604",88.26,78.51,89.63,16.24,43.69,10.25,9.56,23.22,22.14,22.14
"13572","MRFAP1",1.37,2.58,30.81,59.88,49.02,67.66,37.66,98.48,22.15,22.15
