"X","Symbol","P.Score","P.Studies","AdjP.Score","AdjP.Studies","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","P.value.Studies","Adjusted.P.value.Studies"
8982,"RNF216",16,"obermoser1FluBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSseven obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSthirtySix obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve",3,"obermoser4FLUBaselineVSthirtySix obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSthirtySix",0,0,0,16,0,0,0,1,1
8983,"EIF4A2",19,"meaburn1 meaburn2 gosch6 gosch9 gosch12 obermoser1FluBaseVSone obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1PneumBaseVSzero obermoser2FLUBaseVSZero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthirtySix obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthree rusch",4,"gosch6 gosch9 gosch12 obermoser1PneumBaseVSone",0,2,3,13,0,1,0,4,2
8984,"SPG21",11,"gosch9 gosch12 gosch15 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1SalineBaseVStwentyEight obermoser3FLUBaseVSone obermoser3FLUBaseVSten obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSten obermoser3PNEUMBaseVStwentyEight",4,"gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven",0,0,3,8,0,0,0,2,2
8985,"LRRFIP1",8,"gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser4FLUBaselineVSfifteen rusch",4,"gosch9 gosch12 obermoser1PneumBaseVSseven obermoser4FLUBaselineVSfifteen",0,0,3,4,0,1,0,3,2
8986,"SPCS1",3,"gosch9 obermoser2PNEUMBaseVSseven obermoser3PNEUMBaseVSseven",0,"",0,0,1,2,0,0,0,2,0
8987,"HSDL1",5,"meaburn2 obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVStwelve rusch",0,"",0,1,0,3,0,1,0,3,0
8989,"CITED4",11,"gosch9 gosch12 gosch18 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSone obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSthirtySix rusch",2,"gosch9 gosch12",0,0,3,7,0,1,0,3,1
8990,"DUSP10",25,"gosch6 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser2PNEUMBaseVSZero obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3PNEUMBaseVSone obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSthirtySix obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVStwelve obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero",2,"gosch6 obermoser4FLUBaselineVSthirtySix",0,0,1,24,0,0,0,2,2
8991,"TLE1",18,"meaburn1 gosch6 gosch9 gosch12 gosch15 gosch18 obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSthirtySix obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVStwentyFour obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVSzero rusch",2,"gosch6 obermoser4SalineBaselineVSthirtySix",0,1,5,11,0,1,0,4,2
8992,"PCBP1-AS1",15,"meaburn2 gosch9 gosch12 gosch15 gosch18 obermoser1PneumBaseVSten obermoser3SalineBaseVSseven obermoser3SalineBaseVStwentyEight obermoser3SalineBaseVSzero obermoser4FLUBaselineVSone.5 obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVStwentyFour",2,"gosch9 gosch12",0,1,4,10,0,0,0,3,1
8993,"ZFP14",16,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser2FLUBaseVSZero obermoser3PNEUMBaseVSpoint5 obermoser3PNEUMBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSzero",4,"gosch6 gosch9 gosch12 obermoser4FLUBaselineVSfifteen",0,0,5,11,0,0,0,2,2
8994,"LSM1",4,"meaburn2 gosch9 gosch12 obermoser4FLUBaselineVStwelve",1,"gosch9",0,1,2,1,0,0,0,3,1
8996,"AKIP1",12,"gosch9 obermoser1PneumBaseVSone obermoser1PneumBaseVSten obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVStwentyOne obermoser2SalineBaseVSZero obermoser3PNEUMBaseVSpoint5 obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVStwentyFour",1,"gosch9",0,0,1,11,0,0,0,2,1
8998,"HEG1",15,"gosch6 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1SalineBaseVSone obermoser2FLUBaseVSseven obermoser2SalineBaseVSseven obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVSzero",1,"obermoser1PneumBaseVSone",0,0,1,14,0,0,0,2,1
8999,"SLC25A39",9,"meaburn1 meaburn2 gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwelve",3,"gosch6 gosch9 gosch12",0,2,4,3,0,0,0,3,1
9002,"PI4KAP1",2,"gosch9 obermoser4FLUBaselineVSthree",0,"",0,0,1,1,0,0,0,2,0
9003,"ZNF91",10,"meaburn2 gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVStwentyEight obermoser3SalineBaseVSpoint5 obermoser4FLUBaselineVSfifteen rusch",3,"gosch9 gosch12 obermoser4FLUBaselineVSfifteen",0,1,4,4,0,1,0,4,2
9004,"MEN1",13,"gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVSseven obermoser1FluBaseVSzero obermoser3PNEUMBaseVSone obermoser3SalineBaseVSseven obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthree obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSone.5",3,"gosch9 gosch12 obermoser4FLUBaselineVSfifteen",0,0,4,9,0,0,0,2,2
9005,"ZFAND3",5,"gosch6 gosch9 gosch12 gosch15 obermoser2PNEUMBaseVSZero",3,"gosch9 gosch12 gosch15",0,0,4,1,0,0,0,2,1
9006,"CD101",13,"gosch9 gosch12 obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser4FLUBaselineVSfifteen obermoser4PNEUMBaselineVSfifteen obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero rusch",3,"gosch9 gosch12 obermoser1PneumBaseVSseven",0,0,2,10,0,1,0,3,2
9009,"MAGT1",10,"obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVStwelve obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVStwentyFour rusch",2,"obermoser1PneumBaseVSseven obermoser4FLUBaselineVSfifteen",0,0,0,9,0,1,0,2,1
9010,"RAD51D",6,"gosch9 gosch12 obermoser1SalineBaseVSseven obermoser3FLUBaseVSone obermoser3PNEUMBaseVSseven obermoser4SalineBaselineVSnine",1,"gosch12",0,0,2,4,0,0,0,2,1
9011,"D2HGDH",14,"gosch9 gosch12 gosch15 gosch21 obermoser1PneumBaseVSone obermoser2FLUBaseVSseven obermoser2FLUBaseVSZero obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSthree obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSthree obermoser4SalineBaselineVSnine",2,"gosch9 gosch12",0,0,4,10,0,0,0,2,1
9012,"ST3GAL6",17,"meaburn2 gosch6 gosch12 gosch15 obermoser1FluBaseVSone obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSone obermoser1SalineBaseVStwentyOne obermoser2FLUBaseVSZero obermoser3FLUBaseVSseven obermoser3FLUBaseVSzero obermoser4FLUBaselineVSnine obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 rusch",1,"gosch12",0,1,3,12,0,1,0,4,1
9014,"ZNF626",23,"gosch9 gosch12 gosch15 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVStwentyOne obermoser3FLUBaseVSseven obermoser3FLUBaseVSthree obermoser3FLUBaseVStwentyEight obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSthree obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthree obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVSthree obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVSzero dusek",2,"gosch9 gosch12",0,0,3,19,1,0,0,3,1
9015,"NUBP1",6,"gosch12 obermoser2SalineBaseVSseven obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSthirtySix obermoser4SalineBaselineVSthree",0,"",0,0,1,5,0,0,0,2,0
9018,"PRKCSH",11,"obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVStwentyOne obermoser3PNEUMBaseVSthree obermoser4FLUBaselineVSfortyEight obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVStwelve obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour",1,"obermoser1PneumBaseVSseven",0,0,0,11,0,0,0,1,1
9019,"RTN4IP1",8,"gosch9 gosch12 obermoser1PneumBaseVSone obermoser1PneumBaseVSthree obermoser1PneumBaseVSzero obermoser1SalineBaseVSten obermoser3PNEUMBaseVSseven rusch",2,"gosch9 gosch12",0,0,2,5,0,1,0,3,1
9020,"NAPB",4,"gosch6 gosch18 obermoser1SalineBaseVSone dusek",0,"",0,0,2,1,1,0,0,3,0
9021,"SKP2",33,"meaburn2 gosch12 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSseven obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSpoint5 obermoser3PNEUMBaseVSseven obermoser3SalineBaseVSzero obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4PNEUMBaselineVStwelve obermoser4PNEUMBaselineVStwentyFour obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero dusek rusch",3,"obermoser1PneumBaseVSseven obermoser4FLUBaselineVSnine obermoser4SalineBaselineVSone.5",0,1,1,29,1,1,0,5,1
9022,"FBXO7",26,"meaburn1 meaburn2 gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVSten obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSseven obermoser1SalineBaseVSten obermoser1SalineBaseVSthree obermoser1SalineBaseVStwentyOne obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve obermoser4PNEUMBaselineVSfortyEight obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVStwelve",6,"gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven obermoser4FLUBaselineVSfifteen",0,2,4,20,0,0,0,3,2
9023,"CYP4F3",11,"gosch9 gosch12 gosch15 gosch18 obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSzero obermoser4FLUBaselineVSnine obermoser4PNEUMBaselineVSsix obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthree",3,"gosch9 gosch12 gosch15",0,0,4,7,0,0,0,2,1
9024,"PRKCE",4,"meaburn2 gosch9 obermoser2PNEUMBaseVSZero obermoser3SalineBaseVStwentyEight",1,"gosch9",0,1,1,2,0,0,0,3,1
9025,"PLA2G4C",2,"meaburn2 obermoser1PneumBaseVStwentyOne",0,"",0,1,0,1,0,0,0,2,0
9026,"PLOD1",14,"gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSzero obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSten obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree",4,"gosch6 gosch9 gosch12 gosch15",0,0,6,8,0,0,0,2,1
9027,"ARPP19",13,"meaburn2 gosch6 obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSone obermoser1PneumBaseVSten obermoser2SalineBaseVSseven obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSnine obermoser4PNEUMBaselineVSone.5 obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVStwentyFour rusch",0,"",0,1,1,10,0,1,0,4,0
9028,"TP53TG1",12,"meaburn2 gosch9 obermoser1PneumBaseVSseven obermoser2PNEUMBaseVSseven obermoser3PNEUMBaseVStwentyEight obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSthree",1,"gosch9",0,1,1,10,0,0,0,3,1
9029,"TCP11L1",10,"obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSone obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser3PNEUMBaseVSthree obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVStwelve dusek",0,"",0,0,0,9,1,0,0,2,0
9030,"RNF20",10,"gosch9 gosch15 obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser1SalineBaseVSseven obermoser4PNEUMBaselineVStwelve obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthirtySix rusch",2,"gosch9 obermoser1PneumBaseVSseven",0,0,2,7,0,1,0,3,2
9031,"CERS4",2,"obermoser3PNEUMBaseVSten obermoser4SalineBaselineVSnine",0,"",0,0,0,2,0,0,0,1,0
9032,"TRAPPC1",5,"gosch9 gosch12 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVStwelve",3,"gosch9 gosch12 obermoser4FLUBaselineVSfifteen",0,0,2,3,0,0,0,2,2
9033,"DPH6",22,"meaburn1 gosch9 gosch12 gosch15 gosch18 obermoser3FLUBaseVSten obermoser3SalineBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVStwelve rusch larocca",5,"gosch9 gosch12 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVStwelve",0,1,4,15,0,1,1,5,2
9034,"ZBTB18",21,"gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1FluBaseVSzero obermoser1SalineBaseVSten obermoser1SalineBaseVStwentyEight obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthirtySix obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSthree rusch",3,"gosch9 gosch12 gosch15",0,0,5,15,0,1,0,3,1
9035,"ATP6V0E1",11,"gosch9 gosch12 gosch15 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSseven obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree",4,"gosch9 gosch12 obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne",0,0,3,8,0,0,0,2,2
9036,"IKZF3",12,"gosch6 gosch9 gosch12 obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSone obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSten obermoser1SalineBaseVStwentyEight obermoser2PNEUMBaseVSseven obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSthree obermoser3SalineBaseVSzero",3,"gosch6 gosch9 gosch12",0,0,3,9,0,0,0,2,1
9038,"PRKCI",8,"gosch3 gosch6 gosch9 gosch12 gosch15 gosch18 obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix",3,"gosch6 gosch9 gosch12",0,0,6,2,0,0,0,2,1
9040,"RAB35",7,"gosch9 gosch12 gosch15 obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSone obermoser3PNEUMBaseVSseven obermoser4SalineBaselineVSzero",3,"gosch9 gosch12 gosch15",0,0,3,4,0,0,0,2,1
9041,"ANKRD46",13,"meaburn2 gosch9 gosch12 obermoser1FluBaseVSfourteen obermoser1FluBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser1SalineBaseVStwentyEight obermoser3SalineBaseVSzero obermoser4FLUBaselineVSthree obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSone.5 rusch",3,"gosch9 gosch12 obermoser1PneumBaseVSseven",0,1,2,9,0,1,0,4,2
9042,"SEMA4F",9,"gosch9 gosch12 obermoser1PneumBaseVSfourteen obermoser2FLUBaseVSZero obermoser2SalineBaseVSseven obermoser3FLUBaseVSpoint5 obermoser3PNEUMBaseVSseven obermoser4SalineBaselineVSone.5 rusch",3,"gosch9 gosch12 obermoser4SalineBaselineVSone.5",0,0,2,6,0,1,0,3,2
9043,"HNRNPA2B1",9,"meaburn1 obermoser1FluBaseVSten obermoser1SalineBaseVSthree obermoser3FLUBaseVSpoint5 obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen rusch",0,"",0,1,0,7,0,1,0,3,0
9045,"NUDT21",10,"gosch6 gosch12 obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1SalineBaseVSseven obermoser2PNEUMBaseVSseven obermoser3FLUBaseVSone obermoser3SalineBaseVSthree rusch",2,"gosch12 obermoser1PneumBaseVSseven",0,0,2,7,0,1,0,3,2
9047,"AFF4",3,"obermoser1PneumBaseVSseven obermoser1SalineBaseVSseven rusch",1,"obermoser1PneumBaseVSseven",0,0,0,2,0,1,0,2,1
9048,"ELANE",13,"gosch15 obermoser3FLUBaseVSseven obermoser3PNEUMBaseVSpoint5 obermoser3PNEUMBaseVSten obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSthree obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVSthirtySix obermoser4PNEUMBaselineVSthree obermoser4PNEUMBaselineVStwelve obermoser4PNEUMBaselineVStwentyFour",0,"",0,0,1,12,0,0,0,2,0
9049,"PIGA",23,"meaburn2 obermoser1FluBaseVSthree obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSone obermoser1SalineBaseVSten obermoser1SalineBaseVSthree obermoser1SalineBaseVStwentyEight obermoser1SalineBaseVSzero obermoser2FLUBaseVSseven obermoser3FLUBaseVSone obermoser3PNEUMBaseVSten obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwentyFour obermoser4SalineBaselineVSone.5 rusch",0,"",0,1,0,21,0,1,0,3,0
9051,"SETD3",23,"gosch3 gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne obermoser2FLUBaseVSZero obermoser3FLUBaseVSone obermoser3FLUBaseVSten obermoser3FLUBaseVStwentyEight obermoser3PNEUMBaseVSseven obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4PNEUMBaselineVSone.5 obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVStwentyFour rusch",5,"gosch6 gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven",0,0,7,15,0,1,0,3,2
9052,"PTPN22",23,"meaburn1 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVSone obermoser1FluBaseVSten obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVSzero obermoser3PNEUMBaseVSone obermoser3PNEUMBaseVSten obermoser3SalineBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthree obermoser4PNEUMBaselineVSfortyEight rusch",3,"gosch9 gosch15 obermoser1PneumBaseVSseven",0,1,4,17,0,1,0,4,2
9053,"MARK3",14,"gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1FluBaseVSone obermoser1FluBaseVSten obermoser1FluBaseVSzero obermoser1PneumBaseVSone obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser4SalineBaselineVSnine rusch",5,"gosch6 gosch9 gosch12 gosch15 gosch18",0,0,6,7,0,1,0,3,1
9055,"TTC14",20,"meaburn1 meaburn2 gosch9 gosch12 obermoser1FluBaseVSone obermoser1SalineBaseVSseven obermoser1SalineBaseVSthree obermoser2PNEUMBaseVSseven obermoser2SalineBaseVSZero obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSthree rusch",2,"gosch9 obermoser4FLUBaselineVSfifteen",0,2,2,15,0,1,0,4,2
9056,"MAP2K1",9,"gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSseven obermoser1SalineBaseVSseven rusch",4,"gosch6 gosch9 gosch12 obermoser1PneumBaseVSseven",0,0,6,2,0,1,0,3,2
9057,"SETD9",4,"meaburn2 obermoser3PNEUMBaseVSzero dusek rusch",0,"",0,1,0,1,1,1,0,4,0
9059,"LDHB",9,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1PneumBaseVSone obermoser3PNEUMBaseVStwentyEight obermoser4SalineBaselineVSthree rusch",4,"gosch6 gosch9 gosch12 gosch15",0,0,5,3,0,1,0,3,1
9060,"KDM6A",21,"meaburn2 gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSone obermoser1SalineBaseVSseven obermoser1SalineBaseVSten obermoser2PNEUMBaseVSseven obermoser2PNEUMBaseVSZero obermoser3FLUBaseVSten obermoser3PNEUMBaseVSten obermoser3PNEUMBaseVStwentyEight obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSthree rusch",5,"gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven obermoser2PNEUMBaseVSseven",0,1,5,14,0,1,0,4,2
9061,"CCDC28B",15,"obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1SalineBaseVSseven obermoser2FLUBaseVSZero obermoser3FLUBaseVSzero obermoser3SalineBaseVSone obermoser3SalineBaseVSten obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSone.5 obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVStwelve rusch",0,"",0,0,0,14,0,1,0,2,0
