"X","Symbol","P.Score","P.Studies","AdjP.Score","AdjP.Studies","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","P.value.Studies","Adjusted.P.value.Studies"
8902,"WDR55",12,"gosch15 gosch18 obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSseven obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour rusch",1,"obermoser1PneumBaseVSseven",0,0,2,9,0,1,0,3,1
8905,"PSMC2",11,"gosch12 obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser2PNEUMBaseVSseven obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSseven obermoser4FLUBaselineVSthirtySix obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree rusch",2,"obermoser3PNEUMBaseVSseven obermoser4SalineBaselineVSthree",0,0,1,9,0,1,0,3,1
8906,"PABPN1",3,"obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser4PNEUMBaselineVStwentyFour",1,"obermoser1FluBaseVStwentyEight",0,0,0,3,0,0,0,1,1
8907,"GTF2E1",4,"obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1SalineBaseVSone rusch",0,"",0,0,0,3,0,1,0,2,0
8908,"TARBP2",11,"gosch6 obermoser2FLUBaseVSZero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVStwelve obermoser4PNEUMBaselineVStwentyFour obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSthirtySix",2,"gosch6 obermoser4FLUBaselineVSfifteen",0,0,1,10,0,0,0,2,2
8909,"P2RX5",4,"obermoser1FluBaseVSseven obermoser1FluBaseVSten obermoser1PneumBaseVStwentyEight obermoser3SalineBaseVSzero",0,"",0,0,0,4,0,0,0,1,0
8910,"ZNF250",7,"gosch6 gosch9 gosch12 obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSsix",3,"gosch9 gosch12 obermoser1PneumBaseVSseven",0,0,3,4,0,0,0,2,2
8913,"AFF3",16,"meaburn1 gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSthree obermoser2FLUBaseVSZero obermoser3PNEUMBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSsix obermoser4FLUBaselineVStwentyFour obermoser4SalineBaselineVSsix rusch",5,"gosch6 gosch9 gosch12 gosch15 obermoser4FLUBaselineVSfifteen",0,1,5,9,0,1,0,4,2
8916,"TRAPPC10",16,"meaburn1 meaburn2 gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVSone obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyEight obermoser1SalineBaseVSfourteen obermoser3PNEUMBaseVSone obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVStwentyFour rusch",4,"gosch6 gosch9 gosch12 gosch15",0,2,5,8,0,1,0,4,1
8917,"EBLN2",16,"obermoser1PneumBaseVSseven obermoser2PNEUMBaseVSseven obermoser3PNEUMBaseVStwentyEight obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser3SalineBaseVSthree obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero",1,"obermoser4FLUBaselineVSfifteen",0,0,0,16,0,0,0,1,1
8919,"ACYP1",24,"meaburn1 gosch9 gosch15 obermoser1FluBaseVSone obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSone obermoser1SalineBaseVSten obermoser2FLUBaseVSseven obermoser3PNEUMBaseVSzero obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve rusch",2,"gosch9 gosch15",0,1,2,20,0,1,0,4,1
8920,"TMEM141",13,"gosch9 gosch12 gosch15 obermoser1PneumBaseVSseven obermoser1PneumBaseVSzero obermoser1SalineBaseVSfourteen obermoser1SalineBaseVStwentyEight obermoser2FLUBaseVSZero obermoser4FLUBaselineVSnine obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVStwentyFour",1,"gosch9",0,0,3,10,0,0,0,2,1
8921,"ANK3",18,"gosch9 gosch12 gosch15 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSzero obermoser2PNEUMBaseVSseven obermoser3FLUBaseVSthree obermoser3SalineBaseVStwentyEight obermoser3SalineBaseVSzero obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVSthree obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero rusch",3,"gosch9 gosch12 gosch15",0,0,3,14,0,1,0,3,1
8922,"ACD",8,"gosch9 obermoser1FluBaseVSseven obermoser1PneumBaseVSseven obermoser1SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4PNEUMBaselineVSone.5 obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree",1,"gosch9",0,0,1,7,0,0,0,2,1
8923,"DMWD",5,"meaburn1 obermoser2FLUBaseVSZero obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVSzero rusch",0,"",0,1,0,3,0,1,0,3,0
8924,"MRI1",21,"gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVSone obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSten obermoser2SalineBaseVSZero obermoser3FLUBaseVSone obermoser3FLUBaseVSpoint5 obermoser3FLUBaseVSthree obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree rusch",4,"gosch9 gosch12 obermoser1PneumBaseVSseven obermoser4FLUBaselineVSfifteen",0,0,4,16,0,1,0,3,2
8925,"RABGAP1L",19,"meaburn1 gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSone obermoser1PneumBaseVSthree obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero dusek rusch",4,"gosch6 gosch9 gosch12 gosch15",0,1,6,10,1,1,0,5,1
8929,"SKI",6,"gosch9 obermoser1SalineBaseVStwentyEight obermoser3SalineBaseVSone obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour",1,"gosch9",0,0,1,5,0,0,0,2,1
8930,"MOB1A",9,"gosch9 gosch12 gosch15 gosch21 obermoser4FLUBaselineVStwelve obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSzero dusek rusch",3,"gosch9 gosch12 gosch15",0,0,4,3,1,1,0,4,1
8931,"HAUS2",17,"meaburn2 gosch12 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVStwelve obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSsix obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour dusek",2,"gosch12 obermoser1PneumBaseVSseven",0,1,1,14,1,0,0,4,2
8933,"KIR3DL1",23,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVSone obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSthirtySix obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthirtySix larocca",5,"gosch6 gosch9 gosch12 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwentyFour",0,0,5,17,0,0,1,3,2
8935,"SLC25A53",15,"meaburn1 gosch9 obermoser1SalineBaseVSten obermoser2SalineBaseVSZero obermoser3FLUBaseVSzero obermoser3SalineBaseVSthree obermoser3SalineBaseVSzero obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour",1,"gosch9",0,1,1,13,0,0,0,3,1
8936,"MRC2",8,"meaburn1 meaburn2 gosch9 gosch12 obermoser2PNEUMBaseVSseven obermoser2PNEUMBaseVSZero obermoser4FLUBaselineVSfortyEight rusch",1,"gosch9",0,2,2,3,0,1,0,4,1
8937,"ANKAR",12,"gosch9 obermoser1FluBaseVSzero obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3SalineBaseVSone obermoser3SalineBaseVSseven obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve",0,"",0,0,1,11,0,0,0,2,0
8938,"PI4K2A",4,"obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSthirtySix obermoser4SalineBaselineVSthirtySix",0,"",0,0,0,4,0,0,0,1,0
8939,"COQ2",11,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve rusch",4,"gosch6 gosch9 gosch12 gosch15",0,0,5,5,0,1,0,3,1
8946,"AHCYL2",5,"gosch21 obermoser1SalineBaseVSone obermoser4FLUBaselineVSthirtySix obermoser4PNEUMBaselineVSsix obermoser4SalineBaselineVSsix",0,"",0,0,1,4,0,0,0,2,0
8947,"HECTD3",12,"obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVSzero obermoser1SalineBaseVSone obermoser1SalineBaseVSseven obermoser1SalineBaseVSten obermoser1SalineBaseVStwentyEight obermoser1SalineBaseVStwentyOne obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine rusch",2,"obermoser1PneumBaseVSseven obermoser4FLUBaselineVSfifteen",0,0,0,11,0,1,0,2,1
8948,"PSMD6-AS2",13,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVSone obermoser1PneumBaseVSseven obermoser2SalineBaseVSseven obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVStwelve obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSzero",4,"gosch6 gosch9 gosch12 obermoser4FLUBaselineVSfifteen",0,0,5,8,0,0,0,2,2
8949,"DNAJC30",21,"gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVStwentyEight obermoser1SalineBaseVStwentyOne obermoser2FLUBaseVSseven obermoser2FLUBaseVSZero obermoser2PNEUMBaseVSseven obermoser3SalineBaseVSten obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSsix",4,"gosch6 gosch9 gosch12 gosch15",0,0,4,17,0,0,0,2,1
8950,"SLC22A15",22,"gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1PneumBaseVSone obermoser1SalineBaseVSone obermoser1SalineBaseVSseven obermoser1SalineBaseVSzero obermoser2PNEUMBaseVSZero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree rusch",7,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser4FLUBaselineVSfifteen obermoser4SalineBaselineVSone.5",0,0,6,15,0,1,0,3,2
8952,"NFE2L1",4,"obermoser1PneumBaseVSseven obermoser3SalineBaseVSseven obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSzero",0,"",0,0,0,4,0,0,0,1,0
8953,"MT1F",6,"obermoser1FluBaseVSone obermoser1FluBaseVStwentyEight obermoser1FluBaseVStwentyOne obermoser1FluBaseVSzero obermoser1SalineBaseVSseven obermoser1SalineBaseVStwentyEight",0,"",0,0,0,6,0,0,0,1,0
8954,"AASDH",22,"meaburn2 gosch6 gosch9 gosch12 obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser2FLUBaseVSZero obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSthirtySix obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree dusek rusch",3,"gosch6 gosch9 gosch12",0,1,3,16,1,1,0,5,1
8955,"MGAT4B",8,"meaburn2 obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser2FLUBaseVSseven obermoser3SalineBaseVSthree obermoser4PNEUMBaselineVSthree obermoser4SalineBaselineVSone.5 dusek",1,"obermoser1PneumBaseVSseven",0,1,0,6,1,0,0,3,1
8956,"RBMS1",22,"gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVSfourteen obermoser1FluBaseVStwentyOne obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1SalineBaseVSseven obermoser1SalineBaseVStwentyEight obermoser2PNEUMBaseVSseven obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSseven obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVStwelve obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSzero rusch",3,"gosch9 gosch12 obermoser1PneumBaseVSseven",0,0,4,17,0,1,0,3,2
8958,"CYFIP2",16,"gosch6 gosch9 gosch12 gosch15 gosch21 obermoser1FluBaseVSone obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyEight obermoser3FLUBaseVSten obermoser4FLUBaselineVSthree obermoser4PNEUMBaselineVSsix obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthree",3,"gosch9 gosch12 gosch15",0,0,5,11,0,0,0,2,1
8960,"FAM111A",30,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVSone obermoser1FluBaseVSseven obermoser1FluBaseVSten obermoser1FluBaseVSthree obermoser1FluBaseVSzero obermoser3FLUBaseVSone obermoser3PNEUMBaseVSpoint5 obermoser3PNEUMBaseVSten obermoser3PNEUMBaseVSthree obermoser3PNEUMBaseVStwentyEight obermoser3SalineBaseVSone obermoser3SalineBaseVSpoint5 obermoser3SalineBaseVSthree obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthree rusch",6,"gosch9 gosch12 gosch15 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwentyFour",0,0,5,24,0,1,0,3,2
8961,"KLF4",24,"gosch6 obermoser1FluBaseVSfourteen obermoser1FluBaseVSseven obermoser1FluBaseVSthree obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSseven obermoser3FLUBaseVSpoint5 obermoser3SalineBaseVSpoint5 obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour obermoser4SalineBaselineVSzero",6,"gosch6 obermoser4FLUBaselineVSfifteen obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVStwelve",0,0,1,23,0,0,0,2,2
8962,"BLZF1",20,"meaburn1 gosch9 gosch12 obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSseven obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyOne obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4SalineBaselineVStwentyFour rusch",4,"obermoser1PneumBaseVSseven obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVStwelve",0,1,2,16,0,1,0,4,1
8963,"LINC00892",2,"obermoser1SalineBaseVSthree obermoser4FLUBaselineVSfifteen",0,"",0,0,0,2,0,0,0,1,0
8964,"MAP3K6",11,"meaburn1 gosch9 gosch15 gosch18 obermoser2PNEUMBaseVSseven obermoser2PNEUMBaseVSZero obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSone.5 obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSthree rusch",2,"gosch9 gosch15",0,1,3,6,0,1,0,4,1
8965,"GAR1",18,"gosch9 obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser1SalineBaseVSten obermoser2FLUBaseVSseven obermoser2PNEUMBaseVSseven obermoser2SalineBaseVSZero obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVStwentyFour obermoser4SalineBaselineVSfortyEight obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSthree",0,"",0,0,1,17,0,0,0,2,0
8966,"TMEM50B",25,"meaburn1 meaburn2 gosch6 gosch9 gosch12 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSseven obermoser1PneumBaseVStwentyOne obermoser1PneumBaseVSzero obermoser1SalineBaseVStwentyOne obermoser3PNEUMBaseVSthree obermoser3SalineBaseVSten obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve",5,"gosch6 gosch9 gosch12 obermoser1PneumBaseVSseven obermoser4FLUBaselineVSfifteen",0,2,3,20,0,0,0,3,2
8967,"PDXK",6,"meaburn1 gosch9 gosch21 obermoser1SalineBaseVSten obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVStwelve",0,"",0,1,2,3,0,0,0,3,0
8969,"SLC25A13",13,"gosch6 obermoser3FLUBaseVSthree obermoser3PNEUMBaseVSpoint5 obermoser3PNEUMBaseVSseven obermoser3PNEUMBaseVSten obermoser3SalineBaseVSzero obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSfortyEight obermoser4PNEUMBaselineVSone.5 obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVSzero",1,"obermoser4SalineBaselineVSthirtySix",0,0,1,12,0,0,0,2,1
8970,"IBTK",7,"meaburn2 gosch9 gosch12 obermoser3PNEUMBaseVSpoint5 obermoser3PNEUMBaseVStwentyEight obermoser3SalineBaseVSten rusch",2,"gosch9 gosch12",0,1,2,3,0,1,0,4,1
8971,"TPST2",20,"gosch12 obermoser1PneumBaseVSseven obermoser1SalineBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSone.5 obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4FLUBaselineVSzero obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSone.5 obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve obermoser4SalineBaselineVStwentyFour",2,"obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVStwentyFour",0,0,1,19,0,0,0,2,1
8972,"GIMAP4",4,"gosch6 gosch9 gosch12 rusch",1,"gosch12",0,0,3,0,0,1,0,2,1
8973,"SOCS5",14,"meaburn2 gosch12 obermoser1PneumBaseVSseven obermoser3FLUBaseVSseven obermoser3FLUBaseVSten obermoser3FLUBaseVSthree obermoser3FLUBaseVStwentyEight obermoser3PNEUMBaseVSseven obermoser3SalineBaseVSthree obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSthree obermoser4FLUBaselineVSzero rusch",0,"",0,1,1,11,0,1,0,4,0
8974,"FAM13A-AS1",7,"gosch6 gosch9 gosch12 obermoser3FLUBaseVSseven obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSseven obermoser4SalineBaselineVSsix",3,"gosch6 gosch9 gosch12",0,0,3,4,0,0,0,2,1
8975,"RFX2",19,"gosch9 gosch12 gosch15 obermoser1PneumBaseVSfourteen obermoser1PneumBaseVSone obermoser1PneumBaseVSten obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser2FLUBaseVSseven obermoser2PNEUMBaseVSseven obermoser3FLUBaseVSseven obermoser3FLUBaseVSzero obermoser3PNEUMBaseVSone obermoser3PNEUMBaseVSseven obermoser3SalineBaseVSthree obermoser3SalineBaseVSzero obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSsix rusch",2,"gosch9 gosch12",0,0,3,15,0,1,0,3,1
8976,"STK4",12,"gosch9 gosch12 gosch15 gosch18 gosch21 obermoser1FluBaseVStwentyEight obermoser1SalineBaseVSfourteen obermoser1SalineBaseVSone obermoser1SalineBaseVSthree obermoser3PNEUMBaseVStwentyEight obermoser4FLUBaselineVSfortyEight rusch",3,"gosch9 gosch12 gosch15",0,0,5,6,0,1,0,3,1
8977,"ITGB7",12,"gosch6 gosch9 gosch12 gosch15 gosch18 obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSone obermoser2PNEUMBaseVSseven obermoser3PNEUMBaseVSseven obermoser4FLUBaselineVSthirtySix obermoser4PNEUMBaselineVSfortyEight obermoser4SalineBaselineVSthree",4,"gosch6 gosch9 gosch12 gosch15",0,0,5,7,0,0,0,2,1
8978,"SNX19",11,"meaburn1 obermoser1FluBaseVSseven obermoser1FluBaseVSzero obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVStwentyEight obermoser3FLUBaseVSone obermoser3FLUBaseVSseven obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSfortyEight obermoser4FLUBaselineVSthirtySix rusch",0,"",0,1,0,9,0,1,0,3,0
8980,"ZBTB39",15,"gosch3 gosch6 gosch9 gosch12 gosch15 gosch18 gosch21 obermoser4FLUBaselineVStwelve obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSsix obermoser4SalineBaselineVSnine obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve",5,"gosch6 gosch9 gosch12 gosch15 obermoser4SalineBaselineVSnine",0,0,7,8,0,0,0,2,2
8981,"RPL7",34,"gosch6 gosch9 gosch12 gosch15 obermoser1FluBaseVSthree obermoser1FluBaseVStwentyEight obermoser1PneumBaseVSseven obermoser1PneumBaseVSthree obermoser1PneumBaseVStwentyEight obermoser1PneumBaseVStwentyOne obermoser1SalineBaseVSfourteen obermoser3PNEUMBaseVStwentyEight obermoser3PNEUMBaseVSzero obermoser3SalineBaseVSone obermoser3SalineBaseVSten obermoser3SalineBaseVStwentyEight obermoser4FLUBaselineVSfifteen obermoser4FLUBaselineVSnine obermoser4FLUBaselineVSsix obermoser4FLUBaselineVSthirtySix obermoser4FLUBaselineVSthree obermoser4FLUBaselineVStwelve obermoser4FLUBaselineVStwentyFour obermoser4PNEUMBaselineVSfifteen obermoser4PNEUMBaselineVSnine obermoser4PNEUMBaselineVSone.5 obermoser4PNEUMBaselineVSsix obermoser4PNEUMBaselineVStwentyFour obermoser4PNEUMBaselineVSzero obermoser4SalineBaselineVSfifteen obermoser4SalineBaselineVSsix obermoser4SalineBaselineVSthirtySix obermoser4SalineBaselineVSthree obermoser4SalineBaselineVStwelve",5,"gosch6 gosch9 gosch12 obermoser4FLUBaselineVSthirtySix obermoser4SalineBaselineVStwelve",0,0,4,30,0,0,0,2,2
